id,name,dialog,click_dialog1,click_dialog2,click_dialog3,click_dialog4,click_dialog5
544003,步骘,咕.咕.咕.咕…渴死我了，這邊的溫度太高了，水，水，水！我還要水！,我是幫忙看店的，客人您看上了什麼呢？,歡迎光臨，本店不賣水產品,客人好眼光,您真是大方呢,已經賣光了，客人，下次我一定為您多留點
544004,王元姬,你就是我要幫助的那個人嗎？我還是第一次見到除了師門之外的人呢，那以後就請多多關照了~,左慈是我的師姐哦，她是道家最強的人，沒有之一。我很喜歡她，當然也很喜歡你。,我能夠招魂，你有什麽想見的人嗎？,我的能力與司馬昭的占卜不一樣呢，她是占卜未來，我是看透過去。,山下有很多我不知道的事情呢……很有趣，也很複雜……,真的想一直和你一起啊，你帶著我知道了很多以前的我不知道的事情。可是我，有沒有幫到你呢？
544005,马谡,你就是我的主人嗎？等一下，我讓“胖胖”來確認一下！,唉？貂蟬姐姐，你的脖子上的項鍊好奇怪？,胖胖！你太不愛乾淨了，快去找個地方洗洗！,最喜歡貂蟬姐姐了，她那兒有很多的玩具呢~,主人，關姐姐和曹姐姐在床上打架，我們快去阻止她們吧！,主人，嘴巴對嘴巴，我們也來試一下吧
544006,李典,唉~主人~你看起來，真誘人~我能把你鋸斷，做成樣本嗎？,要鋸成一塊、一塊、一塊。,電鋸生銹了，好難用，主人，你要幫我換一個嗎？,呐~真的想鋸斷主人~怎麼辦，想要的連骨頭都開始蠢蠢欲動了,最喜歡周泰姐姐了，鋸成幾段都不會壞呢~,主人討厭的，我就把它鋸斷~主人喜歡的，我也要把它鋸斷~
544007,何太后,你不害怕我嗎？真開心呢~那我可以跟你做朋友嗎？好開心，還是第一次有人認同我。今後，能讓我保護你嗎？,我不是人呢~但是，我也不全是妖怪哦~你可以叫我“半妖”哦~,人類不承認我的存在，妖怪不認同我是同類……那麼，我是誰？,隨便的被人類生出來……隨便的被妖怪餵養……,不需要害怕哦~我只是習慣了這麼看人類……不，不只是人類……是一切……,不要害怕哦~我只想和你做朋友……
544008,徐庶,自我介紹什麼的真麻煩…拒絕！,煩人,有事？,真是麻煩！,…,…
545001,贾诩,咦，你是我的新玩具嗎？捏起來手感還不錯哦~,你以為是你在控制我？哈哈哈，其實是我在控制你控制我！,可悲的是，明明是玩具還不知道自己是玩具！,玩具！我要更多的玩具！,不要亂點，安安靜靜地做我的玩具就好！,小心點，說不定哪天我就把你扔進倉庫了，所以，好好取悅我吧！
545002,王朗,你強行要做我的主人，已經是在觸犯法律了，你知道嗎？我要和你談判！！,君子動口不動手,談判，是一門科學，也是一門藝術！,這世上的所有矛盾，所有一切，都可以談判解決,談判的目的不是輸贏、單贏，而是雙贏、多贏！,解決問題的方法有很多種，打架是最笨的！
545003,李儒,相信我，要不了多久，你就會深深地感受到我的恐懼了！,手指戳來戳去，小心被我咬斷,卑微的表面，掩飾內心的變態！,雖然我可愛又迷人，但我會招來死亡！,你以為我會眼睜睜看著你去死嗎？不！我會閉上眼睛的！,好好活著，因為我們會死很久很久
546001,程昱,遇到你這種笨蛋主人，我真是倒楣！,宅男是種公害!,你這麼笨怪我咯？,多讀點書 對你沒有什麼壞處,笨蛋的可怕不在於笨，而在其自作聰明,你的智商是罕見的負數！
546002,张昭,看上去很大膽嘛~來來來~跟著本大人去冒險，帶你體驗什麼是驚叫刺激！不過要小心哦~雖然我可能勉為其難的救你呢~,勇氣！自信！我要拿著我的槍，去獵殺怪獸,有個大法師幫了我好大的忙~他說我不會再長大了哈哈哈~這樣太方便了~,哦~那裡是埋葬靈魂的森林啊~那就去看看吧~,你太笨重了~是跳不上這座山的，本大人就是如此輕盈~,帶好你的武器~被怪獸抓住了我可不救你哦~
546003,法正,我是上天派下來守護主人的！哎呀~有壞人！主人，快救我~,持心如衡，以理為平，我要守護這世界,聖光將會淨化一切！,正義必勝！叛徒！你的未來一片黑暗！,最黑暗的時刻也是最接近光明的時刻,墮落的天使，比惡魔更可怕
651001,周瑜,有了本都督的計謀，所有的敵人都能玩弄於股掌之間,你真幸運，絕對不會有比本都督更厲害的戰姬了！,戰鬥？笑話！只是本都督的個人秀罷了！,只知道用蠻力的傢伙，就算100個，都不是本都督的對手,什麼？要我上陣殺敵？這些弱者根本不值得本都督出手,都怪本都督太優秀了，那麼多的崇拜者，真是煩惱啊！
651002,董卓,啊~主人~你的鮮血，可是比蛋糕美味一百倍呢！,誰的寵物！竟敢在我的杯子裡面洗澡！血裡面混進魚腥味就不美味了！,主人，是我一個人的，任何想要接近的，都要殺死！,要是把主人吃掉，就可以永遠和主人在一起了呢~,主人，你也是很喜歡小卓的是吧！如果不是，那只好殺了你了呢,小卓可是很體貼的呢，所以主人也要乖乖地哦~
651003,德古拉,終於~找到了~找到你了！這世上最美味的鮮血！,主人，你的鮮血，除了我誰都不可以享用！,董卓！你這個小偷！不許靠近主人！,不能見陽光？害怕銀色十字架？哈哈，這些謠言你都是從那兒聽說的,受傷了？需要我來幫忙嗎？我的唾液，可是有麻醉效果的~,年齡才不是問題，只要可愛就行了~
651004,张春华,你就是我的主人嗎~我很滿意哦~要一起去做愉悅的事情嗎,皮鞭 蠟燭 高跟鞋 你喜歡哪個？,你喜歡上面？ 這是禁止事項,放心 我會好好疼你的,雖然不喜歡被別人虐待 但是虐別人還真是心情舒暢,只要不被發現，就不算犯罪哦~
651005,孟获,呼啦！主人！我的大象都快餓瘋了！可以給點肉吃嗎？！真的是大象餓了，不是我！,呼啦呼啦！把敵人全部踩扁！,米飯？不不！不吃肉哪有力氣去戰鬥！,我要把敵人的骨頭全部敲碎！呼啦！,主人！你也要多吃肉！肉可是這世上最美味的東西了！,雞肉，鴨肉，牛肉，肉肉肉！肉即是正義！
651006,甘夫人,主人，我將成為您的專屬舞姬，日夜為您起舞~,歌謠啊~請您將神的祝福帶到此處吧~,總有一日，我會站在至高之處。,舞起吧~將和之美告訴所有人~,生命就是舞臺，有舞臺的地方就有我。,意義，把和的信念傳送給人們吧。
651007,夏侯惇,你能解開我左眼的封印嗎？如果可以的話，姑且稱你為主人好了！,邪王真眼是最強的！,封印解開之時 世界必將顫抖！,你最好躲到世界的盡頭, 祈禱不要讓我遇到你,你是在挑釁我嗎
651008,赵云,趙子龍，在此參上，勢必消滅所有的邪惡！,惡即斬！,所有的阻礙！全部斬斷！,"道之所在,雖千萬人吾往矣",縱使千軍萬馬，也休想攔住我趙雲半刻！,何需坐騎，吾一槍一劍足矣！
651009,大乔,哎呀~主人，你怎麼這麼急，我還沒打扮好呢！,不愛江山愛美人的男人總歸是有的，但首先，他得有江山啊！,白馬王子吸引人之處不在白馬，而在王子的身份！,男人的大腦喜歡女人的內心，但是眼睛喜歡女人的外表！,女人喜歡長得壞壞的男人，不是喜歡長壞了的男人,不能自拔的，除了愛情，還有別人地裏的蘿蔔
651010,夏侯渊,主人~我很好養的，只要有床有飯有網路就行了！,我得了一下床就會死的病！,外面太陽那麼大，我還是在家裡玩遊戲吧,就一會，再睡一小會我就起來,比起PSVita，我果然還是喜歡3DSL多一點啊！,上上下下左右左右BABA
651011,司马懿,哦？你一定隱藏著什麼我不知道的陰暗吧！告訴我吧！不然就把你吃掉哦！,白天啊白天~快消失吧~一切都要變成黑色的哦~,那裡的一對人兒周圍閃閃發光呢，那就讓他們看不見對方吧，發光的東西，最討厭了！,小迷，你想吃什麼？那個人？那個人好像很好吃的樣子……,悲傷，憤怒，憂鬱，啊，好飽哦，今天已經吃不下了呢,小妹妹，要不要一起玩呀~
651012,孙悟空,我是如來佛祖玉皇大帝觀音菩薩，指定取西經特派使者，花果山水簾洞美猴王齊天大聖孫悟空啊，帥到掉渣！,失去紫霞，我還有金箍棒,我這個可不是多蘭棍，而是如意金箍棒！,龜~派~氣~功~唉？不對，我為什麼會喊這個！,齊天大聖到此一遊！,曾經，有一份真誠的愛情擺在我面前，我沒有珍惜。
651013,马超,遠離自然的人類啊，聽從自然之神的呼喚，讓我來指引你通往勝利,本能引領著我的腳步,生死置之度外，讓我來直面危險吧,任何人，都無法抗拒大自然的力量,會使世界滅亡的不會是神魔還是其他，而是人類，人類自己,自然之神終會降臨
651014,杨修,你知道國際象棋里最強的棋子是什麽嗎？是“后”哦~不受規則限制，想怎麼走就怎麼走~要我選擇，我肯定當后，你的話就當王好了~勉為其難的保護你一下吧~,一切都在我的掌握之中~,軍師？對面會有跟我勢均力敵的對手？怎麼可能~,我不和弱智兒童玩遊戲~那樣會拉低我的智商~,馬走日~象走田~這是規則？哈哈哈我偏不~我的規則就是我自己~,我的智商啊~大概就比你高那麼幾個……~我發現比你高太多了~沒有什麼東西能夠衡量的樣子~
651015,张合,哦~主人，你抽中了黑桃K~你真是幸運呢~不騙你~真的~,紅心代表愛情,梅花代表財富,黑桃代表權利,方塊代表手段,其實我都是瞎說的~哈哈哈
651016,吕布,只要讓我上場，這場戰鬥，你就已經勝利了！,哼，一群雜魚，連和我交手的資格都沒有,只有弱者才會聚集到一起，真正的強者，只需仰慕者，不需要同伴！,快把貂蟬給我找到，不然我可不保證每戰必勝,大丈夫身居天地間，豈能久居於人下！,我的主人，只有我自己！我一定會掙脫這枷鎖的！
651017,吕玲绮,看上去很弱嘛~你有信心制服我嗎？是男人就給我說有！哈哈不過你放心~我可是很護短的呢~,蜜蜂多麼的可愛啊~不對，還是黃蜂比較美呢~,尖銳的蜂尾，矯健的身姿，啊！這就是我想像中的自由！,堅硬鑽穿，一切在鑽頭下變得破爛破爛~哈哈，想想就好興奮！,鋼鐵……合金……唉，不管什麼樣的鑽頭久了都會鈍，到底用什麼材料才是無敵的呢？,尖銳！重量！鋼鐵！破壞！！
652001,关羽,弱小的傢伙，不要對我指指點點！,只要是活著的東西，就算是神，我也殺給你看！,吾之前方 絕無敵手,如果不把所有人都踩在腳下，他又怎麼會抬頭看你，承認你是強者！,你還差的遠呢！,你的敗因只有一個！那就是與我為敵！
652002,曹植,主人，你有夢想嗎？我呢，想成為作家，想讓很多人看我寫的書，如果可以讓那些人都感到幸福就好了,我只是深愛著世上所有文字，喜歡到想把它們吃下去,這世上沒有一本書是應該丟掉的！一直以來，書都沒有錯，只是讀的人錯了！,合上書本，故事就會因此終結嗎？不！所有的故事，都會在我們的想像之中無限延伸！,所有人都能在書本中感受幸福，這便是文字的魅力啊！,書本…也要…一頁一頁吃掉…
652003,姜维,驅除一切污穢之物！吸血鬼獵人前來助你一臂之力，我能驅除的，可不只是吸血鬼！,讓我來獵殺那些黑暗之物！,縱然是最深沉的黑夜，也遮不住一絲光亮,過去屬於死神，未來屬於你自己！,德古拉，這次，絕不會讓你復活！,主人，你，信仰上帝嗎？
652004,织田信长,沒有人能快過我的刀，所有的敵人，都由我來斬殺！,本能寺……在哪來著？,hohoho！我可是第六天大魔王呢，有沒有很害怕？,秀吉！！我的信呢！,咦……我的女裝呢？悄悄的拿出來，秀吉他們應該不會發現吧。,明智光秀，你這個叛徒！
652005,汉灵帝,這可不是人偶，這是我的Darling哦~我會讓我家Darling親手殺死讓他沉睡的人的，一定會~你……要幫我嗎？,我的愛人啊，你可聽到了我的聲譽？你可知道我在想你。,這樣我們就能天天在一起呢~我們永遠不分開哦~,我會讓你付出代價的。,不管過了多久~Darling，你還是如此美麗~,我知道，你一直在我的身邊，我也知道，你會一直等我去找你~
652006,张角,張角sama駕到！本大爺可是無敵的！,本大爺可是無所不能的！,爆裂吧！現實！,粉碎吧！精神,放逐吧！這個世界！,本大爺要成為新世界的卡密！
652007,伊达政宗,我可是殺人魔哦，竟然敢收留我，你真是個有趣的人,過於仁慈就會變得懦弱,過於執著於道義就會固執,過於拘束于禮節就會變得諂媚,過於機智就會變得愛耍小聰明,過於信任他人就會傷害自己
652008,方天,就像我的武器，一個代表過去，一個代表未來。我無法參與你的過去，但是我可以守護你的未來……,我所堅持的正義……似乎出現了一些異樣,滴水之恩，當湧泉相報。但是當你的恩人與你背道而馳……你要怎麼做呢？,沒有子彈了，我還可以用砍的！,一生只能失敗一次,一手過去，一手未來
652009,黄忠,啊呀~主人，不是故意的~不小心射到了您的帽子，真是遺憾呢~,什麼？白頭髮？還不是你太弱了把我給愁的！,休息也是旅途的一部分，我們也要寒暑假！,哎呀，射歪了，這不怪我，都是時臣的錯！,我曾經一箭射中兩隻鳥…蛋,誰說拉弓一定要有箭的，我射出的是滿滿的節操啊！
652010,许褚,前排戰姬許褚！嘿嘿，我會好好表現的！,你要試試我的拳頭嗎！,如果你前面有陰影，那是因為背後有陽光,我討厭戰爭 因為它會把大地都染紅,很多時候，努力不是為了得到獎勵，而是為了被肯定,用扯蛋的態度，面對操蛋的人生
652011,荀彧,哎呀，哎呀，頭髮還沒吹完呢，就把人家叫出來了！,作為我的主人，你也要愛乾淨哦！,吹吹吹！吹乾頭髮，吹走煩惱！,就算不出門，也要美美的！,你問我的吹風機壞了怎麼辦？當然是求主人再買一個啦！,不要偷懶哦~每天都要洗頭！
652012,甄姬,哎呀~本小姐還想多睡會呢！睡眠不足可是會影響皮膚的！,拿開你的髒手,本小姐要生氣了,戰鬥力只有5的渣渣,你這麼做 真的覺得快樂嗎,你的人生真是無趣
652013,貂蝉,主人，有我在，一定會讓你每天都性福的~,主人，你是要先吃飯呢？要先洗澡呢？還是要先吃我呢？,只有主人願意，什麼都可以做的哦~,一直憋著對身體可不好呢~用手也不好哦~主人~,口罩，皮鞭，繩子，學生服，護士服，一切都有哦~一定會讓主人滿意的~,主人，你喜歡我用嘴巴，還是胸部，還是說…嗯哼~
652014,曹操,什麼呀，一個普通的人類！如果你拖我後腿的話，我可是會殺了你的！,我壓根就不指望區區人類能理解我崇高的理想！,螞蟻，沒有存活的資格！都去死吧！！！,諸君，我喜歡戰爭！,只要是正義的一方，無論手段多麼卑鄙都可以被原諒！,我劍所指，既是我的國度！
652015,孙策,我的拳頭可以擊破一切阻礙！請一定要多多讓我上場哦！,你看起來就不像是好人,我們去頂樓聊聊！,你最好別惹我，我比你想像中的更厲害,我打賭 你受不了我一拳,不作死就不會死！為什麼你就是不明白！
652016,徐晃,好好聽我的命令！我可不想因為你的愚蠢而戰敗！,你是想成為我斧下的亡魂嗎？！,腐女是什麼…,人被殺就會死！,我？我不是腐女！,不管是過去還是現在，人類都是可愛的生物啊，除了你
652017,张飞,喂！那個叫主人的傢伙，你可要對俺客氣點，不然俺的兩個姐姐會揍你的！,為什麼大姐二姐都有追求者，俺沒有呢！,打飛！打飛！打飛！俺要把敵人通通打飛！,能動手的何必動口呢，先打了再說！,俺最討厭講道理了，說半天誰都說服不了誰,俺可是張翼德！俺要成為這條街的霸王！
653001,刘表,最新的Jump出了呢！想看想看想看！想看嘛！主人快去幫我買，小表一輩子就這一個請求！來生我會彌補你的！,回來的時候，記得帶可樂薯片還有方便麵！,滾啊滾~滾啊滾~mua~床好軟好舒服啊~,零食~可樂~遊戲~耶~,啊~零食我都吃掉了欸~主人會原諒我的吧~,今天也要遊手好閒~
653002,祝融,帥氣的主人，我一定會讓您感受到我火一樣的愛情，哦不，熱情！,沒有戀愛的學校生活 就像沒有湯汁的火鍋一樣,被漆黑的火焰圍繞的人啊，和我締結戀人的契約吧！,你感受到我火一樣的熱情了沒,什麼 男孩子 我這麼可愛 怎麼可能是男孩子,再調皮 小心我把你給烤熟了
653003,郭嬛,我們一起組隊旅遊吧~要去各種各樣的地方，看各種各樣的事物，吃各種各樣的食物~看各種各樣的人~當然，要和你一起哦~,這家店好吃！可以在《旅行日誌》裡面推薦一下~,打個賭，我一定能八十天環遊世界~,飛啊飛啊飛~新大陸發現~下一個目的地就是真新鎮！,紀念幣！買！紀念鑰匙扣！買！紀念徽章！買！,世界那麼大，你該去看看了~
653004,孙尚香,孫尚香就是我啦！你..你..你別盯著我的胸部看！,胸部什麼的 明明只是裝飾,用時間和心看人，而不是用眼睛！,在真愛面前，性別什麼的只是不足掛齒的小事,為什麼只有我是平胸 深深的惡意啊！,聽說吃木瓜可以豐胸？不不不…我才不需要
653005,司马昭,命運，天定！主人，讓我來為您占卜一下吧！,生命中的全部偶然，其實都是命中註定。是為宿命！,人只能預知命運，卻無法反抗！,無論多久的未來，我都會一直陪著主人呢！,一切盡在掌握,我會遇到主人，這可是上天註定的！
653006,水镜,主人，這是我的推薦信，這是我第一次推薦自己呢，有點緊張XD~,備備，我和你說，龐統不錯，諸葛也不錯！,今天要給備備推薦誰呢~,完了，一不小心，把徐庶的推薦信發給兩個人了,我這邊有很多人才的賣身契，哦不，求職書，你們那邊需要不？,我才不是拉皮條的，我是有營業執照的！
653011,偃月,之前一直是我的思想在驅使我的行動。現在我願意守護您，聽從您的決斷，貫徹您的正義。,以月光女神之名~執行正義的的決斷。,審判？簡單的審判難道就能評判善惡嗎？,我只是按照我心之所想去做而已。,功過自有後人評。,讓你在夢中逝去，這是我最後的仁慈。
653012,丰臣秀吉,背叛者是不可饶恕的！我的后背，就交给你了！,人，必须保持明快的性格，否则就不能出人头地,吾似朝露降人间，来去匆匆瞬即逝。 ,大阪巍巍气势盛，亦如梦中虚幻姿。,为区区小事萎缩不前，怎么能完成大事业呢？,世上的事情，不管什么事，都要干得漂亮
653013,曹休,我只執行殺戮的命令，沒有執行過守護的命令。小心，你不要被我一不小心殺掉呢……,人的價值是什麼？你只要被殺掉就好了。,性命很重要？與我無關。我只要執行命令就好。,血，和一般的水有什麼區別呢……,我聽不懂，我也不需要聽得懂。告訴我，要殺掉誰。,所有都無關緊要……包括我。
653014,魏延,主人，您不嫌棄我嗎？以後我一定會好好努力的！,我其實是非常厲害的 所以請不要欺負我,不許亂碰了 再碰 再碰 再碰我就哭給你看,你們都是壞人 我要告訴老師,嗚嗚嗚 ~~~,求你了，不要碰我好不好
653015,汉献帝,新主人？隨便怎麼樣都行吧，反正我只是個傀儡而已…,每個人都是活著的木偶，根本，不需要思想。,在這個世界上，和我們共同生存的是滿目的罪惡和悲傷,無論誰，只要他還活著，你就不能稱他是幸福的。,人類一思考，上帝就發笑,審判日來臨的那一刻，所有的罪惡都將付出代價
653016,左慈,本尊可是道家最強之人，你，想成為我的弟子，學得無上道術嗎？,想要做本尊的關門弟子嗎，那你得先戒色了,魔由心生，由內而外的腐臭，是任何香料都無法掩蓋的,道可道， 非常道，名可名，非常名,除魔天地間,天道、人間道、修羅道、畜生道、餓鬼道，地獄道，六道輪回，生生不息
653017,黄月英,"唉？我不是在召喚式神嗎,怎麼反而被召喚了？魔法反噬？看來這個儀式還有很多問題呢…",這個世界，魔法源很充足呢，我的計畫，可以提前進行了,召喚儀式又失敗了，是我太急了嗎，可是…,所有的戰姬，都是阻礙！,豬豬，不許再吃海鮮了，你看你都得了皮膚病了！,以我現在的力量，只能夠召喚最弱的式神，不過，要不了多久…
654011,蔡文姬,你好呀主人~看起來是個大人呢？不會像爹爹那樣叫我背書吧……不會嗎！太好了！主人一起去玩吧~,淑女什麽的太累啦~讓我們好好出去玩鬧一番！,阿勒~我才不是小孩子呢！我可是很會背詩的哦~,玩過頭了，又要被爹爹罰了……,猜猜這是什麽琴~猜對了人家以身相許哦~,不就是抄十遍嗎~爹爹可是經常讓我抄一百遍的呢。
654012,马谡,你就是我的主人嗎？等一下，我讓“胖胖”來確認一下！,唉？貂蟬姐姐，你的脖子上的項鍊好奇怪？,胖胖！你太不愛乾淨了，快去找個地方洗洗！,最喜歡貂蟬姐姐了，她那兒有很多的玩具呢~,主人，關姐姐和曹姐姐在床上打架，我們快去阻止她們吧！,主人，嘴巴對嘴巴，我們也來試一下吧
654013,吕蒙,呂萌前來報導！阿勒？這次的主角不是我了嗎？,新手戰姬怎麼了！我可是很全面的！,每個人最大的對手都是自己,咦 我的主角光環呢？ 那個誰！ 給我加個光環！,在遊戲和動漫界的生存法則第一條：成為主角！生存法則第二條：重複第一條！,又是一個需要被拯救的阿宅
654014,徐庶,自我介紹什麼的真麻煩…拒絕！,煩人,有事？,真是麻煩！,…,…
654015,何太后,你不害怕我嗎？真開心呢~那我可以跟你做朋友嗎？好開心，還是第一次有人認同我。今後，能讓我保護你嗎？,我不是人呢~但是，我也不全是妖怪哦~你可以叫我“半妖”哦~,人類不承認我的存在，妖怪不認同我是同類……那麼，我是誰？,隨便的被人類生出來……隨便的被妖怪餵養……,不需要害怕哦~我只是習慣了這麼看人類……不，不只是人類……是一切……,不要害怕哦~我只想和你做朋友……
654016,诸葛亮,一秒不差！主人，在這個時刻和你相遇，可是經過我的精心安排呢！,"原子彈的原理？裂變,聚變再裂變，然後就boom~！",不是正好這些問題我懂，而是我什麼都懂,月球繞地球的運動速度？1.02千米每秒哦,荀彧的內褲顏色？不，她沒有穿內褲哦,只要計算正確，改變命運這種小事，不值一提
654017,千本樱,主人，櫻花落地的那刻，便是我為您斬殺敵人之時！,櫻花總會飄落 沒有誰可以永存,只是生活著，悲傷的事物就會逐漸累積,我的劍很輕，但沒有我斬不斷的東西,主人，您看，花兒在跳舞呢,我要斬殺更多的敵人，來磨礪我的劍！
655011,于吉,嘻嘻嘻嘻~我是于吉，你的靈魂我收下了~,像你這樣，鹹魚翻身，還是鹹魚！,我已經被偷了9999把鐮刀了,保護好自己的身體哦 不然說不定哪天會在另一個世界見到你,膚色？你這是種族歧視！我要報警啦！,想要和我一樣飄起來？快去減肥吧！說不定哪一天就飄起來了哦~
655012,李儒,相信我，要不了多久，你就會深深地感受到我的恐懼了！,手指戳來戳去，小心被我咬斷,卑微的表面，掩飾內心的變態！,雖然我可愛又迷人，但我會招來死亡！,你以為我會眼睜睜看著你去死嗎？不！我會閉上眼睛的！,好好活著，因為我們會死很久很久
655013,路西法,追隨我，我將讓你成為靈魂的惡魔。追隨我，並讓那些精神上死亡的人埋葬他們自己。,爲了達到目的，不論多麼黑暗的力量都渴求。,正義？哈哈，哪有什麽善惡之分。一切只有力量！,寧可在地獄為王，也不知天堂為奴。,你們害怕我，就證明了你們不敢面對我。但當你們瞭解了我，就會發現並不可怕。,每個人，都是自己的上帝。
655014,奥沃,,,,,,
656011,加百列,聽說我的朋友很孤獨，神就讓我下來陪她呢~主人，你有見過我的朋友嗎？一個金髮的天使。,請問你有看到一個天使嗎？她是我的朋友，我正在找她~,你說的沒錯~我的琴聲就是天籟~,來自于天堂，沉寂于人間。,噓~安靜，神正在午睡。,將信仰您的子民，送入天堂~
656012,法正,我是上天派下來守護主人的！哎呀~有壞人！主人，快救我~,持心如衡，以理為平，我要守護這世界,聖光將會淨化一切！,正義必勝！叛徒！你的未來一片黑暗！,最黑暗的時刻也是最接近光明的時刻,墮落的天使，比惡魔更可怕
656013,米迦勒,仁慈是無法戰勝邪惡的！我，便是審判邪惡的戰鬥天使！消除一切罪惡。,劍是正義的僕人！,正義也許會遲到，但絕不會不到！,沒有力量的正義是空虛的，但沒有正義的力量是暴力的！,墮落之人，必將自我毀滅。,背叛或出賣，都必將付出生命的代價。
656014,庞统,看到了火焰沒，凡人，這是血統的證明，鳳凰的傳承！,冰鳳？新品種？我只知道火鳳凰！,不要逃避挫折，浴火而生，才能獲得新的人生！,燃燒的火焰，好壯觀，好想把一切都燒掉啊！,我已經重生了999次，笨蛋，別再讓我去送死了,只要喜歡火焰的，就一定不是壞人！
751001,董卓,啊~主人~你的鮮血，可是比蛋糕美味一百倍呢！,誰的寵物！竟敢在我的杯子裡面洗澡！血裡面混進魚腥味就不美味了！,主人，是我一個人的，任何想要接近的，都要殺死！,要是把主人吃掉，就可以永遠和主人在一起了呢~,主人，你也是很喜歡小卓的是吧！如果不是，那只好殺了你了呢,小卓可是很體貼的呢，所以主人也要乖乖地哦~
751002,德古拉,終於~找到了~找到你了！這世上最美味的鮮血！,主人，你的鮮血，除了我誰都不可以享用！,董卓！你這個小偷！不許靠近主人！,不能見陽光？害怕銀色十字架？哈哈，這些謠言你都是從那兒聽說的,受傷了？需要我來幫忙嗎？我的唾液，可是有麻醉效果的~,年齡才不是問題，只要可愛就行了~
751003,孟获,呼啦！主人！我的大象都快餓瘋了！可以給點肉吃嗎？！真的是大象餓了，不是我！,呼啦呼啦！把敵人全部踩扁！,米飯？不不！不吃肉哪有力氣去戰鬥！,我要把敵人的骨頭全部敲碎！呼啦！,主人！你也要多吃肉！肉可是這世上最美味的東西了！,雞肉，鴨肉，牛肉，肉肉肉！肉即是正義！
751004,甘夫人,主人，我將成為您的專屬舞姬，日夜為您起舞~,歌謠啊~請您將神的祝福帶到此處吧~,總有一日，我會站在至高之處。,舞起吧~將和之美告訴所有人~,生命就是舞臺，有舞臺的地方就有我。,意義，把和的信念傳送給人們吧。
751005,周瑜,有了本都督的計謀，所有的敵人都能玩弄於股掌之間,你真幸運，絕對不會有比本都督更厲害的戰姬了！,戰鬥？笑話！只是本都督的個人秀罷了！,只知道用蠻力的傢伙，就算100個，都不是本都督的對手,什麼？要我上陣殺敵？這些弱者根本不值得本都督出手,都怪本都督太優秀了，那麼多的崇拜者，真是煩惱啊！
751006,张春华,你就是我的主人嗎~我很滿意哦~要一起去做愉悅的事情嗎,皮鞭 蠟燭 高跟鞋 你喜歡哪個？,你喜歡上面？ 這是禁止事項,放心 我會好好疼你的,雖然不喜歡被別人虐待 但是虐別人還真是心情舒暢,只要不被發現，就不算犯罪哦~
751007,司马懿,哦？你一定隱藏著什麼我不知道的陰暗吧！告訴我吧！不然就把你吃掉哦！,白天啊白天~快消失吧~一切都要變成黑色的哦~,那裡的一對人兒周圍閃閃發光呢，那就讓他們看不見對方吧，發光的東西，最討厭了！,小迷，你想吃什麼？那個人？那個人好像很好吃的樣子……,悲傷，憤怒，憂鬱，啊，好飽哦，今天已經吃不下了呢,小妹妹，要不要一起玩呀~
751008,张合,哦~主人，你抽中了黑桃K~你真是幸運呢~不騙你~真的~,紅心代表愛情,梅花代表財富,黑桃代表權利,方塊代表手段,其實我都是瞎說的~哈哈哈
751009,吕布,只要讓我上場，這場戰鬥，你就已經勝利了！,哼，一群雜魚，連和我交手的資格都沒有,只有弱者才會聚集到一起，真正的強者，只需仰慕者，不需要同伴！,快把貂蟬給我找到，不然我可不保證每戰必勝,大丈夫身居天地間，豈能久居於人下！,我的主人，只有我自己！我一定會掙脫這枷鎖的！
751010,吕玲绮,看上去很弱嘛~你有信心制服我嗎？是男人就給我說有！哈哈不過你放心~我可是很護短的呢~,蜜蜂多麼的可愛啊~不對，還是黃蜂比較美呢~,尖銳的蜂尾，矯健的身姿，啊！這就是我想像中的自由！,堅硬鑽穿，一切在鑽頭下變得破爛破爛~哈哈，想想就好興奮！,鋼鐵……合金……唉，不管什麼樣的鑽頭久了都會鈍，到底用什麼材料才是無敵的呢？,尖銳！重量！鋼鐵！破壞！！
752001,夏侯惇,你能解開我左眼的封印嗎？如果可以的話，姑且稱你為主人好了！,邪王真眼是最強的！,封印解開之時 世界必將顫抖！,你最好躲到世界的盡頭, 祈禱不要讓我遇到你,你是在挑釁我嗎
752002,赵云,趙子龍，在此參上，勢必消滅所有的邪惡！,惡即斬！,所有的阻礙！全部斬斷！,"道之所在,雖千萬人吾往矣",縱使千軍萬馬，也休想攔住我趙雲半刻！,何需坐騎，吾一槍一劍足矣！
752003,大乔,哎呀~主人，你怎麼這麼急，我還沒打扮好呢！,不愛江山愛美人的男人總歸是有的，但首先，他得有江山啊！,白馬王子吸引人之處不在白馬，而在王子的身份！,男人的大腦喜歡女人的內心，但是眼睛喜歡女人的外表！,女人喜歡長得壞壞的男人，不是喜歡長壞了的男人,不能自拔的，除了愛情，還有別人地裏的蘿蔔
752004,夏侯渊,主人~我很好養的，只要有床有飯有網路就行了！,我得了一下床就會死的病！,外面太陽那麼大，我還是在家裡玩遊戲吧,就一會，再睡一小會我就起來,比起PSVita，我果然還是喜歡3DSL多一點啊！,上上下下左右左右BABA
