id,next_id,select_next_ids,select,plot,name,image_path,type,res_path,spine_path,map_swap,image_xy,image_move,dialog_type,partner_avatar,picture,picture_xy,picture_scale,is_memory,scale,partner_picture_xy,show_type,disappear_type,show_time,disappear_time,position_move,swap_overlap,image_mirror,cg_show,cg_path,cg_scale,cg_show_type,cg_start_xy,cg_show_time,cg_show_xy,cg_disappear_type,cg_disappear_xy,cg_disappear_time,sound,music,expression,face,face_scale,face_pos,bubble_mirror,bubble_xy,bubble_expression,no_click_time,effect,effect_scale,effect_xy,effect_layer,effect_count,jitter
318,319,,,,-1,shrine_jidianday1,0,quanhui_wunv_3,,0,,,,,,,,,0.7,200|500,1,6,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
319,320,,,,？？？,shrine_jidianday1,0,mob_girl,,0,,,,,,,,,1.3,-100|-80,1,6,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
320,321,,,,-1,shrine_jidianday1,0,quanhui_wunv_3,,0,,,,,,,,,0.7,200|500,1,6,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
321,322,,,,-1,shrine_jidianday1,0,mob_girl,,0,,,,,,,,,1.3,-100|-80,1,6,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
322,323,,,,-1,shrine_jidianday1,0,quanhui_wunv_3,,0,,,,,,,,,0.7,200|500,1,6,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
323,324,,,,*,shrine_jidianday1,2,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
324,325,,,,-1,shrine_jidianday1,0,mob_girl,,0,,,,,,,,,1.3,-100|-80,1,6,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
325,326,,,,-1,shrine_jidianday1,0,mamei_wunv_1,,0,,,,,,,,,0.7,180|370,1,6,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
326,327,,,,-1,shrine_jidianday1,0,jiuyuemiyi_wunv_2,,0,,,,,,,,,0.7,180|500,1,6,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
327,328,,,,-1,shrine_jidianday1,0,quanhui_wunv_3,,0,,,,,,,,,0.7,200|500,1,6,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
328,329,,,,-1,shrine_jidianday1,0,jiuyuemiyi_wunv_2,,0,,,,,,,,,0.7,180|500,1,6,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
329,330,,,,*,shrine_jidianday1,2,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
330,331,,,,-1,shrine_jidianday1,0,mamei_wunv_1,,0,,,,,,,,,0.7,180|370,1,6,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
331,332,,,,*,shrine_jidianday1,2,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332,333,,,,-1,shrine_jidianday1,0,mob_girl,,0,,,,,,,,,1.3,-100|-80,1,6,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
333,334,,,,*,shrine_jidianday1,2,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334,335,,,,-1,shrine_jidianday1,0,partner_picture_51018,,0,,,,,,,,,0.8,210|250,1,6,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
335,336,,,,-1,shrine_jidianday1,0,mob_girl,,0,,,,,,,,,1.3,-100|-80,1,6,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
336,337,,,,-1,shrine_jidianday1,0,mob_girl,,0,,,,,,,,,1.3,-100|-80,1,6,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
337,338,,,,-1,shrine_jidianday1,0,mamei_wunv_1,,0,,,,,,,,,0.7,180|370,1,6,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
338,339,,,,-1,shrine_jidianday1,0,mamei_wunv_1,,0,,,,,,,,,0.7,180|370,1,6,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
339,340,,,,*,shrine_jidianday1,2,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340,341,,,,-1,shrine_jidianday1,0,mamei_wunv_1,,0,,,,,,,,,0.7,180|370,1,6,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
341,342,,,,-1,shrine_jidianday1,0,mamei_wunv_1,,0,,,,,,,,,0.7,180|370,1,6,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
342,343,,,,,,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
343,344,,,,*,shrine_main_bg,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
344,345,,,,*,shrine_main_bg,2,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
345,346,,,,-1,shrine_main_bg,0,55008_noface,,0,,,,,,,,,0.8,240|450,1,6,1,1,,0,,,,,,,,,,,,,,,55008_face_normal,1,878|241,,,,,,,,,,
346,347,,,,*,shrine_main_bg,2,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
347,348,,,,*,shrine_main_bg,2,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
348,349,,,,-1,shrine_main_bg,0,55008_noface,,0,,,,,,,,,0.8,240|450,1,6,1,1,,0,,,,,,,,,,,,,,,55008_face_normal,1,878|241,,,,,,,,,,
349,350,,,,*,shrine_main_bg,2,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350,351,,,,-1,shrine_main_bg,0,55008_noface,,0,,,,,,,,,0.8,240|450,1,6,1,1,,0,,,,,,,,,,,,,,,55008_face_normal,1,878|241,,,,,,,,,,
351,352,,,,*,shrine_main_bg,2,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352,353,,,,-1,shrine_main_bg,0,55008_noface,,0,,,,,,,,,0.8,240|450,1,6,1,1,,0,,,,,,,,,,,,,,,55008_face_normal,1,878|241,,,,,,,,,,
353,354,,,,*,shrine_main_bg,2,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
354,355,,,,-1,shrine_main_bg,0,55008_noface,,0,,,,,,,,,0.8,240|450,1,6,1,1,,0,,,,,,,,,,,,,,,55008_face_normal,1,878|241,,,,,,,,,,
355,356,,,,,shrine_main_bg,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
356,357,,,,*,shrine_main_bg,2,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
357,358,,,,-1,shrine_main_bg,0,55008_noface,,0,,,,,,,,,0.8,240|450,1,6,1,1,,0,,,,,,,,,,,,,,,55008_face_normal,1,878|241,,,,,,,,,,
358,359,,,,-1,shrine_main_bg,0,55008_noface,,0,,,,,,,,,0.8,240|450,1,6,1,1,,0,,,,,,,,,,,,,,,55008_face_normal,1,878|241,,,,,,,,,,
359,-1,,,,*,shrine_main_bg,2,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360,361,,,-1,-1,shrine_main_bg,0,56007_noface,,0,,,,,,,,,0.8,240|320,1,6,1,1,,0,,,,,,,,,,,,,,,56007_face_normal,1,869|456,,,,,,,,,,
361,362,,,,-1,shrine_main_bg,0,56007_noface,,0,,,,,,,,,0.8,240|320,1,6,1,1,,0,,,,,,,,,,,,,,,56007_face_normal,1,869|456,,,,,,,,,,
362,363,,,,*,shrine_main_bg,2,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
363,364,,,,-1,shrine_main_bg,0,56007_noface,,0,,,,,,,,,0.8,240|320,1,6,1,1,,0,,,,,,,,,,,,,,,56007_face_normal,1,869|456,,,,,,,,,,
364,365,,,,-1,shrine_main_bg,0,56007_noface,,0,,,,,,,,,0.8,240|320,1,6,1,1,,0,,,,,,,,,,,,,,,56007_face_normal,1,869|456,,,,,,,,,,
365,366,,,,-1,shrine_main_bg,0,quanhui_wunv_3,,0,,,,,,,,,0.7,200|500,1,6,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
366,367,,,,-1,shrine_main_bg,0,quanhui_wunv_3,,0,,,,,,,,,0.7,200|500,1,6,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
367,368,,,,-1,shrine_main_bg,0,quanhui_wunv_3,,0,,,,,,,,,0.7,200|500,1,6,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
368,369,,,,-1,shrine_main_bg,0,quanhui_wunv_3,,0,,,,,,,,,0.7,200|500,1,6,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
369,370,,,,-1,shrine_main_bg,0,quanhui_wunv_3,,0,,,,,,,,,0.7,200|500,1,6,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
370,371,,,,-1,shrine_main_bg,0,quanhui_wunv_3,,0,,,,,,,,,0.7,200|500,1,6,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
371,372,,,,-1,shrine_main_bg,0,quanhui_wunv_3,,0,,,,,,,,,0.7,200|500,1,6,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
372,373,,,,-1,shrine_main_bg,0,quanhui_wunv_3,,0,,,,,,,,,0.7,200|500,1,6,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
373,374,,,,-1,shrine_main_bg,0,quanhui_wunv_3,,0,,,,,,,,,0.7,200|500,1,6,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
374,375,,,,-1,shrine_main_bg,0,quanhui_wunv_3,,0,,,,,,,,,0.7,200|500,1,6,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
375,376,,,,-1,shrine_main_bg,0,quanhui_wunv_3,,0,,,,,,,,,0.7,200|500,1,6,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
376,377,,,,-1,shrine_main_bg,0,quanhui_wunv_3,,0,,,,,,,,,0.7,200|500,1,6,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
377,378,,,,-1,shrine_main_bg,0,quanhui_wunv_3,,0,,,,,,,,,0.7,200|500,1,6,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
378,379,,,,-1,shrine_main_bg,0,quanhui_wunv_3,,0,,,,,,,,,0.7,200|500,1,6,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
379,380,,,,-1,shrine_main_bg,0,quanhui_wunv_3,,0,,,,,,,,,0.7,200|500,1,6,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
380,381,,,,-1,shrine_main_bg,0,quanhui_wunv_3,,0,,,,,,,,,0.7,200|500,1,6,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
381,382,,,,-1,shrine_main_bg,0,quanhui_wunv_3,,0,,,,,,,,,0.7,200|500,1,6,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
382,383,,,,-1,shrine_main_bg,0,quanhui_wunv_3,,0,,,,,,,,,0.7,200|500,1,6,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
383,384,,,,-1,shrine_main_bg,0,quanhui_wunv_3,,0,,,,,,,,,0.7,200|500,1,6,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
384,385,,,,-1,shrine_main_bg,0,56007_noface,,0,,,,,,,,,0.8,240|320,1,6,1,1,,0,,,,,,,,,,,,,,,56007_face_normal,1,869|456,,,,,,,,,,
385,386,,,,*,shrine_main_bg,2,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
386,387,,,,-1,shrine_main_bg,0,quanhui_wunv_3,,0,,,,,,,,,0.7,200|500,1,6,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
387,388,,,,-1,shrine_main_bg,0,quanhui_wunv_3,,0,,,,,,,,,0.7,200|500,1,6,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
388,389,,,,-1,shrine_main_bg,0,quanhui_wunv_3,,0,,,,,,,,,0.7,200|500,1,6,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
389,390,,,,-1,shrine_main_bg,0,56007_noface,,0,,,,,,,,,0.8,240|320,1,6,1,1,,0,,,,,,,,,,,,,,,56007_face_surprise,1,869|456,,,,,,,,,,
390,391,,,,-1,shrine_main_bg,0,quanhui_wunv_3,,0,,,,,,,,,0.7,200|500,1,6,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
391,392,,,,-1,shrine_main_bg,0,quanhui_wunv_3,,0,,,,,,,,,0.7,200|500,1,6,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
392,393,,,,-1,shrine_main_bg,0,quanhui_wunv_3,,0,,,,,,,,,0.7,200|500,1,6,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
393,394,,,,-1,shrine_main_bg,0,quanhui_wunv_3,,0,,,,,,,,,0.7,200|500,1,6,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
394,395,,,,-1,shrine_main_bg,0,quanhui_wunv_3,,0,,,,,,,,,0.7,200|500,1,6,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
395,396,,,,-1,shrine_main_bg,0,quanhui_wunv_3,,0,,,,,,,,,0.7,200|500,1,6,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
396,397,,,,*,shrine_main_bg,2,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,398,,,,-1,shrine_main_bg,0,56007_noface,,0,,,,,,,,,0.8,240|320,1,6,1,1,,0,,,,,,,,,,,,,,,56007_face_sad,1,869|456,,,,,,,,,,
398,399,,,,-1,shrine_main_bg,0,quanhui_wunv_3,,0,,,,,,,,,0.7,200|500,1,6,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
399,400,,,,-1,shrine_main_bg,0,quanhui_wunv_3,,0,,,,,,,,,0.7,200|500,1,6,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
400,401,,,,-1,shrine_main_bg,0,partner_picture_51018,,0,,,,,,,,,0.8,210|250,1,6,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
401,402,,,,*,shrine_main_bg,2,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402,403,,,,-1,shrine_main_bg,0,partner_picture_51018,,0,,,,,,,,,0.8,210|250,1,6,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
403,404,,,,-1,shrine_main_bg,0,partner_picture_51018,,0,,,,,,,,,0.8,210|250,1,6,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
404,405,,,,-1,shrine_main_bg,0,56007_noface,,0,,,,,,,,,0.8,240|320,1,6,1,1,,0,,,,,,,,,,,,,,,56007_face_sad,1,869|456,,,,,,,,,,
405,406,,,,-1,shrine_main_bg,0,partner_picture_51018,,0,,,,,,,,,0.8,210|250,1,6,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
406,407,,,,-1,shrine_main_bg,0,partner_picture_51018,,0,,,,,,,,,0.8,210|250,1,6,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
407,408,,,,-1,shrine_main_bg,0,partner_picture_51018,,0,,,,,,,,,0.8,210|250,1,12,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
408,409,,,,-1,shrine_main_bg,0,51018_noface,,0,,,,,,,,,0.8,200|250,11,6,1,1,,0,,,,,,,,,,,,,,,51018_face_happy,1,922|555,,,,,,,,,,
409,410,,,,*,shrine_main_bg,2,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
410,411,,,,-1,shrine_main_bg,0,56007_noface,,0,,,,,,,,,0.8,240|320,1,6,1,1,,0,,,,,,,,,,,,,,,56007_face_normal,1,869|456,,,,,,,,,,
411,412,,,,-1,shrine_main_bg,0,56007_noface,,0,,,,,,,,,0.8,240|320,1,6,1,1,,0,,,,,,,,,,,,,,,56007_face_normal,1,869|456,,,,,,,,,,
412,413,,,,-1,shrine_main_bg,0,partner_picture_51018,,0,,,,,,,,,0.8,210|250,1,6,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
413,414,,,,*,shrine_main_bg,2,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414,415,,,,-1,shrine_main_bg,0,partner_picture_51018,,0,,,,,,,,,0.8,210|250,1,6,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
415,416,,,,,,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
416,-1,,,,？？？,shrine_main_bg,0,chengnan_hundunnpc_1,,1,,,,,,,,,0.7,170|400,2,6,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
417,418,,,-1,,shrine_shenshebaitian,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
418,419,,,,*,shrine_shenshebaitian,2,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
419,420,,,,-1,shrine_shenshebaitian,0,partner_picture_54008,,0,,,,,,,,,0.85,100|200,1,6,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
420,421,,,,-1,shrine_shenshebaitian,0,partner_picture_52012,,0,,,,,,,,,1,0|0,1,6,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
421,422,,,,-1,shrine_shenshebaitian,0,partner_picture_52012,,0,,,,,,,,,1,0|0,1,6,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
422,423,,,,-1,shrine_shenshebaitian,0,56007_noface,,0,,,,,,,,,0.8,240|320,1,6,1,1,,0,,,,,,,,,,,,,,,56007_face_normal,1,869|456,,,,,,,,,,
423,424,,,,-1,shrine_shenshebaitian,0,partner_picture_54008,,0,,,,,,,,,0.85,100|200,1,6,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
424,425,,,,-1,shrine_shenshebaitian,0,partner_picture_54008,,0,,,,,,,,,0.85,100|200,1,6,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
425,426,,,,*,shrine_shenshebaitian,2,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
426,427,,,,*,shrine_shenshebaitian,2,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
427,428,,,,-1,shrine_shenshebaitian,0,partner_picture_54008,,0,,,,,,,,,0.85,100|200,1,6,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
428,429,,,,-1,shrine_shenshebaitian,0,partner_picture_52012,,0,,,,,,,,,1,0|0,1,6,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
429,430,,,,-1,shrine_shenshebaitian,0,partner_picture_52012,,0,,,,,,,,,1,0|0,1,6,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
430,431,,,,*,shrine_shenshebaitian,2,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
431,432,,,,*,shrine_shenshebaitian,2,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
432,433,,,,-1,shrine_shenshebaitian,0,56007_noface,,0,,,,,,,,,0.8,240|320,1,6,1,1,,0,,,,,,,,,,,,,,,56007_face_normal,1,869|456,,,,,,,,,,
433,434,,,,-1,shrine_shenshebaitian,0,partner_picture_52012,,0,,,,,,,,,1,0|0,1,6,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
434,435,,,,*,shrine_shenshebaitian,2,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
435,436,,,,-1,shrine_shenshebaitian,0,mamei_wunv_1,,0,,,,,,,,,0.7,180|370,2,6,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
436,437,,,,-1,shrine_shenshebaitian,0,mamei_wunv_1,,0,,,,,,,,,0.7,180|370,1,6,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
437,438,,,,-1,shrine_shenshebaitian,0,mamei_wunv_1,,0,,,,,,,,,0.7,180|370,1,6,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
438,439,,,,*,shrine_shenshebaitian,2,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
439,440,,,,-1,shrine_shenshebaitian,0,mamei_wunv_1,,0,,,,,,,,,0.7,180|370,1,6,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
440,441,,,,-1,shrine_shenshebaitian,0,mamei_wunv_1,,0,,,,,,,,,0.7,180|370,1,6,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
441,442,,,,-1,shrine_shenshebaitian,0,mamei_wunv_1,,0,,,,,,,,,0.7,180|370,1,7,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
442,443,,,,*,shrine_shenshebaitian,2,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443,444,,,,-1,shrine_shenshebaitian,0,56007_noface,,0,,,,,,,,,0.8,240|320,1,6,1,1,,0,,,,,,,,,,,,,,,56007_face_normal,1,869|456,,,,,,,,,,
444,445,,,,*,shrine_shenshebaitian,2,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445,446,,,,*,shrine_shenshebaitian,2,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446,447,,,,-1,shrine_shenshebaitian,0,partner_picture_51018,,0,,,,,,,,,0.8,210|250,1,6,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
447,448,,,,-1,shrine_shenshebaitian,0,partner_picture_51018,,0,,,,,,,,,0.8,210|250,1,6,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
448,449,,,,*,shrine_shenshebaitian,2,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,450,,,,-1,shrine_shenshebaitian,0,56007_noface,,0,,,,,,,,,0.8,240|320,1,6,1,1,,0,,,,,,,,,,,,,,,56007_face_normal,1,869|456,,,,,,,,,,
450,451,,,,-1,shrine_shenshebaitian,0,partner_picture_51018,,0,,,,,,,,,0.8,210|250,1,6,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
451,452,,,,*,shrine_shenshebaitian,2,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
452,453,,,,*,shrine_shenshebaitian,2,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
453,454,,,,-1,shrine_shenshebaitian,0,partner_picture_51018,,0,,,,,,,,,0.8,210|250,1,6,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
454,455,,,,-1,shrine_shenshebaitian,0,partner_picture_51018,,0,,,,,,,,,0.8,210|250,1,6,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
455,456,,,,*,shrine_shenshebaitian,2,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
456,457,,,,,,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
457,458,,,,-1,shrine_main_bg,0,56007_noface,,1,,,,,,,,,0.8,240|320,1,6,1,1,,0,,,,,,,,,,,,,,,56007_face_normal,1,869|456,,,,,,,,,,
458,459,,,,*,shrine_main_bg,2,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
459,460,,,,-1,shrine_main_bg,0,55008_noface,,0,,,,,,,,,0.8,240|450,1,6,1,1,,0,,,,,,,,,,,,,,,55008_face_normal,1,878|241,,,,,,,,,,
460,461,,,,-1,shrine_main_bg,0,56007_noface,,0,,,,,,,,,0.8,240|320,1,6,1,1,,0,,,,,,,,,,,,,,,56007_face_normal,1,869|456,,,,,,,,,,
461,462,,,,-1,shrine_main_bg,0,55008_noface,,0,,,,,,,,,0.8,240|450,1,6,1,1,,0,,,,,,,,,,,,,,,55008_face_normal,1,878|241,,,,,,,,,,
462,463,,,,*,shrine_main_bg,2,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
463,464,,,,-1,shrine_main_bg,0,56007_noface,,0,,,,,,,,,0.8,240|320,1,6,1,1,,0,,,,,,,,,,,,,,,56007_face_normal,1,869|456,,,,,,,,,,
464,465,,,,*,shrine_main_bg,2,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
465,466,,,,-1,shrine_main_bg,0,56007_noface,,0,,,,,,,,,0.8,240|320,1,6,1,1,,0,,,,,,,,,,,,,,,56007_face_surprise,1,869|456,,,,,,,,,,
466,467,,,,*,shrine_main_bg,2,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
467,468,,,,-1,shrine_main_bg,0,55008_noface,,0,,,,,,,,,0.8,240|450,1,6,1,1,,0,,,,,,,,,,,,,,,55008_face_normal,1,878|241,,,,,,,,,,
468,469,,,,*,shrine_main_bg,2,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
469,470,,,,*,shrine_main_bg,2,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
470,471,,,,-1,shrine_main_bg,0,55008_noface,,0,,,,,,,,,0.8,240|450,1,6,1,1,,0,,,,,,,,,,,,,,,55008_face_normal,1,878|241,,,,,,,,,,
471,472,,,,-1,shrine_main_bg,0,56007_noface,,0,,,,,,,,,0.8,240|320,1,6,1,1,,0,,,,,,,,,,,,,,,56007_face_normal,1,869|456,,,,,,,,,,
472,473,,,,-1,shrine_main_bg,0,55008_noface,,0,,,,,,,,,0.8,240|450,1,6,1,1,,0,,,,,,,,,,,,,,,55008_face_normal,1,878|241,,,,,,,,,,
473,-1,,,,-1,shrine_main_bg,0,55008_noface,,0,,,,,,,,,0.8,240|450,1,6,1,1,,0,,,,,,,,,,,,,,,55008_face_normal,1,878|241,,,,,,,,,,
474,475,,,-1,-1,shrine_main_bg,0,55008_noface,,0,,,,,,,,,0.8,240|450,1,6,1,1,,0,,,,,,,,,,,,,,,55008_face_normal,1,878|241,,,,,,,,,,
475,476,,,,-1,shrine_main_bg,0,55008_noface,,0,,,,,,,,,0.8,240|450,1,6,1,1,,0,,,,,,,,,,,,,,,55008_face_normal,1,878|241,,,,,,,,,,
476,477,,,,*,shrine_main_bg,2,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
477,478,,,,-1,shrine_main_bg,0,55008_noface,,0,,,,,,,,,0.8,240|450,1,6,1,1,,0,,,,,,,,,,,,,,,55008_face_normal,1,878|241,,,,,,,,,,
478,479,,,,-1,shrine_main_bg,0,56007_noface,,0,,,,,,,,,0.8,240|320,1,6,1,1,,0,,,,,,,,,,,,,,,56007_face_normal,1,869|456,,,,,,,,,,
479,480,,,,-1,shrine_main_bg,0,55008_noface,,0,,,,,,,,,0.8,240|450,1,6,1,1,,0,,,,,,,,,,,,,,,55008_face_normal,1,878|241,,,,,,,,,,
