id,next_id,lv,group,desc,cost,cost_total,effect
300946,300947,46,3,-1,359#540|360#5400,359#9315|360#93150,spd#46
300947,300948,47,3,-1,359#561|360#5610,359#9876|360#98760,spd#47
300948,300949,48,3,-1,359#582|360#5820,359#10458|360#104580,spd#48
300949,300950,49,3,-1,359#603|360#6030,359#11061|360#110610,spd#49
300950,300951,50,3,-1,359#624|360#6240,359#11685|360#116850,spd#50
300951,300952,51,3,-1,359#645|360#6450,359#12330|360#123300,spd#51
300952,300953,52,3,-1,359#672|360#6720,359#13002|360#130020,spd#52
300953,300954,53,3,-1,359#699|360#6990,359#13701|360#137010,spd#53
300954,300955,54,3,-1,359#726|360#7260,359#14427|360#144270,spd#54
300955,300956,55,3,-1,359#753|360#7530,359#15180|360#151800,spd#55
300956,300957,56,3,-1,359#780|360#7800,359#15960|360#159600,spd#56
300957,300958,57,3,-1,359#807|360#8070,359#16767|360#167670,spd#57
300958,300959,58,3,-1,359#834|360#8340,359#17601|360#176010,spd#58
300959,300960,59,3,-1,359#861|360#8610,359#18462|360#184620,spd#59
300960,-1,60,3,-1,359#888|360#8880,359#19350|360#193500,spd#60
301000,301001,0,3,-1,359#0|360#0,359#0|360#0,
301001,301002,1,3,-1,359#150|360#1500,359#150|360#1500,free#20|miss#50
301002,301003,2,3,-1,359#300|360#3000,359#450|360#4500,free#40|miss#100
301003,301004,3,3,-1,359#450|360#4500,359#900|360#9000,free#60|miss#150
301004,301005,4,3,-1,359#600|360#6000,359#1500|360#15000,free#80|miss#200
301005,301006,5,3,-1,359#750|360#7500,359#2250|360#22500,free#100|miss#250
301006,301007,6,3,-1,359#900|360#9000,359#3150|360#31500,free#120|miss#300
301007,301008,7,3,-1,359#1050|360#10500,359#4200|360#42000,free#140|miss#350
301008,301009,8,3,-1,359#1200|360#12000,359#5400|360#54000,free#160|miss#400
301009,301010,9,3,-1,359#1350|360#13500,359#6750|360#67500,free#180|miss#450
301010,-1,10,3,-1,359#1500|360#15000,359#8250|360#82500,free#200|miss#500
400100,400101,0,4,-1,359#0|360#0,359#0|360#0,
400101,400102,1,4,-1,359#5|360#50,359#5|360#50,hp#11570
400102,400103,2,4,-1,359#6|360#60,359#11|360#110,hp#23140
400103,400104,3,4,-1,359#7|360#70,359#18|360#180,hp#34710
400104,400105,4,4,-1,359#8|360#80,359#26|360#260,hp#46280
400105,400106,5,4,-1,359#9|360#90,359#35|360#350,hp#57850
400106,400107,6,4,-1,359#10|360#100,359#45|360#450,hp#69420
400107,400108,7,4,-1,359#11|360#110,359#56|360#560,hp#80990
400108,400109,8,4,-1,359#12|360#120,359#68|360#680,hp#92560
400109,400110,9,4,-1,359#13|360#130,359#81|360#810,hp#104130
400110,400111,10,4,-1,359#14|360#140,359#95|360#950,hp#115700
400111,400112,11,4,-1,359#15|360#150,359#110|360#1100,hp#127270
400112,400113,12,4,-1,359#18|360#180,359#128|360#1280,hp#138840
400113,400114,13,4,-1,359#21|360#210,359#149|360#1490,hp#150410
400114,400115,14,4,-1,359#24|360#240,359#173|360#1730,hp#161980
400115,400116,15,4,-1,359#27|360#270,359#200|360#2000,hp#173550
400116,400117,16,4,-1,359#30|360#300,359#230|360#2300,hp#185120
400117,400118,17,4,-1,359#33|360#330,359#263|360#2630,hp#196690
400118,400119,18,4,-1,359#36|360#360,359#299|360#2990,hp#208260
400119,400120,19,4,-1,359#39|360#390,359#338|360#3380,hp#219830
400120,400121,20,4,-1,359#42|360#420,359#380|360#3800,hp#231400
400121,400122,21,4,-1,359#45|360#450,359#425|360#4250,hp#242970
400122,400123,22,4,-1,359#49|360#490,359#474|360#4740,hp#254540
400123,400124,23,4,-1,359#53|360#530,359#527|360#5270,hp#266110
400124,400125,24,4,-1,359#57|360#570,359#584|360#5840,hp#277680
400125,400126,25,4,-1,359#61|360#610,359#645|360#6450,hp#289250
400126,400127,26,4,-1,359#65|360#650,359#710|360#7100,hp#300820
400127,400128,27,4,-1,359#69|360#690,359#779|360#7790,hp#312390
400128,400129,28,4,-1,359#73|360#730,359#852|360#8520,hp#323960
400129,400130,29,4,-1,359#77|360#770,359#929|360#9290,hp#335530
400130,400131,30,4,-1,359#81|360#810,359#1010|360#10100,hp#347100
400131,400132,31,4,-1,359#85|360#850,359#1095|360#10950,hp#358670
400132,400133,32,4,-1,359#91|360#910,359#1186|360#11860,hp#370240
400133,400134,33,4,-1,359#97|360#970,359#1283|360#12830,hp#381810
400134,400135,34,4,-1,359#103|360#1030,359#1386|360#13860,hp#393380
400135,400136,35,4,-1,359#109|360#1090,359#1495|360#14950,hp#404950
400136,400137,36,4,-1,359#115|360#1150,359#1610|360#16100,hp#416520
400137,400138,37,4,-1,359#121|360#1210,359#1731|360#17310,hp#428090
400138,400139,38,4,-1,359#127|360#1270,359#1858|360#18580,hp#439660
400139,400140,39,4,-1,359#133|360#1330,359#1991|360#19910,hp#451230
400140,400141,40,4,-1,359#139|360#1390,359#2130|360#21300,hp#462800
400141,400142,41,4,-1,359#145|360#1450,359#2275|360#22750,hp#474370
400142,400143,42,4,-1,359#152|360#1520,359#2427|360#24270,hp#485940
400143,400144,43,4,-1,359#159|360#1590,359#2586|360#25860,hp#497510
400144,400145,44,4,-1,359#166|360#1660,359#2752|360#27520,hp#509080
400145,400146,45,4,-1,359#173|360#1730,359#2925|360#29250,hp#520650
400146,400147,46,4,-1,359#180|360#1800,359#3105|360#31050,hp#532220
400147,400148,47,4,-1,359#187|360#1870,359#3292|360#32920,hp#543790
400148,400149,48,4,-1,359#194|360#1940,359#3486|360#34860,hp#555360
400149,400150,49,4,-1,359#201|360#2010,359#3687|360#36870,hp#566930
400150,400151,50,4,-1,359#208|360#2080,359#3895|360#38950,hp#578500
400151,400152,51,4,-1,359#215|360#2150,359#4110|360#41100,hp#590070
400152,400153,52,4,-1,359#224|360#2240,359#4334|360#43340,hp#601640
400153,400154,53,4,-1,359#233|360#2330,359#4567|360#45670,hp#613210
400154,400155,54,4,-1,359#242|360#2420,359#4809|360#48090,hp#624780
400155,400156,55,4,-1,359#251|360#2510,359#5060|360#50600,hp#636350
400156,400157,56,4,-1,359#260|360#2600,359#5320|360#53200,hp#647920
400157,400158,57,4,-1,359#269|360#2690,359#5589|360#55890,hp#659490
400158,400159,58,4,-1,359#278|360#2780,359#5867|360#58670,hp#671060
400159,400160,59,4,-1,359#287|360#2870,359#6154|360#61540,hp#682630
400160,-1,60,4,-1,359#296|360#2960,359#6450|360#64500,hp#694200
400200,400201,0,4,-1,359#0|360#0,359#0|360#0,
400201,400202,1,4,-1,359#5|360#50,359#5|360#50,atk#166
400202,400203,2,4,-1,359#6|360#60,359#11|360#110,atk#332
400203,400204,3,4,-1,359#7|360#70,359#18|360#180,atk#498
400204,400205,4,4,-1,359#8|360#80,359#26|360#260,atk#664
400205,400206,5,4,-1,359#9|360#90,359#35|360#350,atk#830
400206,400207,6,4,-1,359#10|360#100,359#45|360#450,atk#996
400207,400208,7,4,-1,359#11|360#110,359#56|360#560,atk#1162
400208,400209,8,4,-1,359#12|360#120,359#68|360#680,atk#1328
400209,400210,9,4,-1,359#13|360#130,359#81|360#810,atk#1494
400210,400211,10,4,-1,359#14|360#140,359#95|360#950,atk#1660
400211,400212,11,4,-1,359#15|360#150,359#110|360#1100,atk#1826
400212,400213,12,4,-1,359#18|360#180,359#128|360#1280,atk#1992
400213,400214,13,4,-1,359#21|360#210,359#149|360#1490,atk#2158
400214,400215,14,4,-1,359#24|360#240,359#173|360#1730,atk#2324
400215,400216,15,4,-1,359#27|360#270,359#200|360#2000,atk#2490
400216,400217,16,4,-1,359#30|360#300,359#230|360#2300,atk#2656
400217,400218,17,4,-1,359#33|360#330,359#263|360#2630,atk#2822
400218,400219,18,4,-1,359#36|360#360,359#299|360#2990,atk#2988
400219,400220,19,4,-1,359#39|360#390,359#338|360#3380,atk#3154
400220,400221,20,4,-1,359#42|360#420,359#380|360#3800,atk#3320
400221,400222,21,4,-1,359#45|360#450,359#425|360#4250,atk#3486
400222,400223,22,4,-1,359#49|360#490,359#474|360#4740,atk#3652
400223,400224,23,4,-1,359#53|360#530,359#527|360#5270,atk#3818
400224,400225,24,4,-1,359#57|360#570,359#584|360#5840,atk#3984
400225,400226,25,4,-1,359#61|360#610,359#645|360#6450,atk#4150
400226,400227,26,4,-1,359#65|360#650,359#710|360#7100,atk#4316
400227,400228,27,4,-1,359#69|360#690,359#779|360#7790,atk#4482
400228,400229,28,4,-1,359#73|360#730,359#852|360#8520,atk#4648
400229,400230,29,4,-1,359#77|360#770,359#929|360#9290,atk#4814
400230,400231,30,4,-1,359#81|360#810,359#1010|360#10100,atk#4980
400231,400232,31,4,-1,359#85|360#850,359#1095|360#10950,atk#5146
400232,400233,32,4,-1,359#91|360#910,359#1186|360#11860,atk#5312
400233,400234,33,4,-1,359#97|360#970,359#1283|360#12830,atk#5478
400234,400235,34,4,-1,359#103|360#1030,359#1386|360#13860,atk#5644
400235,400236,35,4,-1,359#109|360#1090,359#1495|360#14950,atk#5810
400236,400237,36,4,-1,359#115|360#1150,359#1610|360#16100,atk#5976
400237,400238,37,4,-1,359#121|360#1210,359#1731|360#17310,atk#6142
400238,400239,38,4,-1,359#127|360#1270,359#1858|360#18580,atk#6308
400239,400240,39,4,-1,359#133|360#1330,359#1991|360#19910,atk#6474
400240,400241,40,4,-1,359#139|360#1390,359#2130|360#21300,atk#6640
400241,400242,41,4,-1,359#145|360#1450,359#2275|360#22750,atk#6806
400242,400243,42,4,-1,359#152|360#1520,359#2427|360#24270,atk#6972
400243,400244,43,4,-1,359#159|360#1590,359#2586|360#25860,atk#7138
400244,400245,44,4,-1,359#166|360#1660,359#2752|360#27520,atk#7304
400245,400246,45,4,-1,359#173|360#1730,359#2925|360#29250,atk#7470
400246,400247,46,4,-1,359#180|360#1800,359#3105|360#31050,atk#7636
400247,400248,47,4,-1,359#187|360#1870,359#3292|360#32920,atk#7802
400248,400249,48,4,-1,359#194|360#1940,359#3486|360#34860,atk#7968
400249,400250,49,4,-1,359#201|360#2010,359#3687|360#36870,atk#8134
400250,400251,50,4,-1,359#208|360#2080,359#3895|360#38950,atk#8300
400251,400252,51,4,-1,359#215|360#2150,359#4110|360#41100,atk#8466
400252,400253,52,4,-1,359#224|360#2240,359#4334|360#43340,atk#8632
400253,400254,53,4,-1,359#233|360#2330,359#4567|360#45670,atk#8798
400254,400255,54,4,-1,359#242|360#2420,359#4809|360#48090,atk#8964
400255,400256,55,4,-1,359#251|360#2510,359#5060|360#50600,atk#9130
400256,400257,56,4,-1,359#260|360#2600,359#5320|360#53200,atk#9296
400257,400258,57,4,-1,359#269|360#2690,359#5589|360#55890,atk#9462
400258,400259,58,4,-1,359#278|360#2780,359#5867|360#58670,atk#9628
400259,400260,59,4,-1,359#287|360#2870,359#6154|360#61540,atk#9794
400260,-1,60,4,-1,359#296|360#2960,359#6450|360#64500,atk#9960
400300,400301,0,4,-1,359#0|360#0,359#0|360#0,
400301,400302,1,4,-1,359#5|360#50,359#5|360#50,hp#11570
400302,400303,2,4,-1,359#6|360#60,359#11|360#110,hp#23140
400303,400304,3,4,-1,359#7|360#70,359#18|360#180,hp#34710
400304,400305,4,4,-1,359#8|360#80,359#26|360#260,hp#46280
400305,400306,5,4,-1,359#9|360#90,359#35|360#350,hp#57850
400306,400307,6,4,-1,359#10|360#100,359#45|360#450,hp#69420
400307,400308,7,4,-1,359#11|360#110,359#56|360#560,hp#80990
400308,400309,8,4,-1,359#12|360#120,359#68|360#680,hp#92560
400309,400310,9,4,-1,359#13|360#130,359#81|360#810,hp#104130
400310,400311,10,4,-1,359#14|360#140,359#95|360#950,hp#115700
400311,400312,11,4,-1,359#15|360#150,359#110|360#1100,hp#127270
400312,400313,12,4,-1,359#18|360#180,359#128|360#1280,hp#138840
400313,400314,13,4,-1,359#21|360#210,359#149|360#1490,hp#150410
400314,400315,14,4,-1,359#24|360#240,359#173|360#1730,hp#161980
400315,400316,15,4,-1,359#27|360#270,359#200|360#2000,hp#173550
400316,400317,16,4,-1,359#30|360#300,359#230|360#2300,hp#185120
400317,400318,17,4,-1,359#33|360#330,359#263|360#2630,hp#196690
400318,400319,18,4,-1,359#36|360#360,359#299|360#2990,hp#208260
400319,400320,19,4,-1,359#39|360#390,359#338|360#3380,hp#219830
400320,400321,20,4,-1,359#42|360#420,359#380|360#3800,hp#231400
400321,400322,21,4,-1,359#45|360#450,359#425|360#4250,hp#242970
400322,400323,22,4,-1,359#49|360#490,359#474|360#4740,hp#254540
400323,400324,23,4,-1,359#53|360#530,359#527|360#5270,hp#266110
400324,400325,24,4,-1,359#57|360#570,359#584|360#5840,hp#277680
400325,400326,25,4,-1,359#61|360#610,359#645|360#6450,hp#289250
400326,400327,26,4,-1,359#65|360#650,359#710|360#7100,hp#300820
400327,400328,27,4,-1,359#69|360#690,359#779|360#7790,hp#312390
400328,400329,28,4,-1,359#73|360#730,359#852|360#8520,hp#323960
400329,400330,29,4,-1,359#77|360#770,359#929|360#9290,hp#335530
400330,400331,30,4,-1,359#81|360#810,359#1010|360#10100,hp#347100
400331,400332,31,4,-1,359#85|360#850,359#1095|360#10950,hp#358670
400332,400333,32,4,-1,359#91|360#910,359#1186|360#11860,hp#370240
400333,400334,33,4,-1,359#97|360#970,359#1283|360#12830,hp#381810
400334,400335,34,4,-1,359#103|360#1030,359#1386|360#13860,hp#393380
400335,400336,35,4,-1,359#109|360#1090,359#1495|360#14950,hp#404950
400336,400337,36,4,-1,359#115|360#1150,359#1610|360#16100,hp#416520
400337,400338,37,4,-1,359#121|360#1210,359#1731|360#17310,hp#428090
400338,400339,38,4,-1,359#127|360#1270,359#1858|360#18580,hp#439660
400339,400340,39,4,-1,359#133|360#1330,359#1991|360#19910,hp#451230
400340,400341,40,4,-1,359#139|360#1390,359#2130|360#21300,hp#462800
400341,400342,41,4,-1,359#145|360#1450,359#2275|360#22750,hp#474370
400342,400343,42,4,-1,359#152|360#1520,359#2427|360#24270,hp#485940
400343,400344,43,4,-1,359#159|360#1590,359#2586|360#25860,hp#497510
400344,400345,44,4,-1,359#166|360#1660,359#2752|360#27520,hp#509080
400345,400346,45,4,-1,359#173|360#1730,359#2925|360#29250,hp#520650
400346,400347,46,4,-1,359#180|360#1800,359#3105|360#31050,hp#532220
400347,400348,47,4,-1,359#187|360#1870,359#3292|360#32920,hp#543790
400348,400349,48,4,-1,359#194|360#1940,359#3486|360#34860,hp#555360
400349,400350,49,4,-1,359#201|360#2010,359#3687|360#36870,hp#566930
400350,400351,50,4,-1,359#208|360#2080,359#3895|360#38950,hp#578500
400351,400352,51,4,-1,359#215|360#2150,359#4110|360#41100,hp#590070
400352,400353,52,4,-1,359#224|360#2240,359#4334|360#43340,hp#601640
400353,400354,53,4,-1,359#233|360#2330,359#4567|360#45670,hp#613210
400354,400355,54,4,-1,359#242|360#2420,359#4809|360#48090,hp#624780
400355,400356,55,4,-1,359#251|360#2510,359#5060|360#50600,hp#636350
400356,400357,56,4,-1,359#260|360#2600,359#5320|360#53200,hp#647920
400357,400358,57,4,-1,359#269|360#2690,359#5589|360#55890,hp#659490
400358,400359,58,4,-1,359#278|360#2780,359#5867|360#58670,hp#671060
400359,400360,59,4,-1,359#287|360#2870,359#6154|360#61540,hp#682630
400360,-1,60,4,-1,359#296|360#2960,359#6450|360#64500,hp#694200
400400,400401,0,4,-1,359#0|360#0,359#0|360#0,
400401,400402,1,4,-1,359#5|360#50,359#5|360#50,spd#1
400402,400403,2,4,-1,359#6|360#60,359#11|360#110,spd#2
400403,400404,3,4,-1,359#7|360#70,359#18|360#180,spd#3
400404,400405,4,4,-1,359#8|360#80,359#26|360#260,spd#4
400405,400406,5,4,-1,359#9|360#90,359#35|360#350,spd#5
400406,400407,6,4,-1,359#10|360#100,359#45|360#450,spd#6
400407,400408,7,4,-1,359#11|360#110,359#56|360#560,spd#7
400408,400409,8,4,-1,359#12|360#120,359#68|360#680,spd#8
400409,400410,9,4,-1,359#13|360#130,359#81|360#810,spd#9
400410,400411,10,4,-1,359#14|360#140,359#95|360#950,spd#10
400411,400412,11,4,-1,359#15|360#150,359#110|360#1100,spd#11
400412,400413,12,4,-1,359#18|360#180,359#128|360#1280,spd#12
400413,400414,13,4,-1,359#21|360#210,359#149|360#1490,spd#13
400414,400415,14,4,-1,359#24|360#240,359#173|360#1730,spd#14
400415,400416,15,4,-1,359#27|360#270,359#200|360#2000,spd#15
400416,400417,16,4,-1,359#30|360#300,359#230|360#2300,spd#16
400417,400418,17,4,-1,359#33|360#330,359#263|360#2630,spd#17
400418,400419,18,4,-1,359#36|360#360,359#299|360#2990,spd#18
400419,400420,19,4,-1,359#39|360#390,359#338|360#3380,spd#19
400420,400421,20,4,-1,359#42|360#420,359#380|360#3800,spd#20
400421,400422,21,4,-1,359#45|360#450,359#425|360#4250,spd#21
400422,400423,22,4,-1,359#49|360#490,359#474|360#4740,spd#22
400423,400424,23,4,-1,359#53|360#530,359#527|360#5270,spd#23
400424,400425,24,4,-1,359#57|360#570,359#584|360#5840,spd#24
400425,400426,25,4,-1,359#61|360#610,359#645|360#6450,spd#25
400426,400427,26,4,-1,359#65|360#650,359#710|360#7100,spd#26
400427,400428,27,4,-1,359#69|360#690,359#779|360#7790,spd#27
400428,400429,28,4,-1,359#73|360#730,359#852|360#8520,spd#28
400429,400430,29,4,-1,359#77|360#770,359#929|360#9290,spd#29
400430,400431,30,4,-1,359#81|360#810,359#1010|360#10100,spd#30
400431,400432,31,4,-1,359#85|360#850,359#1095|360#10950,spd#31
400432,400433,32,4,-1,359#91|360#910,359#1186|360#11860,spd#32
400433,400434,33,4,-1,359#97|360#970,359#1283|360#12830,spd#33
400434,400435,34,4,-1,359#103|360#1030,359#1386|360#13860,spd#34
400435,400436,35,4,-1,359#109|360#1090,359#1495|360#14950,spd#35
400436,400437,36,4,-1,359#115|360#1150,359#1610|360#16100,spd#36
400437,400438,37,4,-1,359#121|360#1210,359#1731|360#17310,spd#37
400438,400439,38,4,-1,359#127|360#1270,359#1858|360#18580,spd#38
400439,400440,39,4,-1,359#133|360#1330,359#1991|360#19910,spd#39
400440,400441,40,4,-1,359#139|360#1390,359#2130|360#21300,spd#40
400441,400442,41,4,-1,359#145|360#1450,359#2275|360#22750,spd#41
400442,400443,42,4,-1,359#152|360#1520,359#2427|360#24270,spd#42
400443,400444,43,4,-1,359#159|360#1590,359#2586|360#25860,spd#43
400444,400445,44,4,-1,359#166|360#1660,359#2752|360#27520,spd#44
400445,400446,45,4,-1,359#173|360#1730,359#2925|360#29250,spd#45
400446,400447,46,4,-1,359#180|360#1800,359#3105|360#31050,spd#46
400447,400448,47,4,-1,359#187|360#1870,359#3292|360#32920,spd#47
400448,400449,48,4,-1,359#194|360#1940,359#3486|360#34860,spd#48
400449,400450,49,4,-1,359#201|360#2010,359#3687|360#36870,spd#49
400450,400451,50,4,-1,359#208|360#2080,359#3895|360#38950,spd#50
400451,400452,51,4,-1,359#215|360#2150,359#4110|360#41100,spd#51
400452,400453,52,4,-1,359#224|360#2240,359#4334|360#43340,spd#52
400453,400454,53,4,-1,359#233|360#2330,359#4567|360#45670,spd#53
400454,400455,54,4,-1,359#242|360#2420,359#4809|360#48090,spd#54
400455,400456,55,4,-1,359#251|360#2510,359#5060|360#50600,spd#55
400456,400457,56,4,-1,359#260|360#2600,359#5320|360#53200,spd#56
400457,400458,57,4,-1,359#269|360#2690,359#5589|360#55890,spd#57
400458,400459,58,4,-1,359#278|360#2780,359#5867|360#58670,spd#58
400459,400460,59,4,-1,359#287|360#2870,359#6154|360#61540,spd#59
400460,-1,60,4,-1,359#296|360#2960,359#6450|360#64500,spd#60
400500,400501,0,4,-1,359#0|360#0,359#0|360#0,
400501,400502,1,4,-1,359#50|360#500,359#50|360#500,healI#0.006|healB#0.006
400502,400503,2,4,-1,359#100|360#1000,359#150|360#1500,healI#0.012|healB#0.012
400503,400504,3,4,-1,359#150|360#1500,359#300|360#3000,healI#0.018|healB#0.018
400504,400505,4,4,-1,359#200|360#2000,359#500|360#5000,healI#0.024|healB#0.024
400505,400506,5,4,-1,359#250|360#2500,359#750|360#7500,healI#0.03|healB#0.03
400506,400507,6,4,-1,359#300|360#3000,359#1050|360#10500,healI#0.036|healB#0.036
400507,400508,7,4,-1,359#350|360#3500,359#1400|360#14000,healI#0.042|healB#0.042
400508,400509,8,4,-1,359#400|360#4000,359#1800|360#18000,healI#0.048|healB#0.048
400509,400510,9,4,-1,359#450|360#4500,359#2250|360#22500,healI#0.054|healB#0.054
400510,-1,10,4,-1,359#500|360#5000,359#2750|360#27500,healI#0.06|healB#0.06
400600,400601,0,4,-1,359#0|360#0,359#0|360#0,
400601,400602,1,4,-1,359#15|360#150,359#15|360#150,atk#194
400602,400603,2,4,-1,359#18|360#180,359#33|360#330,atk#388
400603,400604,3,4,-1,359#21|360#210,359#54|360#540,atk#582
400604,400605,4,4,-1,359#24|360#240,359#78|360#780,atk#776
400605,400606,5,4,-1,359#27|360#270,359#105|360#1050,atk#970
400606,400607,6,4,-1,359#30|360#300,359#135|360#1350,atk#1164
400607,400608,7,4,-1,359#33|360#330,359#168|360#1680,atk#1358
400608,400609,8,4,-1,359#36|360#360,359#204|360#2040,atk#1552
400609,400610,9,4,-1,359#39|360#390,359#243|360#2430,atk#1746
400610,400611,10,4,-1,359#42|360#420,359#285|360#2850,atk#1940
400611,400612,11,4,-1,359#45|360#450,359#330|360#3300,atk#2134
400612,400613,12,4,-1,359#54|360#540,359#384|360#3840,atk#2328
400613,400614,13,4,-1,359#63|360#630,359#447|360#4470,atk#2522
400614,400615,14,4,-1,359#72|360#720,359#519|360#5190,atk#2716
400615,400616,15,4,-1,359#81|360#810,359#600|360#6000,atk#2910
400616,400617,16,4,-1,359#90|360#900,359#690|360#6900,atk#3104
400617,400618,17,4,-1,359#99|360#990,359#789|360#7890,atk#3298
400618,400619,18,4,-1,359#108|360#1080,359#897|360#8970,atk#3492
400619,400620,19,4,-1,359#117|360#1170,359#1014|360#10140,atk#3686
400620,400621,20,4,-1,359#126|360#1260,359#1140|360#11400,atk#3880
400621,400622,21,4,-1,359#135|360#1350,359#1275|360#12750,atk#4074
400622,400623,22,4,-1,359#147|360#1470,359#1422|360#14220,atk#4268
400623,400624,23,4,-1,359#159|360#1590,359#1581|360#15810,atk#4462
400624,400625,24,4,-1,359#171|360#1710,359#1752|360#17520,atk#4656
400625,400626,25,4,-1,359#183|360#1830,359#1935|360#19350,atk#4850
400626,400627,26,4,-1,359#195|360#1950,359#2130|360#21300,atk#5044
400627,400628,27,4,-1,359#207|360#2070,359#2337|360#23370,atk#5238
400628,400629,28,4,-1,359#219|360#2190,359#2556|360#25560,atk#5432
400629,400630,29,4,-1,359#231|360#2310,359#2787|360#27870,atk#5626
400630,400631,30,4,-1,359#243|360#2430,359#3030|360#30300,atk#5820
400631,400632,31,4,-1,359#255|360#2550,359#3285|360#32850,atk#6014
400632,400633,32,4,-1,359#273|360#2730,359#3558|360#35580,atk#6208
400633,400634,33,4,-1,359#291|360#2910,359#3849|360#38490,atk#6402
400634,400635,34,4,-1,359#309|360#3090,359#4158|360#41580,atk#6596
400635,400636,35,4,-1,359#327|360#3270,359#4485|360#44850,atk#6790
400636,400637,36,4,-1,359#345|360#3450,359#4830|360#48300,atk#6984
400637,400638,37,4,-1,359#363|360#3630,359#5193|360#51930,atk#7178
400638,400639,38,4,-1,359#381|360#3810,359#5574|360#55740,atk#7372
400639,400640,39,4,-1,359#399|360#3990,359#5973|360#59730,atk#7566
400640,400641,40,4,-1,359#417|360#4170,359#6390|360#63900,atk#7760
400641,400642,41,4,-1,359#435|360#4350,359#6825|360#68250,atk#7954
400642,400643,42,4,-1,359#456|360#4560,359#7281|360#72810,atk#8148
400643,400644,43,4,-1,359#477|360#4770,359#7758|360#77580,atk#8342
400644,400645,44,4,-1,359#498|360#4980,359#8256|360#82560,atk#8536
400645,400646,45,4,-1,359#519|360#5190,359#8775|360#87750,atk#8730
400646,400647,46,4,-1,359#540|360#5400,359#9315|360#93150,atk#8924
400647,400648,47,4,-1,359#561|360#5610,359#9876|360#98760,atk#9118
400648,400649,48,4,-1,359#582|360#5820,359#10458|360#104580,atk#9312
400649,400650,49,4,-1,359#603|360#6030,359#11061|360#110610,atk#9506
400650,400651,50,4,-1,359#624|360#6240,359#11685|360#116850,atk#9700
400651,400652,51,4,-1,359#645|360#6450,359#12330|360#123300,atk#9894
400652,400653,52,4,-1,359#672|360#6720,359#13002|360#130020,atk#10088
400653,400654,53,4,-1,359#699|360#6990,359#13701|360#137010,atk#10282
400654,400655,54,4,-1,359#726|360#7260,359#14427|360#144270,atk#10476
400655,400656,55,4,-1,359#753|360#7530,359#15180|360#151800,atk#10670
400656,400657,56,4,-1,359#780|360#7800,359#15960|360#159600,atk#10864
400657,400658,57,4,-1,359#807|360#8070,359#16767|360#167670,atk#11058
400658,400659,58,4,-1,359#834|360#8340,359#17601|360#176010,atk#11252
400659,400660,59,4,-1,359#861|360#8610,359#18462|360#184620,atk#11446
400660,-1,60,4,-1,359#888|360#8880,359#19350|360#193500,atk#11640
400700,400701,0,4,-1,359#0|360#0,359#0|360#0,
400701,400702,1,4,-1,359#15|360#150,359#15|360#150,hp#53992
400702,400703,2,4,-1,359#18|360#180,359#33|360#330,hp#107984
400703,400704,3,4,-1,359#21|360#210,359#54|360#540,hp#161976
400704,400705,4,4,-1,359#24|360#240,359#78|360#780,hp#215968
400705,400706,5,4,-1,359#27|360#270,359#105|360#1050,hp#269960
400706,400707,6,4,-1,359#30|360#300,359#135|360#1350,hp#323952
400707,400708,7,4,-1,359#33|360#330,359#168|360#1680,hp#377944
400708,400709,8,4,-1,359#36|360#360,359#204|360#2040,hp#431936
400709,400710,9,4,-1,359#39|360#390,359#243|360#2430,hp#485928
400710,400711,10,4,-1,359#42|360#420,359#285|360#2850,hp#539920
400711,400712,11,4,-1,359#45|360#450,359#330|360#3300,hp#593912
400712,400713,12,4,-1,359#54|360#540,359#384|360#3840,hp#647904
400713,400714,13,4,-1,359#63|360#630,359#447|360#4470,hp#701896
400714,400715,14,4,-1,359#72|360#720,359#519|360#5190,hp#755888
400715,400716,15,4,-1,359#81|360#810,359#600|360#6000,hp#809880
400716,400717,16,4,-1,359#90|360#900,359#690|360#6900,hp#863872
400717,400718,17,4,-1,359#99|360#990,359#789|360#7890,hp#917864
400718,400719,18,4,-1,359#108|360#1080,359#897|360#8970,hp#971856
400719,400720,19,4,-1,359#117|360#1170,359#1014|360#10140,hp#1025848
400720,400721,20,4,-1,359#126|360#1260,359#1140|360#11400,hp#1079840
400721,400722,21,4,-1,359#135|360#1350,359#1275|360#12750,hp#1133832
400722,400723,22,4,-1,359#147|360#1470,359#1422|360#14220,hp#1187824
400723,400724,23,4,-1,359#159|360#1590,359#1581|360#15810,hp#1241816
400724,400725,24,4,-1,359#171|360#1710,359#1752|360#17520,hp#1295808
400725,400726,25,4,-1,359#183|360#1830,359#1935|360#19350,hp#1349800
400726,400727,26,4,-1,359#195|360#1950,359#2130|360#21300,hp#1403792
400727,400728,27,4,-1,359#207|360#2070,359#2337|360#23370,hp#1457784
400728,400729,28,4,-1,359#219|360#2190,359#2556|360#25560,hp#1511776
400729,400730,29,4,-1,359#231|360#2310,359#2787|360#27870,hp#1565768
400730,400731,30,4,-1,359#243|360#2430,359#3030|360#30300,hp#1619760
400731,400732,31,4,-1,359#255|360#2550,359#3285|360#32850,hp#1673752
400732,400733,32,4,-1,359#273|360#2730,359#3558|360#35580,hp#1727744
400733,400734,33,4,-1,359#291|360#2910,359#3849|360#38490,hp#1781736
400734,400735,34,4,-1,359#309|360#3090,359#4158|360#41580,hp#1835728
400735,400736,35,4,-1,359#327|360#3270,359#4485|360#44850,hp#1889720
