id,battle_id,reward,power,map,data_record
1249,201249,9#2000000|14#1000,46739582,28,
1250,201250,9#2000000|14#1000|358#6,46478906,22,
1251,201251,9#2000000|14#1000,47054663,26,
1252,201252,9#2000000|14#1000,47143670,29,
1253,201253,9#2000000|14#1000,47798151,33,
1254,201254,9#2000000|14#1000,47276353,34,
1255,201255,9#2000000|14#1000|4206001#5,47794649,1,
1256,201256,9#2000000|14#1000,47719605,2,
1257,201257,9#2000000|14#1000,47566865,3,
1258,201258,9#2000000|14#1000,47220592,4,
1259,201259,9#2000000|14#1000,47375787,5,
1260,201260,9#2000000|14#1000|358#3,47890349,6,
1261,201261,9#2000000|14#1000,48764657,8,1
1262,201262,9#2000000|14#1000,48179987,9,
1263,201263,9#2000000|14#1000,48367513,10,
1264,201264,9#2000000|14#1000,48073682,11,
1265,201265,9#2000000|14#1000|4206001#5,48028098,12,
1266,201266,9#2000000|14#1000,48100255,13,
1267,201267,9#2000000|14#1000,48888092,14,
1268,201268,9#2000000|14#1000,48086522,15,
1269,201269,9#2000000|14#1000,48397430,16,
1270,201270,9#2000000|14#1000|358#3,48131743,17,
1271,201271,9#2000000|14#1000,49439671,18,
1272,201272,9#2000000|14#1000,49699536,19,
1273,201273,9#2000000|14#1000,49958337,20,
1274,201274,9#2000000|14#1000,49004383,31,
1275,201275,9#2000000|14#1000|4206001#5,49523659,23,
1276,201276,9#2000000|14#1000,49037714,30,
1277,201277,9#2000000|14#1000,49979819,32,
1278,201278,9#2000000|14#1000,49460666,27,
1279,201279,9#2000000|14#1000,49196134,24,
1280,201280,9#2000000|14#1000|358#3,49019805,25,
1281,201281,9#2000000|14#1000,50594985,21,1
1282,201282,9#2000000|14#1000,50161913,28,
1283,201283,9#2000000|14#1000,50893748,22,
1284,201284,9#2000000|14#1000,50969989,26,
1285,201285,9#2000000|14#1000|4206001#5,50862786,29,
1286,201286,9#2000000|14#1000,50831085,33,
1287,201287,9#2000000|14#1000,50171767,34,
1288,201288,9#2000000|14#1000,50106455,1,
1289,201289,9#2000000|14#1000,50185215,2,
1290,201290,9#2000000|14#1000|358#3,50705954,3,
1291,201291,9#2000000|14#1000,51998480,4,
1292,201292,9#2000000|14#1000,51408376,5,
1293,201293,9#2000000|14#1000,51419144,6,
1294,201294,9#2000000|14#1000,51419158,8,
1295,201295,9#2000000|14#1000|4206001#5,51630138,9,
1296,201296,9#2000000|14#1000,51868064,10,
1297,201297,9#2000000|14#1000,51246612,11,
1298,201298,9#2000000|14#1000,51366884,12,
1299,201299,9#2000000|14#1000,51548830,13,
1300,201300,9#2000000|14#1000|358#6,51450117,14,
1301,201301,1#3000000|14#1500,52708023,15,1
1302,201302,1#3000000|14#1500,52732043,16,
1303,201303,1#3000000|14#1500,52473398,17,
1304,201304,1#3000000|14#1500,52954735,18,
1305,201305,1#3000000|14#1500|417#2000,52321098,19,
1306,201306,1#3000000|14#1500,52999773,20,
1307,201307,1#3000000|14#1500,52653042,31,
1308,201308,1#3000000|14#1500,52369295,23,
1309,201309,1#3000000|14#1500,52946134,30,
1310,201310,1#3000000|14#1500|418#10,52726899,32,
1311,201311,1#3000000|14#1500,53852656,27,
1312,201312,1#3000000|14#1500,53726746,24,
1313,201313,1#3000000|14#1500,53042917,25,
1314,201314,1#3000000|14#1500,53896446,21,
1315,201315,1#3000000|14#1500|417#2000,53197071,28,
1316,201316,1#3000000|14#1500,53133768,22,
1317,201317,1#3000000|14#1500,53292271,26,
1318,201318,1#3000000|14#1500,53485638,29,
1319,201319,1#3000000|14#1500,53969224,33,
1320,201320,1#3000000|14#1500|418#10,53616849,34,
1321,201321,1#3000000|14#1500,54855820,1,1
1322,201322,1#3000000|14#1500,54275850,2,
1323,201323,1#3000000|14#1500,54724997,3,
1324,201324,1#3000000|14#1500,54317472,4,
1325,201325,1#3000000|14#1500|417#2000,54982087,5,
1326,201326,1#3000000|14#1500,54207238,6,
1327,201327,1#3000000|14#1500,54262361,8,
1328,201328,1#3000000|14#1500,54752560,9,
1329,201329,1#3000000|14#1500,54840208,10,
1330,201330,1#3000000|14#1500|418#10,54788008,11,
1331,201331,1#3000000|14#1500,55479659,12,
1332,201332,1#3000000|14#1500,55845706,13,
1333,201333,1#3000000|14#1500,55169244,14,
1334,201334,1#3000000|14#1500,55522538,15,
1335,201335,1#3000000|14#1500|417#2000,55129859,16,
1336,201336,1#3000000|14#1500,55324466,17,
1337,201337,1#3000000|14#1500,55348540,18,
1338,201338,1#3000000|14#1500,55421411,19,
1339,201339,1#3000000|14#1500,55445617,20,
1340,201340,1#3000000|14#1500|418#10,55742200,31,
1341,201341,1#3000000|14#1500,56742979,23,1
1342,201342,1#3000000|14#1500,56395649,30,
1343,201343,1#3000000|14#1500,56429751,32,
1344,201344,1#3000000|14#1500,56397391,27,
1345,201345,1#3000000|14#1500|417#2000,56509277,24,
1346,201346,1#3000000|14#1500,56000922,25,
1347,201347,1#3000000|14#1500,56847820,21,
1348,201348,1#3000000|14#1500,56820345,28,
1349,201349,1#3000000|14#1500,56026659,22,
1350,201350,1#3000000|14#1500|418#20,56829468,26,
1351,201351,1#3000000|14#1500,57134303,29,
1352,201352,1#3000000|14#1500,57601460,33,
1353,201353,1#3000000|14#1500,57024876,34,
1354,201354,1#3000000|14#1500,57990204,1,
1355,201355,1#3000000|14#1500|417#2000,57103382,2,
1356,201356,1#3000000|14#1500,57478303,3,
1357,201357,1#3000000|14#1500,57651248,4,
1358,201358,1#3000000|14#1500,57213452,5,
1359,201359,1#3000000|14#1500,57477204,6,
1360,201360,1#3000000|14#1500|418#10,57316108,8,
1361,201361,1#3000000|14#1500,58608057,9,1
1362,201362,1#3000000|14#1500,58686246,10,
1363,201363,1#3000000|14#1500,58886320,11,
1364,201364,1#3000000|14#1500,58038309,12,
1365,201365,1#3000000|14#1500|417#2000,58442500,13,
1366,201366,1#3000000|14#1500,58713870,14,
1367,201367,1#3000000|14#1500,58694454,15,
1368,201368,1#3000000|14#1500,58563052,16,
1369,201369,1#3000000|14#1500,58858016,17,
1370,201370,1#3000000|14#1500|418#10,58437277,18,
1371,201371,1#3000000|14#1500,59407729,19,
1372,201372,1#3000000|14#1500,59301304,20,
1373,201373,1#3000000|14#1500,59686590,31,
1374,201374,1#3000000|14#1500,59888979,23,
1375,201375,1#3000000|14#1500|417#2000,59637866,30,
1376,201376,1#3000000|14#1500,59973651,32,
1377,201377,1#3000000|14#1500,59965131,27,
1378,201378,1#3000000|14#1500,59549445,24,
1379,201379,1#3000000|14#1500,59361560,25,
1380,201380,1#3000000|14#1500|418#10,59778230,21,
1381,201381,1#3000000|14#1500,60598028,28,1
1382,201382,1#3000000|14#1500,60024936,22,
1383,201383,1#3000000|14#1500,60894315,26,
1384,201384,1#3000000|14#1500,60403151,29,
1385,201385,1#3000000|14#1500|417#2000,60684626,33,
1386,201386,1#3000000|14#1500,60837236,34,
1387,201387,1#3000000|14#1500,60824656,1,
1388,201388,1#3000000|14#1500,60967157,2,
1389,201389,1#3000000|14#1500,60383693,3,
1390,201390,1#3000000|14#1500|418#10,60294680,4,
1391,201391,1#3000000|14#1500,61206398,5,
1392,201392,1#3000000|14#1500,61797881,6,
1393,201393,1#3000000|14#1500,61017849,8,
1394,201394,1#3000000|14#1500,61783803,9,
1395,201395,1#3000000|14#1500|417#2000,61703397,10,
1396,201396,1#3000000|14#1500,61504902,11,
1397,201397,1#3000000|14#1500,61696001,12,
1398,201398,1#3000000|14#1500,61776675,13,
1399,201399,1#3000000|14#1500,61694160,14,
1400,201400,1#3000000|14#1500|418#20,61589116,15,
1401,201401,4201042#1|2#50,62284879,16,1
1402,201402,4201042#1|2#50,62266398,17,
1403,201403,4201042#1|2#50,62336541,18,
1404,201404,4201042#1|2#50,62110740,19,
1405,201405,4201042#1|2#50|4206001#10,62387347,20,
1406,201406,4201042#1|2#50,62439619,31,
1407,201407,4201042#1|2#50,62342684,23,
1408,201408,4201042#1|2#50,62561155,30,
1409,201409,4201042#1|2#50,62820470,32,
1410,201410,4201042#1|2#50|358#5,62874625,27,
1411,201411,4201042#1|2#50,63993442,24,
1412,201412,4201042#1|2#50,63233928,25,
1413,201413,4201042#1|2#50,63154444,21,
1414,201414,4201042#1|2#50,63208224,28,
1415,201415,4201042#1|2#50|4206001#10,63491943,22,
1416,201416,4201042#1|2#50,63076560,26,
1417,201417,4201042#1|2#50,63493210,29,
1418,201418,4201042#1|2#50,63765757,33,
1419,201419,4201042#1|2#50,63022000,34,
1420,201420,4201042#1|2#50|358#5,63642434,1,
1421,201421,4201042#1|2#50,64874464,2,1
1422,201422,4201042#1|2#50,64979114,3,
1423,201423,4201042#1|2#50,64207232,4,
1424,201424,4201042#1|2#50,64420427,5,
1425,201425,4201042#1|2#50|4206001#10,64424210,6,
1426,201426,4201042#1|2#50,64552199,8,
1427,201427,4201042#1|2#50,64038583,9,
1428,201428,4201042#1|2#50,64835058,10,
1429,201429,4201042#1|2#50,64386850,11,
1430,201430,4201042#1|2#50|358#5,64869266,12,
1431,201431,4201042#1|2#50,65304873,13,
1432,201432,4201042#1|2#50,65827399,14,
1433,201433,4201042#1|2#50,65505519,15,
1434,201434,4201042#1|2#50,65354862,16,
1435,201435,4201042#1|2#50|4206001#10,65663328,17,
1436,201436,4201042#1|2#50,65180971,18,
1437,201437,4201042#1|2#50,65968208,19,
1438,201438,4201042#1|2#50,65406947,20,
1439,201439,4201042#1|2#50,65841299,31,
1440,201440,4201042#1|2#50|358#5,65249593,23,
1441,201441,4201042#1|2#50,66454642,30,1
1442,201442,4201042#1|2#50,66329306,32,
1443,201443,4201042#1|2#50,66522872,27,
1444,201444,4201042#1|2#50,66476447,24,
1445,201445,4201042#1|2#50|4206001#10,66750613,25,
1446,201446,4201042#1|2#50,66701469,21,
1447,201447,4201042#1|2#50,66873558,28,
1448,201448,4201042#1|2#50,66816462,22,
1449,201449,4201042#1|2#50,66502670,26,
1450,201450,4201042#1|2#50|358#10,66191379,29,
1451,201451,4201042#1|2#50,67613324,33,
1452,201452,4201042#1|2#50,67474444,34,
1453,201453,4201042#1|2#50,67494475,1,
1454,201454,4201042#1|2#50,67176438,2,
1455,201455,4201042#1|2#50|4206001#10,67847837,3,
1456,201456,4201042#1|2#50,67534962,4,
1457,201457,4201042#1|2#50,67949091,5,
1458,201458,4201042#1|2#50,67174320,6,
1459,201459,4201042#1|2#50,67768660,8,
1460,201460,4201042#1|2#50|358#5,67508848,9,
1461,201461,4201042#1|2#50,68554545,10,1
1462,201462,4201042#1|2#50,68998258,11,
1463,201463,4201042#1|2#50,68488065,12,
1464,201464,4201042#1|2#50,68446178,13,
1465,201465,4201042#1|2#50|4206001#10,68494932,14,
1466,201466,4201042#1|2#50,68679003,15,
1467,201467,4201042#1|2#50,68059000,16,
1468,201468,4201042#1|2#50,68182616,17,
1469,201469,4201042#1|2#50,68505372,18,
1470,201470,4201042#1|2#50|358#5,68297804,19,
1471,201471,4201042#1|2#50,69666936,20,
1472,201472,4201042#1|2#50,69964270,31,
1473,201473,4201042#1|2#50,69745342,23,
1474,201474,4201042#1|2#50,69527968,30,
1475,201475,4201042#1|2#50|4206001#10,69859517,32,
1476,201476,4201042#1|2#50,69520479,27,
1477,201477,4201042#1|2#50,69158164,24,
1478,201478,4201042#1|2#50,69685948,25,
1479,201479,4201042#1|2#50,69223262,21,
1480,201480,4201042#1|2#50|358#5,69613858,28,
1481,201481,4201042#1|2#50,70239213,22,1
1482,201482,4201042#1|2#50,70930759,26,
1483,201483,4201042#1|2#50,70632712,29,
1484,201484,4201042#1|2#50,70537922,33,
1485,201485,4201042#1|2#50|4206001#20,70330203,34,
1486,201486,4201042#1|2#50,70119496,1,
1487,201487,4201042#1|2#50,70917621,2,
1488,201488,4201042#1|2#50,70362272,3,
1489,201489,4201042#1|2#50,70161265,4,
1490,201490,4201042#1|2#50|418#30,70106411,5,
1491,201491,4201042#1|2#50,71880609,6,
1492,201492,4201042#1|2#50,71389077,8,
1493,201493,4201042#1|2#50,71189382,9,
1494,201494,4201042#1|2#50,71535482,10,
1495,201495,4201042#1|2#50|73#150,71718704,11,
1496,201496,4201042#1|2#50,71787785,12,
1497,201497,4201042#1|2#50,71960050,13,
1498,201498,4201042#1|2#50,71455450,14,
1499,201499,4201042#1|2#50,71598868,15,
1500,201500,4201042#1|2#50|170#250,71590752,16,
1501,201501,4201042#1|2#50,71514157,17,1
1502,201502,4201042#1|2#50,71465268,18,
1503,201503,4201042#1|2#50,71416379,19,
1504,201504,4201042#1|2#50,71367490,20,
1505,201505,4201042#1|2#50|4206001#10,76592860,31,
1506,201506,4201042#1|2#50,77402818,23,
1507,201507,4201042#1|2#50,72331728,30,
1508,201508,4201042#1|2#50,79405322,32,
1509,201509,4201042#1|2#50,71301199,27,
1510,201510,4201042#1|2#50|358#5,77089103,24,
1511,201511,4201042#1|2#50,75043280,25,
1512,201512,4201042#1|2#50,73878049,21,
1513,201513,4201042#1|2#50,71859622,28,
1514,201514,4201042#1|2#50,79664246,22,
1515,201515,4201042#1|2#50|4206001#10,77046731,26,
1516,201516,4201042#1|2#50,76151208,29,
1517,201517,4201042#1|2#50,75381037,33,
1518,201518,4201042#1|2#50,78603464,34,
1519,201519,4201042#1|2#50,77721189,1,
1520,201520,4201042#1|2#50|358#5,74612446,2,
1521,201521,4201042#1|2#50,77268973,3,1
1522,201522,4201042#1|2#50,76754625,4,
1523,201523,4201042#1|2#50,72313281,5,
1524,201524,4201042#1|2#50,75854085,6,
1525,201525,4201042#1|2#50|4206001#10,78200386,8,
1526,201526,4201042#1|2#50,77864040,9,
1527,201527,4201042#1|2#50,79870590,10,
1528,201528,4201042#1|2#50,71779994,11,
1529,201529,4201042#1|2#50,73098182,12,
1530,201530,4201042#1|2#50|358#5,74671096,13,
1531,201531,4201042#1|2#50,78622114,14,
1532,201532,4201042#1|2#50,76790484,15,
1533,201533,4201042#1|2#50,73482006,16,
1534,201534,4201042#1|2#50,75710015,17,
1535,201535,4201042#1|2#50|4206001#10,75252023,18,
1536,201536,4201042#1|2#50,74649102,19,
1537,201537,4201042#1|2#50,77871134,20,
1538,201538,4201042#1|2#50,72458802,31,
1539,201539,4201042#1|2#50,75522721,23,
1540,201540,4201042#1|2#50|358#5,71759954,30,
1541,201541,4201042#1|2#50,72532653,32,1
1542,201542,4201042#1|2#50,72103686,27,
1543,201543,4201042#1|2#50,78029020,24,
1544,201544,4201042#1|2#50,72169480,25,
1545,201545,4201042#1|2#50|4206001#10,73099744,21,
1546,201546,4201042#1|2#50,79522333,28,
1547,201547,4201042#1|2#50,76163790,22,
1548,201548,4201042#1|2#50,79199357,26,
1549,201549,4201042#1|2#50,75216182,29,
1550,201550,4201042#1|2#50|358#10,78571569,33,
1551,201551,4201042#1|2#50,71204303,34,
1552,201552,4201042#1|2#50,73025955,1,
1553,201553,4201042#1|2#50,79639138,2,
1554,201554,4201042#1|2#50,76184137,3,
1555,201555,4201042#1|2#50|4206001#10,72909275,4,
1556,201556,4201042#1|2#50,79977407,5,
1557,201557,4201042#1|2#50,79421703,6,
1558,201558,4201042#1|2#50,76967891,8,
1559,201559,4201042#1|2#50,79160652,9,
1560,201560,4201042#1|2#50|358#5,75983329,10,
1561,201561,4201042#1|2#50,75820975,11,1
1562,201562,4201042#1|2#50,71867695,12,
1563,201563,4201042#1|2#50,77127002,13,
1564,201564,4201042#1|2#50,74705085,14,
1565,201565,4201042#1|2#50|4206001#10,77579734,15,
1566,201566,4201042#1|2#50,76887682,16,
1567,201567,4201042#1|2#50,75252777,17,
1568,201568,4201042#1|2#50,72016765,18,
1569,201569,4201042#1|2#50,71093968,19,
1570,201570,4201042#1|2#50|358#5,72524893,20,
1571,201571,4201042#1|2#50,73765178,31,
1572,201572,4201042#1|2#50,71208691,23,
1573,201573,4201042#1|2#50,73169779,30,
1574,201574,4201042#1|2#50,76458481,32,
1575,201575,4201042#1|2#50|4206001#10,77217066,27,
1576,201576,4201042#1|2#50,78859459,24,
1577,201577,4201042#1|2#50,72533558,25,
1578,201578,4201042#1|2#50,77493874,21,
1579,201579,4201042#1|2#50,75186649,28,
1580,201580,4201042#1|2#50|358#5,75731011,22,
1581,201581,4201042#1|2#50,76054422,26,1
1582,201582,4201042#1|2#50,78992626,29,
1583,201583,4201042#1|2#50,78005779,33,
1584,201584,4201042#1|2#50,74173964,34,
1585,201585,4201042#1|2#50|4206001#20,79281566,1,
1586,201586,4201042#1|2#50,79474595,2,
1587,201587,4201042#1|2#50,71609100,3,
1588,201588,4201042#1|2#50,73895728,4,
1589,201589,4201042#1|2#50,78677904,5,
1590,201590,4201042#1|2#50|418#30,78415081,6,
1591,201591,4201042#1|2#50,73127513,8,
1592,201592,4201042#1|2#50,74295542,9,
1593,201593,4201042#1|2#50,75752595,10,
1594,201594,4201042#1|2#50,77602872,11,
1595,201595,4201042#1|2#50|420#3,78391855,12,
1596,201596,4201042#1|2#50,72780399,13,
1597,201597,4201042#1|2#50,78806882,14,
1598,201598,4201042#1|2#50,74661492,15,
1599,201599,4201042#1|2#50,75392296,16,
1600,201600,4201042#1|2#1600,78722438,17,
1601,201601,4201042#1|2#50,75769151,18,1
1602,201602,4201042#1|2#50,81577476,19,
1603,201603,4201042#1|2#50,76469138,20,
1604,201604,4201042#1|2#50,78762413,31,
1605,201605,4201042#1|2#50|4206001#10,76970819,23,
1606,201606,4201042#1|2#50,83482759,30,
1607,201607,4201042#1|2#50,83700867,32,
1608,201608,4201042#1|2#50,84248672,27,
1609,201609,4201042#1|2#50,76056048,24,
1610,201610,4201042#1|2#50|358#5,81211145,25,
1611,201611,4201042#1|2#50,75674174,21,
1612,201612,4201042#1|2#50,84327701,28,
1613,201613,4201042#1|2#50,76471358,22,
1614,201614,4201042#1|2#50,84357664,26,
1615,201615,4201042#1|2#50|4206001#10,77322401,29,
1616,201616,4201042#1|2#50,77980069,33,
1617,201617,4201042#1|2#50,81716090,34,
1618,201618,4201042#1|2#50,77181728,1,
1619,201619,4201042#1|2#50,84163893,2,
1620,201620,4201042#1|2#50|358#5,81102154,3,
1621,201621,4201042#1|2#50,77962924,4,1
1622,201622,4201042#1|2#50,80677615,5,
1623,201623,4201042#1|2#50,79417589,6,
1624,201624,4201042#1|2#50,79402737,8,
1625,201625,4201042#1|2#50|4206001#10,75959757,9,
1626,201626,4201042#1|2#50,75677929,10,
1627,201627,4201042#1|2#50,79067667,11,
1628,201628,4201042#1|2#50,85260813,12,
1629,201629,4201042#1|2#50,78540263,13,
1630,201630,4201042#1|2#50|358#5,80159607,14,
1631,201631,4201042#1|2#50,79543322,15,
1632,201632,4201042#1|2#50,84764764,16,
1633,201633,4201042#1|2#50,84989317,17,
1634,201634,4201042#1|2#50,78336936,18,
1635,201635,4201042#1|2#50|4206001#10,83979518,19,
1636,201636,4201042#1|2#50,83949774,20,
1637,201637,4201042#1|2#50,84432934,31,
1638,201638,4201042#1|2#50,75845755,23,
1639,201639,4201042#1|2#50,83914968,30,
1640,201640,4201042#1|2#50|358#5,76463340,32,
1641,201641,4201042#1|2#50,75435844,27,1
1642,201642,4201042#1|2#50,83654024,24,
1643,201643,4201042#1|2#50,79325154,25,
1644,201644,4201042#1|2#50,83109454,21,
1645,201645,4201042#1|2#50|4206001#10,75973722,28,
1646,201646,4201042#1|2#50,85264242,22,
1647,201647,4201042#1|2#50,81519624,26,
1648,201648,4201042#1|2#50,78941142,29,
1649,201649,4201042#1|2#50,76845187,33,
1650,201650,4201042#1|2#50|358#10,77921050,34,
1651,201651,4201042#1|2#50,77839590,1,
1652,201652,4201042#1|2#50,83211975,2,
1653,201653,4201042#1|2#50,81095626,3,
1654,201654,4201042#1|2#50,76547987,4,
1655,201655,4201042#1|2#50|4206001#10,77290952,5,
1656,201656,4201042#1|2#50,81033161,6,
1657,201657,4201042#1|2#50,79514986,8,
1658,201658,4201042#1|2#50,77449102,9,
1659,201659,4201042#1|2#50,84933343,10,
1660,201660,4201042#1|2#50|358#5,79500368,11,
1661,201661,4201042#1|2#50,79400033,12,1
1662,201662,4201042#1|2#50,75713786,13,
1663,201663,4201042#1|2#50,75631378,14,
1664,201664,4201042#1|2#50,78040420,15,
1665,201665,4201042#1|2#50|4206001#10,84445995,16,
1666,201666,4201042#1|2#50,83142133,17,
1667,201667,4201042#1|2#50,76164112,18,
1668,201668,4201042#1|2#50,75814703,19,
1669,201669,4201042#1|2#50,76643380,20,
1670,201670,4201042#1|2#50|358#5,76522208,31,
1671,201671,4201042#1|2#50,81507208,23,
1672,201672,4201042#1|2#50,80110901,30,
1673,201673,4201042#1|2#50,80036858,32,
1674,201674,4201042#1|2#50,83181171,27,
1675,201675,4201042#1|2#50|4206001#10,83832479,24,
1676,201676,4201042#1|2#50,77229257,25,
1677,201677,4201042#1|2#50,83452067,21,
1678,201678,4201042#1|2#50,80565096,28,
1679,201679,4201042#1|2#50,80966087,22,
1680,201680,4201042#1|2#50|358#5,83725979,26,
1681,201681,4201042#1|2#50,78149952,29,1
1682,201682,4201042#1|2#50,76723913,33,
1683,201683,4201042#1|2#50,80133666,34,
1684,201684,4201042#1|2#50,83309244,1,
1685,201685,4201042#1|2#50|4206001#20,81366167,2,
1686,201686,4201042#1|2#50,81370050,3,
1687,201687,4201042#1|2#50,78278079,4,
1688,201688,4201042#1|2#50,76914497,5,
1689,201689,4201042#1|2#50,79589754,6,
1690,201690,4201042#1|2#50|418#30,84720243,8,
1691,201691,4201042#1|2#50,81020775,9,
1692,201692,4201042#1|2#50,75864462,10,
1693,201693,4201042#1|2#50,83763800,11,
1694,201694,4201042#1|2#50,80057671,12,
1695,201695,4201042#1|2#50|420#3,82407806,13,
1696,201696,4201042#1|2#50,79587519,14,
1697,201697,4201042#1|2#50,76107070,15,
1698,201698,4201042#1|2#50,79735717,16,
1699,201699,4201042#1|2#50,77358224,17,
1700,201700,4201042#1|2#1700,86157923,18,
1701,201701,4201042#1|2#50,93258026,19,1
1702,201702,4201042#1|2#50,85511700,20,
1703,201703,4201042#1|2#50,94973809,31,
1704,201704,4201042#1|2#50,93055752,23,
1705,201705,4201042#1|2#50|4206001#15,86416340,30,
1706,201706,4201042#1|2#50,95225321,32,
1707,201707,4201042#1|2#50,91555268,27,
1708,201708,4201042#1|2#50,86359447,24,
1709,201709,4201042#1|2#50,94766991,25,
1710,201710,4201042#1|2#50|358#5,86156209,21,
1711,201711,4201042#1|2#50,88340254,28,
1712,201712,4201042#1|2#50,86854252,22,
1713,201713,4201042#1|2#50,87239750,26,
1714,201714,4201042#1|2#50,88130102,29,
1715,201715,4201042#1|2#50|4206001#15,85505357,33,
1716,201716,4201042#1|2#50,93570488,34,
1717,201717,4201042#1|2#50,95106844,1,
1718,201718,4201042#1|2#50,92924511,2,
1719,201719,4201042#1|2#50,88136798,3,
1720,201720,4201042#1|2#50|358#5,87107906,4,
1721,201721,4201042#1|2#50,88843859,5,1
1722,201722,4201042#1|2#50,93077839,6,
1723,201723,4201042#1|2#50,94509352,8,
1724,201724,4201042#1|2#50,91905422,9,
1725,201725,4201042#1|2#50|4206001#15,87122103,10,
1726,201726,4201042#1|2#50,94301623,11,
1727,201727,4201042#1|2#50,93737526,12,
1728,201728,4201042#1|2#50,89675489,13,
1729,201729,4201042#1|2#50,89093518,14,
1730,201730,4201042#1|2#50|358#5,88552376,15,
1731,201731,4201042#1|2#50,88755849,16,
1732,201732,4201042#1|2#50,88495635,17,
1733,201733,4201042#1|2#50,94667662,18,
1734,201734,4201042#1|2#50,87507386,19,
1735,201735,4201042#1|2#50|4206001#15,94586517,20,
1736,201736,4201042#1|2#50,94204939,31,
1737,201737,4201042#1|2#50,94680957,23,
1738,201738,4201042#1|2#50,91856150,30,
1739,201739,4201042#1|2#50,86275263,32,
1740,201740,4201042#1|2#50|358#5,88212392,27,
1741,201741,4201042#1|2#50,88081333,24,1
1742,201742,4201042#1|2#50,89970032,25,
1743,201743,4201042#1|2#50,85467518,21,
1744,201744,4201042#1|2#50,86089161,28,
1745,201745,4201042#1|2#50|4206001#15,89352505,22,
1746,201746,4201042#1|2#50,91063808,26,
1747,201747,4201042#1|2#50,85965359,29,
1748,201748,4201042#1|2#50,94075811,33,
1749,201749,4201042#1|2#50,91204525,34,
1750,201750,4201042#1|2#50|358#10,86112186,1,
