id,name,suit_name,skin_text
6728,Ruf des Todes,,"
Sensinas Waffe wird auch die Sense der Kälte genannt. Ursprünglich war es eine ganz normale Sense, doch nachdem Sensina mit ihr mehr und mehr Leben nahm, begannen langsam die Seelen der Verstorbenen um die Schneide der Sense zu kreisen. 

Die toten Seelen können sich nicht mehr befreien von ihr und zirkulieren unaufhaltsam um sie herum und murmeln vor sich hin. Sensina lässt sich davon nicht beeindrucken. Ganz im Gegenteil: Sie genießt sogar den, wie sie es nennt, „Gesang der toten Seelen“. Mit der Zeit geriet dieses Phänomen in Vergessenheit und die Menschen, die die Sense sahen, dachten, dass dieses Geräusch einfach ein Säuseln des Windes sei, der sich um die Sense windet. 

Lass deinen Blick bloß nicht allzu lange auf der Sense ruhen, sonst wirst auch du bald die Stimme der Göttin des Todes in deinem Kopf säuseln hören."
6729,Ruf des Todes,,"
Sensinas Waffe wird auch die Sense der Kälte genannt. Ursprünglich war es eine ganz normale Sense, doch nachdem Sensina mit ihr mehr und mehr Leben nahm, begannen langsam die Seelen der Verstorbenen um die Schneide der Sense zu kreisen. 

Die toten Seelen können sich nicht mehr befreien von ihr und zirkulieren unaufhaltsam um sie herum und murmeln vor sich hin. Sensina lässt sich davon nicht beeindrucken. Ganz im Gegenteil: Sie genießt sogar den, wie sie es nennt, „Gesang der toten Seelen“. Mit der Zeit geriet dieses Phänomen in Vergessenheit und die Menschen, die die Sense sahen, dachten, dass dieses Geräusch einfach ein Säuseln des Windes sei, der sich um die Sense windet. 

Lass deinen Blick bloß nicht allzu lange auf der Sense ruhen, sonst wirst auch du bald die Stimme der Göttin des Todes in deinem Kopf säuseln hören."
6730,Ruf des Todes,,"
Sensinas Waffe wird auch die Sense der Kälte genannt. Ursprünglich war es eine ganz normale Sense, doch nachdem Sensina mit ihr mehr und mehr Leben nahm, begannen langsam die Seelen der Verstorbenen um die Schneide der Sense zu kreisen. 

Die toten Seelen können sich nicht mehr befreien von ihr und zirkulieren unaufhaltsam um sie herum und murmeln vor sich hin. Sensina lässt sich davon nicht beeindrucken. Ganz im Gegenteil: Sie genießt sogar den, wie sie es nennt, „Gesang der toten Seelen“. Mit der Zeit geriet dieses Phänomen in Vergessenheit und die Menschen, die die Sense sahen, dachten, dass dieses Geräusch einfach ein Säuseln des Windes sei, der sich um die Sense windet. 

Lass deinen Blick bloß nicht allzu lange auf der Sense ruhen, sonst wirst auch du bald die Stimme der Göttin des Todes in deinem Kopf säuseln hören."
7173,Auf der Durchreise,,Was gibt es denn? Ist es dringend? Ich bin eigentlich etwas in Eile…
7174,Rose des Todes,,"Blutrote Rosen umgeben mich und betören meine Sinne, doch mein Bolzen trifft präziser denn je."
7175,All-In,,Bist du bereit alles auf eine Karte zu setzen?
7176,Kinderärztin,,"Ich hätte nicht gedacht, dass ich hier auf dich treffe. Komm, setz dich doch zu mir~"
7177,Zuckeräffchen,,"Nur noch einen kleinen Bissen, dann hab ich auch genug! Ich schwör’s!"
7178,Dattelküchlein,,"Datteln, Bambusblätter, Reis... So und jetzt zusammenwickeln? Wah! Jetzt hab ich mich selbst eingewickelt!"
7179,Drachenreiterin,,"Steig auf mein Drachenboot, Senpai, und wir lassen uns treiben... Weit, weit weg, bis in die Unendlichkeit, nur wir zwei~"
7180,Frechdachs,,"Nee, das darfst du nicht! Nur ich darf das! Heee... Wenn du nicht aufhörst mich zu ärgern, dann weine ich ganz laut los!"
7181,Tollpatsch,,Nimm dir doch noch ein Macaron! Und vielleicht noch eine Tasse warmen Kakao dazu? Ahhh! Vorsicht!
7182,Meeresforscherin,,Hey! Kannst du vielleicht mal mit anpacken? Es gibt noch einiges zu erforschen hier!
7183,Schmetterlingseffekt,,"Dein Ring und deine Geste haben einen Sturm der Liebe in mir entfacht! Und er wird nicht mehr abflauen und uns beide tragen, bis in alle Ewigkeit!"
7184,Weinkönigin,,"Es freut mich, dich auf dieser Party zu sehen, Senpai. Willst du auch ein Glas Rotwein?"
7185,Tanz der Sterne,,Lass uns gemeinsam die Sternschnuppen zählen~
7186,Ballkönigin,,"Es ist genug Wein für alle da! Ihr braucht euch nicht zurückhalten, trinkt so viel ihr wollt! Heute wird gefeiert!"
6731,Nachtpfeife,,"
Eine Pfeife, die von Izanami, der Herrscherin der Unterwelt, genutzt wird. Die Pfeife besitzt die Fähigkeit, die Seelen der Toten herbeizurufen.

Izanami hat die Nachtpfeife schon unzählige Male benutzt, um die Seele ihrers verlorenen Geliebten herbeizurufen. Doch nicht ein einziges Mal bekam sie Antwort. Jedes Mal, wenn der Rauch aus der Pfeife aufsteigt, wird der Schmerz in Izanamis Herzen größer.

Wie oft muss sie die Pfeife noch entzünden und dem Rauch dabei zusehen, wie er in kleinen Kreisen langsam aufsteigt, bevor sie endlich von ihrem Schmerz befreit wird...?"
6732,Nachtpfeife,,"
Eine Pfeife, die von Izanami, der Herrscherin der Unterwelt, genutzt wird. Die Pfeife besitzt die Fähigkeit, die Seelen der Toten herbeizurufen.

Izanami hat die Nachtpfeife schon unzählige Male benutzt, um die Seele ihrers verlorenen Geliebten herbeizurufen. Doch nicht ein einziges Mal bekam sie Antwort. Jedes Mal, wenn der Rauch aus der Pfeife aufsteigt, wird der Schmerz in Izanamis Herzen größer.

Wie oft muss sie die Pfeife noch entzünden und dem Rauch dabei zusehen, wie er in kleinen Kreisen langsam aufsteigt, bevor sie endlich von ihrem Schmerz befreit wird...?"
6733,Nachtpfeife,,"
Eine Pfeife, die von Izanami, der Herrscherin der Unterwelt, genutzt wird. Die Pfeife besitzt die Fähigkeit, die Seelen der Toten herbeizurufen.

Izanami hat die Nachtpfeife schon unzählige Male benutzt, um die Seele ihrers verlorenen Geliebten herbeizurufen. Doch nicht ein einziges Mal bekam sie Antwort. Jedes Mal, wenn der Rauch aus der Pfeife aufsteigt, wird der Schmerz in Izanamis Herzen größer.

Wie oft muss sie die Pfeife noch entzünden und dem Rauch dabei zusehen, wie er in kleinen Kreisen langsam aufsteigt, bevor sie endlich von ihrem Schmerz befreit wird...?"
6734,Nachtpfeife,,"
Eine Pfeife, die von Izanami, der Herrscherin der Unterwelt, genutzt wird. Die Pfeife besitzt die Fähigkeit, die Seelen der Toten herbeizurufen.

Izanami hat die Nachtpfeife schon unzählige Male benutzt, um die Seele ihrers verlorenen Geliebten herbeizurufen. Doch nicht ein einziges Mal bekam sie Antwort. Jedes Mal, wenn der Rauch aus der Pfeife aufsteigt, wird der Schmerz in Izanamis Herzen größer.

Wie oft muss sie die Pfeife noch entzünden und dem Rauch dabei zusehen, wie er in kleinen Kreisen langsam aufsteigt, bevor sie endlich von ihrem Schmerz befreit wird...?"
6735,Nachtpfeife,,"
Eine Pfeife, die von Izanami, der Herrscherin der Unterwelt, genutzt wird. Die Pfeife besitzt die Fähigkeit, die Seelen der Toten herbeizurufen.

Izanami hat die Nachtpfeife schon unzählige Male benutzt, um die Seele ihrers verlorenen Geliebten herbeizurufen. Doch nicht ein einziges Mal bekam sie Antwort. Jedes Mal, wenn der Rauch aus der Pfeife aufsteigt, wird der Schmerz in Izanamis Herzen größer.

Wie oft muss sie die Pfeife noch entzünden und dem Rauch dabei zusehen, wie er in kleinen Kreisen langsam aufsteigt, bevor sie endlich von ihrem Schmerz befreit wird...?"
6736,Nachtpfeife,,"
Eine Pfeife, die von Izanami, der Herrscherin der Unterwelt, genutzt wird. Die Pfeife besitzt die Fähigkeit, die Seelen der Toten herbeizurufen.

Izanami hat die Nachtpfeife schon unzählige Male benutzt, um die Seele ihrers verlorenen Geliebten herbeizurufen. Doch nicht ein einziges Mal bekam sie Antwort. Jedes Mal, wenn der Rauch aus der Pfeife aufsteigt, wird der Schmerz in Izanamis Herzen größer.

Wie oft muss sie die Pfeife noch entzünden und dem Rauch dabei zusehen, wie er in kleinen Kreisen langsam aufsteigt, bevor sie endlich von ihrem Schmerz befreit wird...?"
7190,Baumkrone,,"Hier oben ist alles ruhig und friedlich, man hört nur das Zwitschern der Vögel. Setz dich doch zu mir, Senpai~"
7189,Wellenreiterin,,Mir ist keine Welle zu groß! Ich mach noch kurz Pause und dann geht’s richtig los~
7191,Bambusgarten,,"Es ist so ruhig nach dem Regen hier im Wald. Oh, schau mal... Ein paar Glühwürmchen funkeln zwischen den Ästen auf~"
7187,Sommerruhe,,Manchmal kann es auch schön sein die Waffen niederzulegen und sich einen kühlen Cocktail am Strand in der warmen Sonne zu gönnen.
7188,Meeresfalter,,"Ohje, die Welle hat gerade meine Flügel komplett durchnässt. Mein geliebter Senpai, komm hilf mir meinen Bikini zuzuknoten~"
7192,Betörender Schwur,,"Oh, tut mir leid, ich bin schon mit Lucifer liiert! Bist du etwa eifersüchtig? Hahaha, das war doch nur ein Scherz~"
7193,Meeresengel,,"Hebe dein Haupt, mein Engel! Der Schein der Heiligen soll dich niemals verlassen und heller strahlen als alles andere~"
7194,Meereskristall,,"Die Strahlen der Sonne funkeln nicht nur zwischen den Wellen auf… Schau mal, was ich beim Tauchen gefunden hab~"
7195,Wasserpistole,,Die Meisterschützin ist da! Seid ihr bereit einen Strahl eiskalten Wassers abzubekommen? Wahh! Ein Hinterhalt!
7196,Strand & Sonne,,Warum weinst du denn jetzt schon wieder? Sieht mein neuer Bikini nicht gut aus? Ich finde ihn nicht schlecht~
7197,Sommerausflug,,"Komm, Senpai! Lass uns am Strand ein paar Feuerwerksraketen in den Himmel schießen!"
7198,Meeresungeheuer,,"Hier spricht Trinity! Werde von Tentakelmonster angegriffen! Brauche Unterstützung! Oh, nein! Nicht mein schöner Kampfanzug!"
7199,Tiefseegesänge,,"Hallo, kleines Quallilein, bist du auch gekommen, um meinem Gesang zu lauschen? Auaaa! Sie hat mich gestochen!"
7200,Höllenritt,,Die zehn Gebote der Straße? Dass ich nicht lache! Hier gibt es nur ein Gebot: Vollgas!
64361,Schicksalskristall,,
64362,Schicksalskristall,,
64363,Schicksalskristall,,
64541,Fusionsschirm,,"
Der Legende nach wurde diese künstliche Antiquität vom Handwerker Alberta hergestellt. Neben Yume-Technologie wurden noch andere unbekannte und gefährliche Technologien verwendet. 

Dieser Schirm kann seine Form verändern und sich somit den verschiedenen Situation einer Schlacht anpassen. Wenn der Schirm geöffnet ist, kann man die von Alberta auf die Innenseite gemalte Sternenkarte sehen. 

Die eigentliche Aufgabe eines Schirms ist es uns von Dingen, die vom Himmel kommen, zu beschützen. Mit dem Bemalen der Sternenkarte im Regenschirm möchte Alberta die Tatsache zum Ausdruck bringen, dass der wahre Feind von jenseits des Himmels kommt."
64542,Fusionsschirm,,"
Der Legende nach wurde diese künstliche Antiquität vom Handwerker Alberta hergestellt. Neben Yume-Technologie wurden noch andere unbekannte und gefährliche Technologien verwendet. 

Dieser Schirm kann seine Form verändern und sich somit den verschiedenen Situation einer Schlacht anpassen. Wenn der Schirm geöffnet ist, kann man die von Alberta auf die Innenseite gemalte Sternenkarte sehen. 

Die eigentliche Aufgabe eines Schirms ist es uns von Dingen, die vom Himmel kommen, zu beschützen. Mit dem Bemalen der Sternenkarte im Regenschirm möchte Alberta die Tatsache zum Ausdruck bringen, dass der wahre Feind von jenseits des Himmels kommt."
64543,Fusionsschirm,,"
Der Legende nach wurde diese künstliche Antiquität vom Handwerker Alberta hergestellt. Neben Yume-Technologie wurden noch andere unbekannte und gefährliche Technologien verwendet. 

Dieser Schirm kann seine Form verändern und sich somit den verschiedenen Situation einer Schlacht anpassen. Wenn der Schirm geöffnet ist, kann man die von Alberta auf die Innenseite gemalte Sternenkarte sehen. 

Die eigentliche Aufgabe eines Schirms ist es uns von Dingen, die vom Himmel kommen, zu beschützen. Mit dem Bemalen der Sternenkarte im Regenschirm möchte Alberta die Tatsache zum Ausdruck bringen, dass der wahre Feind von jenseits des Himmels kommt."
67181,Ewiges Morgengrauen,,"
Ein schneeweißer Schild von Uriel, der heiligen Ritterin, wurde in einer eleganten Form gegossen und sieht stabil und zuverlässig aus. Im Vergleich zu Uriels schlankem Körper scheint dieser Schild fast schon zu schwer zu sein.

Genau wie Uriel sieht auch dieser Schild nach zahlreichen heftigen Kämpfen immer noch schön aus. Aber innerlich hat er bestimmt schon viele Risse, die durch die immer wiederkehrenden Schläge entstanden sind. Trotzdem versucht er sein Bestes zu geben, um Uriel nicht zu enttäuschen.

Warte... Warten wir auf das Morgengrauen."
67182,Ewiges Morgengrauen,,"
Ein schneeweißer Schild von Uriel, der heiligen Ritterin, wurde in einer eleganten Form gegossen und sieht stabil und zuverlässig aus. Im Vergleich zu Uriels schlankem Körper scheint dieser Schild fast schon zu schwer zu sein.

Genau wie Uriel sieht auch dieser Schild nach zahlreichen heftigen Kämpfen immer noch schön aus. Aber innerlich hat er bestimmt schon viele Risse, die durch die immer wiederkehrenden Schläge entstanden sind. Trotzdem versucht er sein Bestes zu geben, um Uriel nicht zu enttäuschen.

Warte... Warten wir auf das Morgengrauen."
67183,Ewiges Morgengrauen,,"
Ein schneeweißer Schild von Uriel, der heiligen Ritterin, wurde in einer eleganten Form gegossen und sieht stabil und zuverlässig aus. Im Vergleich zu Uriels schlankem Körper scheint dieser Schild fast schon zu schwer zu sein.

Genau wie Uriel sieht auch dieser Schild nach zahlreichen heftigen Kämpfen immer noch schön aus. Aber innerlich hat er bestimmt schon viele Risse, die durch die immer wiederkehrenden Schläge entstanden sind. Trotzdem versucht er sein Bestes zu geben, um Uriel nicht zu enttäuschen.

Warte... Warten wir auf das Morgengrauen."
64421,Die Flügel des Ikarus,,
64422,Die Flügel des Ikarus,,
64423,Die Flügel des Ikarus,,
67061,Geistergewehr,,"
Das Geistergewehr das Trinity nutzt ist eine von Alberta kreierte Antiquität. Neben den Techniken der Yume enthält sie noch viele weitere gefährliche Techniken.

Dieses magische Scharfschützengewehr funktioniert eigentlich nicht durch Magie, sondern entzieht dem Körper des Benutzers magische Kraft und aggregiert und moduliert sie zu einem magischen Strahl großer Kraft. Übermäßiger Gebrauch kann jedoch zu unzureichender magischer Kraft führen, was zu verschiedenen Symptomen wie Lethargie und Schwindel führen kann.

Als Trinity diese Antiquität bekam, wusste sie nichts über ihre Nebenwirkungen. Aber sie benutzt diese Antiquität schon lange und hätte sich dessen bewusst sein müssen. Trotzdem wollte sie diese Antiquität nicht aufgeben, wahrscheinlich wegen ihrer Gefühle für Alberta... Nein, vermutlich ist es nur wegen ihres unnötigen Stolzes."
67062,Geistergewehr,,"
Das Geistergewehr das Trinity nutzt ist eine von Alberta kreierte Antiquität. Neben den Techniken der Yume enthält sie noch viele weitere gefährliche Techniken.

Dieses magische Scharfschützengewehr funktioniert eigentlich nicht durch Magie, sondern entzieht dem Körper des Benutzers magische Kraft und aggregiert und moduliert sie zu einem magischen Strahl großer Kraft. Übermäßiger Gebrauch kann jedoch zu unzureichender magischer Kraft führen, was zu verschiedenen Symptomen wie Lethargie und Schwindel führen kann.

Als Trinity diese Antiquität bekam, wusste sie nichts über ihre Nebenwirkungen. Aber sie benutzt diese Antiquität schon lange und hätte sich dessen bewusst sein müssen. Trotzdem wollte sie diese Antiquität nicht aufgeben, wahrscheinlich wegen ihrer Gefühle für Alberta... Nein, vermutlich ist es nur wegen ihres unnötigen Stolzes."
67063,Geistergewehr,,"
Das Geistergewehr das Trinity nutzt ist eine von Alberta kreierte Antiquität. Neben den Techniken der Yume enthält sie noch viele weitere gefährliche Techniken.

Dieses magische Scharfschützengewehr funktioniert eigentlich nicht durch Magie, sondern entzieht dem Körper des Benutzers magische Kraft und aggregiert und moduliert sie zu einem magischen Strahl großer Kraft. Übermäßiger Gebrauch kann jedoch zu unzureichender magischer Kraft führen, was zu verschiedenen Symptomen wie Lethargie und Schwindel führen kann.

Als Trinity diese Antiquität bekam, wusste sie nichts über ihre Nebenwirkungen. Aber sie benutzt diese Antiquität schon lange und hätte sich dessen bewusst sein müssen. Trotzdem wollte sie diese Antiquität nicht aufgeben, wahrscheinlich wegen ihrer Gefühle für Alberta... Nein, vermutlich ist es nur wegen ihres unnötigen Stolzes."
7201,Grid Twins,,Seid ihr bereit für das große Finale? Auf die Plätze... Fertig... Los--- Hallo? Es geht los!
7202,Waldläuferin,,"3 – 2 – 1 – Los! Oh, hallo Senpai! Was glaubst du, welcher Elf den Lauf gewinnen wird?"
7204,Sternenmädchen,,"Was wohl passiert, wenn man die Macht der Sterne nutzt, um die Zeit und die Abläufe in diesem Universum zu steuern und zu kontrollieren?"
7203,Turbo-Girl,,"Komm, steig ein. Dann zeig ich dir mal, was Geschwindigkeit und Action bedeuten~"
7205,Sprache der Sterne,,"Der Mond und die Sterne sollen unsere Zeugen sein. Senpai, willst du heute hier unter dem Sternenhimmel einen Eid mit mir leisten?"
7206,Magisches Funkeln,,Der Weg eines Magical Girls ist also gefährlich meinst du? Keine Sorge! Alles was ich wissen muss steht in meinem Buch!
64481,Dornenherz,,
64482,Dornenherz,,
64483,Dornenherz,,
64601,Zwillingsstäbe,,"
Zwei Zauberstäbe, die von den Zwillingen Esau und Jakob verwendet werden. Wie ihre Besitzer verkörpern die beiden Zauberstäbe komplett unterschiedliche Magie. 

Es ist allen auf dem Campus gekannt, dass unterschiedliche magische Kräfte nicht koexistieren können. Dennoch ist die Magie von Esau und Jakob eng miteinander verschlungen. Dies ist natürlich mit einem hohen Preis verbunden, aber dessen sind sich die Beiden bewusst. 

Vielleicht ist es ihr ""Schicksal"" auf einer fremden Bühne eine Rolle, die sie nicht selber wählten, zu spielen."
64602,Zwillingsstäbe,,"
Zwei Zauberstäbe, die von den Zwillingen Esau und Jakob verwendet werden. Wie ihre Besitzer verkörpern die beiden Zauberstäbe komplett unterschiedliche Magie. 

Es ist allen auf dem Campus gekannt, dass unterschiedliche magische Kräfte nicht koexistieren können. Dennoch ist die Magie von Esau und Jakob eng miteinander verschlungen. Dies ist natürlich mit einem hohen Preis verbunden, aber dessen sind sich die Beiden bewusst. 

Vielleicht ist es ihr ""Schicksal"" auf einer fremden Bühne eine Rolle, die sie nicht selber wählten, zu spielen."
64603,Zwillingsstäbe,,"
Zwei Zauberstäbe, die von den Zwillingen Esau und Jakob verwendet werden. Wie ihre Besitzer verkörpern die beiden Zauberstäbe komplett unterschiedliche Magie. 

Es ist allen auf dem Campus gekannt, dass unterschiedliche magische Kräfte nicht koexistieren können. Dennoch ist die Magie von Esau und Jakob eng miteinander verschlungen. Dies ist natürlich mit einem hohen Preis verbunden, aber dessen sind sich die Beiden bewusst. 

Vielleicht ist es ihr ""Schicksal"" auf einer fremden Bühne eine Rolle, die sie nicht selber wählten, zu spielen."
64661,Brennende Klinge,,"
Mit Ketten verbundene Sicheln, die im heiligen Feuer geschmiedet wurden und ihre wahre Kraft nur entfalten, wenn Kira sie verwendet. 

Kiras Kampfstil erinnert an einen Tanz geprägt durch grazile Sprünge und Drehungen, die eine Feuerspur in der Luft hinterlassen. Diese Bewegungen sind geprägt durch das Leben mit den Jägern im Wald. 

Zwar ist der Wald bereits verschwunden, doch erlischt das Feuer der Jäger niemals. Auch Kira ist mit dem Herzen immer bei ihrem Gott——Vielleicht ist ihr tanzender Kampfstil auch ein Opfer für ihren Gott? Selbst in der dunkelsten Stunde beschwert sich Kira nicht, sondern schwingt ihre Sicheln, um ihre Geschwister zu beschützen und das Chaos zu besiegen. Auch hofft sie zutiefst auf die Rückkehr ihre Gottes."
64662,Brennende Klinge,,"
Mit Ketten verbundene Sicheln, die im heiligen Feuer geschmiedet wurden und ihre wahre Kraft nur entfalten, wenn Kira sie verwendet. 

Kiras Kampfstil erinnert an einen Tanz geprägt durch grazile Sprünge und Drehungen, die eine Feuerspur in der Luft hinterlassen. Diese Bewegungen sind geprägt durch das Leben mit den Jägern im Wald. 

Zwar ist der Wald bereits verschwunden, doch erlischt das Feuer der Jäger niemals. Auch Kira ist mit dem Herzen immer bei ihrem Gott——Vielleicht ist ihr tanzender Kampfstil auch ein Opfer für ihren Gott? Selbst in der dunkelsten Stunde beschwert sich Kira nicht, sondern schwingt ihre Sicheln, um ihre Geschwister zu beschützen und das Chaos zu besiegen. Auch hofft sie zutiefst auf die Rückkehr ihre Gottes."
64663,Brennende Klinge,,"
Mit Ketten verbundene Sicheln, die im heiligen Feuer geschmiedet wurden und ihre wahre Kraft nur entfalten, wenn Kira sie verwendet. 

Kiras Kampfstil erinnert an einen Tanz geprägt durch grazile Sprünge und Drehungen, die eine Feuerspur in der Luft hinterlassen. Diese Bewegungen sind geprägt durch das Leben mit den Jägern im Wald. 

Zwar ist der Wald bereits verschwunden, doch erlischt das Feuer der Jäger niemals. Auch Kira ist mit dem Herzen immer bei ihrem Gott——Vielleicht ist ihr tanzender Kampfstil auch ein Opfer für ihren Gott? Selbst in der dunkelsten Stunde beschwert sich Kira nicht, sondern schwingt ihre Sicheln, um ihre Geschwister zu beschützen und das Chaos zu besiegen. Auch hofft sie zutiefst auf die Rückkehr ihre Gottes."
64781,Illusions-Klingen,,"
Klingenpaar, das von der aus dem Albtraum wiedergeborenen Iron Fist verwendet wird. Iron Fists Armprothese ist eine von Menschen entworfene und von Alberta hergestellte Antiquität. Neben Yume-Technologie wurden noch andere unbekannte und gefährliche Technologien verwendet. 

In einem Alptraum sah Iron Fist einen Lichtstrahl und schöpfte Hoffnung daraus. Als sie ihre Flügel erhielt bekam sie auch diese Klingen. Das große Messer symbolisiert den Willen, den Kokon zu durchbrechen. Das kleine Messer steht für den Wunsch fliegen zu können. 

In Iron Fists Erinnerung gibt es eine winzige Kreatur, die dem Lichtstrahl hinterherjagt. Vielleicht hatte dies einen Einfluss darauf, dass auch sie dem Licht hinterherjagt."
64782,Illusions-Klingen,,"
Klingenpaar, das von der aus dem Albtraum wiedergeborenen Iron Fist verwendet wird. Iron Fists Armprothese ist eine von Menschen entworfene und von Alberta hergestellte Antiquität. Neben Yume-Technologie wurden noch andere unbekannte und gefährliche Technologien verwendet. 

In einem Alptraum sah Iron Fist einen Lichtstrahl und schöpfte Hoffnung daraus. Als sie ihre Flügel erhielt bekam sie auch diese Klingen. Das große Messer symbolisiert den Willen, den Kokon zu durchbrechen. Das kleine Messer steht für den Wunsch fliegen zu können. 

In Iron Fists Erinnerung gibt es eine winzige Kreatur, die dem Lichtstrahl hinterherjagt. Vielleicht hatte dies einen Einfluss darauf, dass auch sie dem Licht hinterherjagt."
64783,Illusions-Klingen,,"
Klingenpaar, das von der aus dem Albtraum wiedergeborenen Iron Fist verwendet wird. Iron Fists Armprothese ist eine von Menschen entworfene und von Alberta hergestellte Antiquität. Neben Yume-Technologie wurden noch andere unbekannte und gefährliche Technologien verwendet. 

In einem Alptraum sah Iron Fist einen Lichtstrahl und schöpfte Hoffnung daraus. Als sie ihre Flügel erhielt bekam sie auch diese Klingen. Das große Messer symbolisiert den Willen, den Kokon zu durchbrechen. Das kleine Messer steht für den Wunsch fliegen zu können. 

In Iron Fists Erinnerung gibt es eine winzige Kreatur, die dem Lichtstrahl hinterherjagt. Vielleicht hatte dies einen Einfluss darauf, dass auch sie dem Licht hinterherjagt."
64901,Steinklingen-Axt,,
64902,Steinklingen-Axt,,
64903,Steinklingen-Axt,,
7207,Transformation,,"Und? Sieht cool aus, oder? Jetzt fehlt nur noch ein passender Spruch... Spüre die Kraft meiner Krallen! Hihi~"
7208,Putzkommando,,"Ich habe vierbeinige Verstärkung mitgebracht, Senpai~ Kein Staubkörnchen wird uns entgehen~"
7209,Engel des Lichts,,"Du hast das Miss Yume Kostüm höchstpersönlich ausgewählt? Es kommt nicht oft vor, dass ein Kleid uns beiden so gut steht!"
7212,Herbstluft,,"Lass uns die letzten lauen Abende des Jahres gemeinsam verbringen, Senpai~ Nur du, ich und Luna~"
7210,Tiefseeperle,,"Senpai, wollen wir gemeinsam das Meer beschützen?"
7211,Vollmondnacht,,"Der Mond ist heute wirklich schön~ Polly, bereite bitte den Tee vor. Ich möchte mit meinem Senpai den Vollmond genießen~"
7213,Pfirsichblüte,,"Die Abende am See sind still und entspannt. Komm, Senpai, reich mir deine Hand~"
65021,Festlicher Zauberstab,,
65022,Festlicher Zauberstab,,
65023,Festlicher Zauberstab,,
67121,Heiliges Licht,,"
Isabella, der Engel für Heilung hat ihren Zaubertrank in dieser Kristallflasche aufbewahrt. Der Zaubertrank strahlt durch den Kristall damit die Flasche wie ein Juwel aussieht. Aber die Zauberkraft ist auf keinen Fall nur ein einfacher Schmuck.

Isabella hat mit ihrer eigenen Kraft den Zaubertrank hergestellt, weswegen der Trank in einer Flasche aus Kristall bewahrt werden muss, um die Wirkung des Mittels zu verlängern. Wenn Isabella ihre Kraft in die Flasche eingießt, verwandelt sich der Trank in dampfenden Nebel. In diesem Nebel strahlt Isabellas heiliges Licht.

Isabellas Zauber kann die Kreaturen beleben. So eine Fähigkeit ermöglicht Isabella, wirksame Medikamente herzustellen, aber natürlich auch giftige Mittel, was sie zum furchteinflößensten Mädchen gemacht hat. Aber sie hat nichts Böses gemacht und kümmert sich nur um die Verletzten. Auch das Betäubungsmittel verwendet sie nur für Operationen ---- Die Ärztin hat ihr eigenes Bekenntnis. Der Zaubertrank wurde mit Isabellas magischer Kraft hergestellt und sobald man ihn genommen hat, fühlt man sich sofort besser. Pass auf und werde nicht süchtig davon."
67122,Heiliges Licht,,"
Isabella, der Engel für Heilung hat ihren Zaubertrank in dieser Kristallflasche aufbewahrt. Der Zaubertrank strahlt durch den Kristall damit die Flasche wie ein Juwel aussieht. Aber die Zauberkraft ist auf keinen Fall nur ein einfacher Schmuck.

Isabella hat mit ihrer eigenen Kraft den Zaubertrank hergestellt, weswegen der Trank in einer Flasche aus Kristall bewahrt werden muss, um die Wirkung des Mittels zu verlängern. Wenn Isabella ihre Kraft in die Flasche eingießt, verwandelt sich der Trank in dampfenden Nebel. In diesem Nebel strahlt Isabellas heiliges Licht.

Isabellas Zauber kann die Kreaturen beleben. So eine Fähigkeit ermöglicht Isabella, wirksame Medikamente herzustellen, aber natürlich auch giftige Mittel, was sie zum furchteinflößensten Mädchen gemacht hat. Aber sie hat nichts Böses gemacht und kümmert sich nur um die Verletzten. Auch das Betäubungsmittel verwendet sie nur für Operationen ---- Die Ärztin hat ihr eigenes Bekenntnis. Der Zaubertrank wurde mit Isabellas magischer Kraft hergestellt und sobald man ihn genommen hat, fühlt man sich sofort besser. Pass auf und werde nicht süchtig davon."
67123,Heiliges Licht,,"
Isabella, der Engel für Heilung hat ihren Zaubertrank in dieser Kristallflasche aufbewahrt. Der Zaubertrank strahlt durch den Kristall damit die Flasche wie ein Juwel aussieht. Aber die Zauberkraft ist auf keinen Fall nur ein einfacher Schmuck.

Isabella hat mit ihrer eigenen Kraft den Zaubertrank hergestellt, weswegen der Trank in einer Flasche aus Kristall bewahrt werden muss, um die Wirkung des Mittels zu verlängern. Wenn Isabella ihre Kraft in die Flasche eingießt, verwandelt sich der Trank in dampfenden Nebel. In diesem Nebel strahlt Isabellas heiliges Licht.

Isabellas Zauber kann die Kreaturen beleben. So eine Fähigkeit ermöglicht Isabella, wirksame Medikamente herzustellen, aber natürlich auch giftige Mittel, was sie zum furchteinflößensten Mädchen gemacht hat. Aber sie hat nichts Böses gemacht und kümmert sich nur um die Verletzten. Auch das Betäubungsmittel verwendet sie nur für Operationen ---- Die Ärztin hat ihr eigenes Bekenntnis. Der Zaubertrank wurde mit Isabellas magischer Kraft hergestellt und sobald man ihn genommen hat, fühlt man sich sofort besser. Pass auf und werde nicht süchtig davon."
