id,name,charge,currency,show_name,charge_ios,charge_ios_new
1700501,Personalisierter Nachschub Lv.85,21.99,€,Personalisierter Nachschub Lv.85,23.99,23.99
1700601,Personalisierter Nachschub Lv.95,21.99,€,Personalisierter Nachschub Lv.95,23.99,23.99
1700701,Personalisierter Nachschub Lv.110,32.99,€,Personalisierter Nachschub Lv.110,35.99,35.99
1700801,Personalisierter Nachschub Lv.135,54.99,€,Personalisierter Nachschub Lv.135,59.99,59.99
1700901,Personalisierter Nachschub Lv.140,54.99,€,Personalisierter Nachschub Lv.140,59.99,59.99
1701001,Personalisierter Nachschub Lv.155,54.99,€,Personalisierter Nachschub Lv.155,59.99,59.99
1701101,Personalisierter Nachschub Lv.165,54.99,€,Personalisierter Nachschub Lv.165,59.99,59.99
1701201,Personalisierter Nachschub Lv.180,54.99,€,Personalisierter Nachschub Lv.180,59.99,59.99
1701301,Personalisierter Nachschub Lv.15,1.09,€,Personalisierter Nachschub Lv.15,1.19,1.19
1701401,Personalisierter Nachschub Lv.35,2.29,€,Personalisierter Nachschub Lv.35,2.49,2.49
1701501,Personalisierter Nachschub Lv.48,5.49,€,Personalisierter Nachschub Lv.48,5.99,5.99
1701601,Personalisierter Nachschub Lv.58,21.99,€,Personalisierter Nachschub Lv.58,23.99,23.99
1701701,Personalisierter Nachschub Lv.78,21.99,€,Personalisierter Nachschub Lv.78,23.99,23.99
1701801,Personalisierter Nachschub Lv.90,21.99,€,Personalisierter Nachschub Lv.90,23.99,23.99
1701901,Personalisierter Nachschub Lv.115,21.99,€,Personalisierter Nachschub Lv.115,23.99,23.99
1702001,Personalisierter Nachschub Lv.125,21.99,€,Personalisierter Nachschub Lv.125,23.99,23.99
1702101,Personalisierter Nachschub Lv.100,32.99,€,Personalisierter Nachschub Lv.100,35.99,35.99
1702201,Personalisierter Nachschub Lv.105,32.99,€,Personalisierter Nachschub Lv.105,35.99,35.99
1702301,Personalisierter Nachschub Lv.120,32.99,€,Personalisierter Nachschub Lv.120,35.99,35.99
1702401,Personalisierter Nachschub Lv.130,32.99,€,Personalisierter Nachschub Lv.130,35.99,35.99
1702501,Personalisierter Nachschub Lv.145,32.99,€,Personalisierter Nachschub Lv.145,35.99,35.99
1702601,Personalisierter Nachschub Lv.170,32.99,€,Personalisierter Nachschub Lv.170,35.99,35.99
1702701,Personalisierter Nachschub Lv.150,54.99,€,Personalisierter Nachschub Lv.150,59.99,59.99
1702801,Personalisierter Nachschub Lv.175,54.99,€,Personalisierter Nachschub Lv.175,59.99,59.99
1702901,Personalisierter Nachschub Lv.190,54.99,€,Personalisierter Nachschub Lv.190,59.99,59.99
1703001,Personalisierter Nachschub Lv.195,54.99,€,Personalisierter Nachschub Lv.195,59.99,59.99
1703101,Personalisierter Nachschub Lv.160,54.99,€,Personalisierter Nachschub Lv.160,59.99,59.99
1703201,Personalisierter Nachschub Lv.185,54.99,€,Personalisierter Nachschub Lv.185,59.99,59.99
1703301,Personalisierter Nachschub Lv.200,54.99,€,Personalisierter Nachschub Lv.200,59.99,59.99
1709101,Personalisierter Nachschub,21.99,€,Personalisierter Nachschub,23.99,23.99
1709102,Personalisierter Nachschub,54.99,€,Personalisierter Nachschub,59.99,59.99
1709103,Personalisierter Nachschub,54.99,€,Personalisierter Nachschub,59.99,59.99
