id,name,title,text
320,Fenrir,Kraft,"Als ich Fenrir das erste Mal sah, stieß sie mit nur zwei Fingern das schwere Tor des Campus auf. Ich roch Gefahr in ihrer Aura, auch wenn das übertrieben klingt. Ich glaube es gibt keine Verteidigung, die man erfolgreich gegen sie einsetzen kann."
321,Fenrir,Kampfverrückte,"Fenrir ist jemand, die für den Kampf geboren ist. Das sieht man, wenn sie fanatisch lachend ihre Keule schwingt. In der Schlacht sind spritzendes Blut für sie wie ein Feuerwerk und die Schreie der Feinde wie Musik in ihren Ohren. Selbst wenn ihr Herz aufhört zu schlagen, wird sie wohl weiterkämpfen. Aus diesem Grund machen die meisten Leute, egal wie stark oder groß, einen großen Bogen um sie. Außer Kratos gibt es wohl niemanden, der sie zähmen kann."
322,Fenrir,Dämmerung des Wolfs,"Das einzige Mal, dass Fenrir von der Vergangenheit sprach, war die Beschreibung einer apokalyptischen Szene: Ein riesiger Wolf, der langsam in den Himmel schwebte, um ihn herum ein loderndes Feuer, mitten in einem einst schönen Tempel, der nur noch eine Ruine war. Die Flammen breiteten sich langsam aus, verschlangen den riesigen Wolf, verschlangen die Ruinen, verschlangen die Welt... Fenrir hockte sich langsam auf einen Felsen und beschrieb den feurig roten Sonnenuntergang vor ihr. Alles war plötzlich still. Ich hatte Fenrir noch nie so ruhig gesehen. War der Wolf in ihrer Geschichte tatsächlich sie selbst? Ist das das Ende, auf das sie hofft? Ich habe keine Ahnung."
323,Königin Historia,Geheimnis,"
[c][f55090]Geboren: [-][/c]11ter November
[c][f55090]Sieht aus wie: [-][/c]19
[c][f55090]Mag nicht: [-][/c]Dosenfisch & Regenschirm
[c][f55090]Mag: [-][/c]Amulett & SF Brille"
324,Königin Historia,DEF,"Seit Anastasia auf den Campus zurückgekehrt ist, ist die eigentliche Leiterin des Hauses der Menschen verschwunden. Auch ihre geheime Organisation, die DEF, hat fast komplett mit ihren Aktionen aufgehört. Aber ist die DEF wirklich verschwunden? Vielleicht ist es überhaupt nicht so. Überall auf dem Campus finden sich noch verdächtige Zeichen dafür, dass die DEF ganz und gar nicht verschwunden ist. Die Mitglieder der DEF warten im Untergrund leise auf ihren Anführer."
325,Königin Historia,Grünes Schwert,"Es wird gesagt, dass Historia zwei Schwerter hat. Das, mit dem sie gewöhnlich kämpft und noch ein zweites, was die Elemente beeinflussen kann, das jedoch noch nie jemand gesehen hat. Alle glauben mittlerweile, dass es nur ein Märchen sei, aber nach einer wilden Gewitternacht beteuerte ein Mädchen, das Schwert wirklich auf dem Campus gesehen zu haben."
326,Königin Historia,Stattlichkeit,"Historia hat eine besondere Kraft, seit sie zurückgekehrt ist. Alle, die ihr in die Augen schauen, haben das Gefühl, dass ihnen ein Monster entgegen schaut. Gleichzeitig fühlen sie, wie ihre Glieder schwach werden. ""So furchteinflößend! Ich habe einen bösen Drachen gesehen!"", weint Aquaris während sie sich an Iron Fists Beine klammert. ""Historia hat sich in ein Monster verwandelt. Ihr müsst mir glauben!"" Auch wenn man nicht alles, was aus Aquaris Mund kommt so genau nehmen muss, zitterte sie so sehr, dass Historia vielleicht wirklich eine besondere Macht angewendet hatte."
327,Kratos,Geheimnis,"
[c][f55090]Geboren: [-][/c]31. Dezember
[c][f55090]Sieht aus wie: [-][/c]22
[c][f55090]Mag nicht: [-][/c]Puppe & Mystische Rose
[c][f55090]Mag: [-][/c]Schal & Märchenbuch"
328,Kratos,「Enigma」,"Derzeit sind in der Yume Akademie keine Informationen zu Kratos zu finden. Alle Informationen, die gefunden werden können, beziehen sich auf „Enigma“. Es gibt auch viele Spuren von Veränderungen und Flecken auf den Dokumenten. Wer könnte diese Person sein, die alle Spuren von Kratos auslöschen möchte und aus welchen Gründen? Wenn man diese Frage direkt an Kratos stellt, ist diese nicht bereit zu antworten und zeigt sich ausdruckslos... Es ist wirklich seltsam."
329,Kratos,Hornisse,"Leilas Loyalität zu Kratos könnte als ""verrückt"" bezeichnet werden. Egal was Kratos mit ihr macht, Leila bleibt immer an ihrer Seite. Kratos auf der anderen Seite scheint keinerlei Gefühle für Leila zu haben. Sie ist sanft zu ihr, wie zu allen anderen auch, aber dies dient nur dazu, ihre wahre Natur zu verbergen. Obwohl seit dem Chaoskrieg hundert Jahre vergangen sind, hat sich die Beziehung der beiden kein bisschen verändert, was wirklich erstaunlich ist."
330,Kratos,Einsamkeit,"Wenn man in Kratos ruhige Augen schaut, kann man sehen, dass sie viele deprimierende Dinge versteckt -- Zorn, Traurigkeit und Einsamkeit. Wie auch ihre Schwertkunst kann sie ruhig und gefasst sein und im nächsten Moment in Rage verfallen. Trotz ihres sanften Lächelns hält sie immer Abstand zu anderen. Einige glauben, dass dies die Arroganz der mächtigsten Walküre sei. Vielleicht liegt es nur daran, dass Kratos Angst hat, wieder betrogen zu werden und nicht weiß, wem sie vertrauen kann."
331,Lucifal,Geheimnis,"
[c][f55090]Geboren: [-][/c]Unbekannt
[c][f55090]Sieht aus wie: [-][/c]17
[c][f55090]Mag nicht: [-][/c]Regenschirm & Fuchsmaske
[c][f55090]Mag: [-][/c]Kaffee & Amulett"
332,Lucifal,Paradies & Hölle,"Es ist wirklich lustig, zwei Stimmen in einem Körper miteinander streiten zu hören. Diesen Anblick habe ich gerade mit Lucifal vor mir. Lucifer: ""Wie oft soll ich es noch sagen? Ich greife zuerst an."" Michaela: ""Aber du kennst dich nur mit dieser dunklen Magie aus und hast doch gar keine Ahnung von der Macht des Lichtes."" Lucifer: ""Meine dunkle Magie ist schon ganz durcheinander wegen deines Lichtes."" Michaela: ""Warum lässt du einfach nicht mit dir reden?! Hey! Du wirst die Kontrolle nicht wieder übernehmen! ... Raus hier!""\nMit einem lauten Knall und einem hellen Lichtstrahl wurde Lucifer herausgeschleudert, während Michaela sanft auf dem Boden landete."
333,Lucifal,Mifer oder Lucifal,"Alle redeten darüber, wie Michaela und Lucifer nach der Fusion heißen sollten. Eigentlich fanden Michaela und die anderen den Namen ""Mifer"" nicht schlecht, aber weil Lucifer ihren Namen unbedingt in der vorderen Hälfte wollte, um ihre Überlegenheit in der Fusion zu symbolisieren, gab Michaela am Ende nach und sie nannten sich ""Lucifal"". Man kann jedoch nicht verneinen, dass ""Mifer"" ein sehr süßer Name ist. Lucifer sagte zu diesem Namen jedoch nur angeekelt: ""Wer will sich denn schon so nennen, dass alle beim Klang des Namens an einen süßen Hasen denken?!"" Ich bin die unbesiegbare Lucifer! Die großartige Lucifer! 'Mifer' hingegen ist eine Schande. Das geht auf keinen Fall!"""
334,Lucifal,Weder schwarz noch weiß,"Michael: Ein schöner Engel, voller Gerechtigkeit und Mitgefühl, ehemalige Leiterin des Disziplinarkomitees und Leiterin des Hauses der Engel; Luzifer: Ein mystischer Dämon, erfüllt von Arroganz und Despotismus, eine der Anführerinnen der DEF und Anführerin des Hauses der Dämonen. Niemand hätte je gedacht, dass zwei Persönlichkeiten, unterschiedlich wie Schwarz und Weiß, jemals miteinander verschmelzen können. Wie Lucifal sagt, müssen in diesen schwierigen Zeiten die Dinge nicht immer schwarz oder weiß sein. In der Einheit findet sich Stärke."
335,Krystal,Geheimnis,"
[c][f55090]Geboren: [-][/c]12ter Dezember
[c][f55090]Sieht aus wie: [-][/c]15
[c][f55090]Mag nicht: [-][/c]Teufelsfrucht & Vampirmaske
[c][f55090]Mag: [-][/c]Mystische Rose & Ewiges Terrarium"
336,Krystal,Wunderkind,"Ein Mädchen, das einer Elfe gleicht, ist plötzlich auf dem Campus erschienen. Krystal scheint in der Luft zu schweben und ihr Haar glänzt wie ein Kristall. In einem Moment zieht sie die Aufmerksamkeit aller auf sich, im anderen ist sie wieder wie vom Erdboden verschluckt. Auch wenn ihr Name nicht auf der Schulliste steht, ist sie dennoch unter uns. Man sagt sie ist die Göttin der Wandlung."
337,Krystal,Form des Kristalls,"Wenn du Glück hast und dich mit Krystal anfreundest, wirst du eines Tages vielleicht gefragt, ob du ihr eine ""Mitfahrgelegenheit"" geben kannst. Damit meint sie, dass sie sich in ein Stück Kristall verwandelt und sich in deinem Rucksack versteckt. Vielleicht fragst du sie dann auch: ""Warum fliegst du denn nicht?"" Aber Krystal wird das so erklären: ""Fliegen ist so, als würde man eine Hantel mit sich tragen, die so schwer ist wie man selber."" Deshalb reist sie meist zu Fuß oder sucht sich eine ""Mitfahrgelegenheit"". Wie sie sich in einen Kristall verwandelt, wissen nur diejenigen, die es mit ihren eigenen Augen gesehen haben."
338,Krystal,Licht des Wunders,"Krystal erinnert sich kein bisschen an ihre Vergangenheit. Welchen Namen hatte sie als Schülerin der Yume Akademie? In welchem Haus war sie? Und welche Aufgaben hatte sie? In ihrem Kopf ist alles verschwommen. Das Einzige, woran sie sich erinnert, ist, dass sie unbedingt weiter leben wollte, obwohl die Chaos-Kreaturen ihren Körper schon zur Unkenntlichkeit zerstört hatten und an ein helles Licht."
339,Trinity,Geheimnis,"
[c][f55090]Geboren: [-][/c]3ter Dezember
[c][f55090]Sieht aus wie:[-][/c] 14
[c][f55090]Mag nicht:[-][/c] Zaubertrank & Kaffee
[c][f55090]Mag:[-][/c] SF Pistolen & SF Brille"
340,Trinity,Verrücktes Kleid,"Obwohl Trinitys Kleidung an der Yume Akademie eigentlich nicht besonders auffällt, fragt sie jeder, der sie ein bisschen länger angeschaut hat, warum sie sich so anzieht. Trinity antwortet dann nur: ""Das ist doch ein ganz normales Kleid, sonst nichts."" Von ihrem roten Gesicht und ihrer fahrigen Ausdrucksweise kann man jedoch erkennen, dass sie mit diesem Satz vor allem sich selber überzeugen will. Dies erregt jedoch nur noch größere Aufmerksamkeit der anderen, die spekulieren, warum sie sich so anzieht... Hört auf sie das zu fragen. Letztes Mal schien sie den Tränen schon sehr nahe. Lasst sie doch einfach in Ruhe."
341,Trinity,Lethargie,"Trinitys Kampfanzug ""Unsichtbarkeit"" erlaubt ihr, wie ein Geist plötzlich neben den Feinden aufzutauchen, während sie mit ihrem Geistergewehr den Feind geräuschlos beseitigen kann. An Trinities Kampffähigkeiten gibt es keine Zweifel. Es ist nur... Nach dem Kampf ist sie immer extrem erschöpft. In ernsten Fällen schläft sie sogar an Ort und Stelle sofort ein. Normalerweise versucht sie deshalb möglichst viel zu schlafen. Isabellas Diagnose zufolge, ist der Ursprung dieser Krankheit zu wenig Magie. Die geringe Magie ist jedoch wiederum auf den Anzug und das Geistergewehr zurückzuführen. Als Trinity dies hörte schien sie kein bisschen überrascht. Vermutlich hatte sie sich schon früher darüber erkundigt."
342,Trinity,Hartnäckig,"Während irgendeiner Krise wurde Trinity einst von Alberta gerettet und mit dem Anzug ""Unsichtbarkeit"" sowie dem Geistergewehr ausgestattet. Sie beschloss daraufhin, eines Tages Alberta zu finden und ihr zu folgen. Doch in all den Jahren, die jetzt verstrichen waren, hatte sie immer noch keine Hinweise auf ihn gefunden. Doch all die mechanischen Geräte und Einrichtungen auf dem Campus lassen sie immer wieder an ihn zurückdenken..."
343,Ronja,Geheimnis,"
[c][f55090]Geboren: [-][/c]28ter Juni
[c][f55090]Sieht aus wie: [-][/c]19
[c][f55090]Mag nicht: [-][/c]Gänseblümchen-Haarnadel & Schal
[c][f55090]Mag: [-][/c]Glückskatze & Regenschirm"
344,Ronja,Gewehr&Schwert,"Einerseits muss man auf ihr Schwert achten, andererseits muss man sich auch vor ihrem versteckten Gewehr hüten. An Ronjas Kampfstil haben sich die meisten Schülerinnen noch nicht gewöhnt, geschweige denn an ihre verschiedenen Schummeleien und Psycho-Spielchen. Aber trotzdem trainieren sie gerne mit Ronja, denn sie können viel von ihr lernen. Ronja erzählt ihnen oft Geschichten aus ihrem Leben als Berufssoldatin. Aber... Seit kurzem spricht sich herum, dass sie angefangen hat, Geld dafür zu nehmen... Darf sie das...?"
345,Ronja,Berufssoldatin,"Ronja ist eine mächtige Berufssoldatin. Theoretisch gesprochen sollte sie eigentlich eine steile Karriere gemacht und genug Geld verdient haben oder schon längst eine bekannte Generalin geworden sein. Aber sie verschleuderte all ihr Geld am Spieltisch. Aufgrund ihrer katastrophalen Spieltechnik hat sie schlussendlich auch ihren letzten Cent verloren. Ronja selbst ist sich ihres Fehlers natürlich bewusst. Sie beschloss ganz von neu anzufangen und der neue Anfang, den sie wählte, hieß: Schummeln. Ronja wurde mehrmals durchschaut, aber sie gab die Schummelei niemals zu. Dies alles führte dazu, dass ihr Name auf den schwarzen Listen aller Kneipen und Kasinos landete. Ronja ist im ganzen Land herumgezogen und versuchte einen Ort zu finden, der sie aufnimmt."
346,Ronja,Vertrauen,"In der Yume Akademie scheint es das natürlichste der Welt zu sein, dass man den Leuten um einen herum vertraut. Aber für einen Berufssoldaten kann jeder Kollege am nächsten Tag ein Feind sein. Sie haben kein Vertrauen zu anderen und können Gut und Böse nicht voneinander trennen. Aus diesem Grund nimmt Ronja die Beziehungen zu den anderen Mädchen nicht sonderlich ernst und verspottet sie gerne. Wenn es um Glücksspiele geht, ist Ronja bereit alles als Einsatz zu setzen, sogar ihr Leben! Doch das Einzige, was sie nie auf den Tisch legen würde, sind ihr Gewehr und Schwert. Scheint so, als hätte sie wenigstens zu diesen Dingen eine vertrauensvolle und loyale Beziehung."
347,Vivian,Geheimnis,"
[c][f55090]Geboren:[-][/c] 12ter Juli
[c][f55090]Sieht aus wie:[-][/c] 16
[c][f55090]Mag nicht:[-][/c] Dosenfisch & Kunai
[c][f55090]Mag:[-][/c] Zaubertrank & Märchenbuch"
348,Vivian,Mystisch,"Wahrsager machen immer einen mystischen Eindruck auf Leute. Der schwere Duft in der Luft, schwebende Kerzen, ein seltsamer Traum und ein mystischer Sternenhimmel... Durch all diese Methoden empfangen die Wahrsager die schwerverständlichen Hinweise, die sie dann an ihre Kunden weitergeben. Vivian ist genau so eine Wahrsagerin, sanft und mystisch -- wenn sie sich doch nur einmal ruhig hinsetzen könnte... Diese Wahrsagerin unterhält sich gerne und liebt ganz besonders große Abenteuer. Ihr Zauberstab macht nie Pause... Warte mal, benutzt sie diesen Stab etwa auch, um damit Leute anzustupsen?"
349,Vivian,Stimme des Himmels,"In der Wüste gibt es weder Inseln noch Leuchttürme. Wenn man sich in der endlosen Wüste verlaufen hat, ist der Sternenhimmel der einzige Kompass. Deshalb blicken die Wahrsager oft nach oben, um von den Sternen die Anweisung des Schicksals zu empfangen. Auch Vivian sehnt sich nach dem Sternenhimmel, aber anders als andere Wahrsager mag Vivian es nicht, Zeit für die Erklärung und Deutung des komplizierten Sternenatlas zu verschwenden. Sie beobachtet einfach nur gerne die leuchtenden Sterne, die ihre Augen strahlen lassen."
350,Vivian,Wesen der Wahrsagung,"Vivian sieht zwar nicht aus wie eine typische Wahrsagerin, aber dennoch zweifelt niemand an ihren Künsten: Alle durch die Mithilfe des Sternenhimmels gezogenen Wahrsagungen haben sich verwirklicht. Leider auch die negativen Vorhersagen, was sie immer etwas traurig stimmt. Und der Sternenhimmel liefert leider auch nie eine Erklärung... Eigentlich ist Vivian natürlich nicht dafür verantwortlich, aber sie hat sich dennoch dafür entschlossen, alle schlimmen Prophezeiungen mit den Betroffenen durchzustehen. Doch die alles entscheidende Frage ist nun: Können die Prophezeiungen die Realität wirklich so genau vorhersagen oder liegt es an Vivians Einfluss, dass die Vorhersagen sich letztendlich wirklich bewahrheiten? Oder kann vielleicht sogar schon eine Vorhersagung an sich die Realität beeinflussen und verändern?"
351,Joan,Geheimnis,"
[c][f55090]Geboren:[-][/c] 1ter Sep.
[c][f55090]Sieht aus wie:[-][/c] 19
[c][f55090]Mag nicht: [-][/c]Yoyo & Game Boy
[c][f55090]Mag: [-][/c]Stift & Notizbuch"
352,Joan,Mitglied des Disziplinarkomitees,"Wenn man über das Disziplinarkomitee redet, springen einem sofort 2 Charaktere in den Kopf: Einer ist Michaela, ein Vorbild für alle Studierenden mit einem Moral- und Verantwortungsbewusstsein. Der andere Historia, streng und bedrohlich wirkend, der Alptraum aller Studierenden. Aber unter allen Mitgliedern des Disziplinarkomitees findet sich auch eine ""normale"" Person ---- Joan: Freundlich und sanftmütig, immer mit einem Lächeln im Gesicht. Sich Michaela zu nähern ist anscheinend sehr schwer und sich Historia zu nähern, trauen sich viele erst gar nicht. Das hat Joan zur beliebtesten Person gemacht. Sie ist so nett, dass man sich fragt, ob sie der Arbeit des Komitees überhaupt gewachsen ist... Es könnte aber auch einer der Gründe dafür sein, warum Joan beim Disziplinarkomitee auf keinen Fall fehlen darf."
353,Joan,Was wirklich wichtig ist,"Immer wenn die Mensa ein neues Gericht im Angebot hat oder ein neuer Laden auf der Einkaufsstraße eröffnet, wirst du dort Joan antreffen. Offiziell kommt sie immer als Mitglied des Disziplinarkomitees, um zu überprüfen, ob alle Vorschriften eingehalten wurden, aber alle wissen, warum sie wirklich dort ist: Sie kommt nur für die Leckereien. Doch keiner der Ladenbesitzer macht ihr einen Vorwurf, im Gegenteil: Sie freuen sich, wenn Joan vorbeikommt. Das liegt nicht nur an Joans Beliebtheit, sondern auch an ihrem Ruf als edle ""Feinschmeckerin"". Wer ihre Anerkennung gewinnt, der wird über Nacht zur Legende und braucht sich nie wieder um eine Werbekampagne zu kümmern. Doch für Joan ist das alles nicht wichtig. Nur wenn sie mit Guan Yin und Sonya zusammen ihr Essen genießen kann, kann man auf ihrem Gesicht ein warmes Lächeln sehen. Dies zeigt auch, was Joan wirklich wichtig ist, nämlich nicht die Leckereien, sondern das Zusammensein und die Gesellschaft mit ihren Freunden."
354,Joan,Zurückhaltend,"Man tritt dem Disziplinarkomitee bei, entweder weil man ein gewisses Ziel vor Augen hat, weil es eine Ehre ist oder manchmal auch aus ganz speziellen Gründen. Bisher hat Joan noch nie etwas zu ihren Beweggründen gesagt, aber irgendetwas treibt sie an. Einige vermuten, dass sie, nachdem sie die Herangehensweisen von Michaela und Historia sah, sich entschied sich eher im Hintergrund zu halten und von dort aus das Komitee zu unterstützen. Doch denk bloß nicht, dass wenn eines Tages etwas Schlimmes passiert oder die Verantwortung für das Komitee plötzlich auf ihren Schultern landen sollte, sie dann nicht bereit sei, mit vollem Mut voranzuschreiten!"
355,Uriel,Geheimnis,"
[c][f55090]Geboren: [-][/c]12ter. Jul.
[c][f55090]Sieht aus wie: [-][/c]20
[c][f55090]Mag nicht: [-][/c]Teufelsfrucht & Skelettkissen
[c][f55090]Mag: [-][/c]Stift & Notizbuch"
356,Uriel,Lichtritterin,"
Wie sollte eine Ritterin sein? Uriel ist das beste Beispiel dafür.
Aufrichtig, gutmütig, mutig, vernünftig, tapfer, elegant. Es gibt nicht genug lobende Worte, um Uriel zu beschreiben.
Das zeigt sich besonders, wenn Uriel im Kampf ist. Sie greift nicht nur die Gegner an, sondern beschützt auch noch die Verbündeten hinter ihr.
Ihr Schild und ihre Flügel zu sehen, gibt uns Mut es mit allen Gefahren aufzunehmen.

Da Uriel eine erfahrene Kämpferin ist, hat Hottie sie eingeladen, die Leitung des Trainings zu übernehmen.
Nachdem die Studierenden einen Vormittag voller schrecklicher Trainingsaufgaben durchleben mussten, die sie an ihr Limit brachten, wurde ihnen mitgeteilt, dass dies erst eine「Aufwärmübung」war.
Unter Uriels Leitung können die Studierenden bestimmt wertvolle Erfahrung sammeln!"
357,Uriel,Viel zu schwer,"
Aber im Alltagsleben benimmt sich Uriel nicht unbedingt wie eine mutige Kriegerin. Im Gegenteil, sie ist sogar recht schüchtern.
In ihrer Freizeit sitzt sie gerne auf der Bank im Garten. Im Schatten des Baumes liest sie gern in Ruhe ein Buch.
Wenn man sie so sieht, könnte man meinen, dass Uriel ein ganz normales Mädchen sei. Ein strahlender Engel auf dem Kampfplatz? Das ist einfach unvorstellbar.

Erst in diesem Moment wird einem bewusst, wie fragil Uriel ohne ihre Rüstungen ist.
Wie können diese dünnen Finger, die ein Buch halten, einen schweren Schild hochheben? Wie kann so ein kleines Mädchen immer an vordester Front kämpfen?"
358,Uriel,Die Sonne,"
In chaotischen Zeiten kann schon ein kleiner Funken ein Hoffnungsschimmer sein.
Ursprünglich wollte Uriel nur einen Gefallen wieder gut machen, aber unmerklich wurde sie auf diese Weise zu einem verehrten「Engel」und「Kommandeur der Krieger」.
Mit ihren weißen Flügeln und strahlendem Schein wirkt Uriel wie ein Engel aus dem Himmel. Die Leute hoffen, dass dieser Engel sie retten kann.
Nachdem der alte Gott wie eine Sonne untergegangen ist, darf man die Hoffnung der Menschen erst recht nicht enttäuschen, auch wenn sie schwer zu erfüllen sind.
Aber wer kann Uriel selbst retten?

Nur wenn Uriel etwas in ihre schönes kleines Notizbuch schreibt, kann man ein aufrichtiges Lächeln auf ihrem Gesicht sehen.
In dem Notizbuch müssen viele sehr wertvolle und herzerwärmende Worte stehen. Vielleicht hat sie ja ihre Sonne schon gefunden."
359,Izanami,Geheimnis,"
[c][f55090]Geboren: [-][/c]26ter. Feb.
[c][f55090]Sieht aus wie: [-][/c]22
[c][f55090]Mag nicht: [-][/c]Heiligenschein & Dosenfisch
[c][f55090]Mag: [-][/c]Teufelsfrucht & Vampir Maske"
360,Izanami,Der Einfluss des Chaos,"
「Spuren des Chaos」 Alle können sich noch an die Katastrophe, die die ganze Akademie in Unfrieden versetzt hat, erinnern.
Auch wenn die meisten Studierenden wieder gesund wurden, so hat es bei einigen dennoch bleibende Spuren hinterlassen.

Izanami wurde davon am schwersten mitgenommen.
Das Chaos hat Izanami vergiftet und einen lila Kristall auf ihrem Gesicht hinterlassen.
Mithilfe der aktuellen Theorien und Forschungen ist es schwer zu erklären, wie ihr dieser Kristall zugefügt wurde, geschweige denn eine Heilungsmethode zu finden.
Aus diesem Grund muss Izanami immer eine Maske tragen, mit der sie diese furchtbare Narbe verbirgt.

Wenn es nur eine hässliche Narbe wäre, dann wäre es nicht so schlimm.
Aber es steckt noch viel mehr dahinter..."
361,Izanami,Das einzige Ziel,"
Izanami und Izanagi sollten eigentlich ein Team sein.
Aber man sagt, dass Izanagi verschwand, als Izanami vom Chaos vergiftet wurde.

Izanagis Verlassen hat Izanami an den Rand der Verzweiflung getrieben.
Das Gift des Chaos folterte Izanami und sie dachte sogar an Selbstmord...
Irgendwann hatte Izanami die Vergiftung durchstanden und komischerweise entwickelte sie die Fähigkeit das Chaos zu kontrollieren, was für viele schwer verständlich war.

Aber Izanami hatte schon alles verloren. Was bringt ihr also diese Fähigkeit?
Das einzige, was Izanami noch wichtig ist, ist genau die Person, die sie verlassen hat."
362,Izanami,「Der Tod」,"
「Das Chaos ist das Böse.」Daran zweifelt niemand.
Deswegen ist es schon vorstellbar, was die Leute von Izanami, dem Mädchen, das das Chaos kontrollieren kann, halten.

Sie streifte durch die Dörfer und wollte eigentlich nur ihre alte Freundin finden. Doch die Bewohner befürchteten, dass sie großes Unglück über das Dorf bringen werde. Manche nannten sie soagar den ""Tod"" höchstpersönlich.
Izanami konnte das schon nachvollziehen, aber ihre Sehnsucht nach ihrer Freundin war zu groß, als dass sie die Suche aufgeben konnte.

Izanami wurde mit Steinen und Fäusten von den Leuten aus den Dörfern vertrieben. Sie wusste nicht mehr weiter und setzte sich unter einem Baum und blickte in die Ferne.
""Wann kann ich dich finden?""
Noch während sie an Izanagi dachte, tauchte eine Illusion vor Izanami auf. Es war als würde Izanagi genau vor ihr stehen...

Nein, es ist keine Illussion. Vor ihr steht ein anderes Mädchen.
Das Mädchen hat weiße Haare und ein kaltes Lächeln ---
Kratos streckte ihre Hand nach Izanami aus."
363,Vera,Geheimnis,"
[c][f55090]Geboren: [-][/c]28ter. Aug.
[c][f55090]Sieht aus wie: [-][/c]14
[c][f55090]Mag nicht: [-][/c]Skelettkissen & Schleuder
[c][f55090]Mag: [-][/c]Werkzeug & Notizbuch"
364,Vera,Sanftes Herz,"Vera ist die Buchhalterin der Yume Akademie. Diese erfahrene Buchhalterin macht ihre Arbeit sehr gut und zahlt die monatlichen Zuschüsse immer pünktlich aus. Dieser Perfektionismus spiegelt sich auch in ihrem Alltag wider. So sind zum Beispiel ihre beiden Zöpfe immer perfekt symmetrisch geflochten! Vera ist außerdem sehr gut im Nähen und kann die verschiedensten und ausgefallensten Kleidungsstücke zusammennähen, auch wenn sie nicht immer besonders gut aussehen...\nVera mag es, sich um die anderen zu kümmern und ihnen zu helfen, wo immer sie kann. Da ihrer Meinung nach Bakterien einen krank machen, säubert und desinfiziert Vera regelmäßig den gesamten Campus. So ist das Saubermachen schon zu einem ihrer Hobbys geworden.\nMit diesen Eigenschaften erscheint Vera manchmal wie eine Pflegerin für alle Studierenden der Akademie. Und rate mal, um wen Vera sich am besten kümmert: Natürlich Senpai! (Auch wenn sie es manchmal schon fast etwas übertreibt mit der Fürsorglichkeit...)"
365,Vera,Fehlerhafter Geschmack,"
Auch wenn sie in der Akademie für ihren Sauberkeitsfimmel bekannt ist, so spiegelt sich diese Liebe zum Detail leider nicht in ihren Kochkünsten wider... Ihre Gerichte kommen regelmäßig einer ""Massenvernichtungswaffe"" nahe. Doch trotz ihrer vielen Misserfolge lässt sich Vera nicht entmutigen und experimentiert fleißig weiter an ihren Rezepten. Denn immerhin verspeist Senpai alle zwielichtig aussehenden Gerichte, die ihm Vera vorsetzt, mit einem Lächeln. Auch wenn dieses Lächeln vielleicht ein wenig gezwungen wirkt...
Veras Perfektionismus zeigt sich leider meist nur darin, dass ihre Gerichte meist sehr ""nahrhaft"" sind. Was den Geschmack und das Aussehen angeht...
""Auch wenn man ein wahrlich grauenvolles Geschmackserlebnis hat, wenn man den Brechreiz unterdrückt und sich zwingt, ihr Essen hinunterzuschlucken, dann hat man wenigstens eine nahrhafte Mahlzeit."" -- Isabellas Bewertung
""Ihre Gerichte stecken voller... Guter Absichten!"" -- Senpais zitternde Stimme.
Um herauszufinden, wie man ein besonders nahrhaftes Gericht zaubert, hat sie sogar die Ärztin des Campus, Isabella, eingeladen. Sie hat ihr zum Beispiel gesagt, welche Kräuter besonders wertvolle Nährstoffe für den menschlichen Körper enthalten. Isabella meint, dass Veras Gerichte zwar wirklich nicht schön aussehen und auch nicht sonderlich schmecken, aber sie seien in der Tat sehr gehaltvoll und nährstoffreich. Und was hält Vera selbst von ihren Speisen? ""Hmm? Schmeckt doch gar nicht schlecht, oder?"" Sie scheint wohl einen etwas anderen Geschmack zu haben als die anderen..."
366,Vera,Wertvoller Schatz,"Für Vera ist die Akademie wie ihr Zuhause und die Mädchen sind wie ihre eigene Familie. Egal ob Saubermachen oder den anderen bei ihren Angelegenheiten helfen - sie macht alles nur aus einem Grund: ""Ich möchte meinen Liebsten etwas Gutes tun!"" Sie möchte alles in ihrer Macht Stehende tun, um anderen zu helfen. Für sie ist jeder Tag, den sie an der Akademie verbringen darf, wie ein wertvoller und unbezahlbarer Schatz.\nWas Vera vielleicht nicht weiß, ist, dass sie für die anderen auf dem Campus auch unersetzbar ist. Vor allem wenn sie sich im Kampf angegriffen werden... Jemanden an seiner Seite zu haben, der einen unterhält und gleichzeitig noch beschützt ist wirklich etwas sehr Besonderes!"
367,Apate,Geheimnis,"
[c][f55090]Geburtstag: [-][/c]4ter Mär.
[c][f55090]Sieht aus wie: [-][/c]12
[c][f55090]Mag nicht: [-][/c]{1} & {2}
[c][f55090]Mag: [-][/c]{3} & {4}"
