id,name,brief,desc
3100759,따뜻한 커피(상의),유니크 장식,'따뜻한 커피' 세트의 상의
3100760,따뜻한 커피(상의),유니크 장식,'따뜻한 커피' 세트의 상의
3100761,따뜻한 커피(상의),유니크 장식,'따뜻한 커피' 세트의 상의
3100762,따뜻한 커피(상의),유니크 장식,'따뜻한 커피' 세트의 상의
3100763,따뜻한 커피(하의),유니크 장식,'따뜻한 커피' 세트의 하의
3100764,따뜻한 커피(하의),유니크 장식,'따뜻한 커피' 세트의 하의
3100765,따뜻한 커피(하의),유니크 장식,'따뜻한 커피' 세트의 하의
3100766,따뜻한 커피(하의),유니크 장식,'따뜻한 커피' 세트의 하의
3100767,따뜻한 커피(하의),유니크 장식,'따뜻한 커피' 세트의 하의
3100768,따뜻한 커피(하의),유니크 장식,'따뜻한 커피' 세트의 하의
3100769,따뜻한 커피(머리 장신구),유니크 장식,'따뜻한 커피' 세트의 머리 장신구
3100770,따뜻한 커피(머리 장신구),유니크 장식,'따뜻한 커피' 세트의 머리 장신구
3100771,따뜻한 커피(머리 장신구),유니크 장식,'따뜻한 커피' 세트의 머리 장신구
3100772,따뜻한 커피(머리 장신구),유니크 장식,'따뜻한 커피' 세트의 머리 장신구
3100773,따뜻한 커피(머리 장신구),유니크 장식,'따뜻한 커피' 세트의 머리 장신구
3100774,따뜻한 커피(머리 장신구),유니크 장식,'따뜻한 커피' 세트의 머리 장신구
3100775,따뜻한 커피(액세서리),유니크 장식,'따뜻한 커피' 세트의 액세서리
3100776,따뜻한 커피(액세서리),유니크 장식,'따뜻한 커피' 세트의 액세서리
3100777,따뜻한 커피(액세서리),유니크 장식,'따뜻한 커피' 세트의 액세서리
3100778,따뜻한 커피(액세서리),유니크 장식,'따뜻한 커피' 세트의 액세서리
3100779,따뜻한 커피(액세서리),유니크 장식,'따뜻한 커피' 세트의 액세서리
3100780,따뜻한 커피(액세서리),유니크 장식,'따뜻한 커피' 세트의 액세서리
3100781,눈의 꽃(머리),유니크 장식,'눈의 꽃' 세트의 머리 부분
3100782,눈의 꽃(머리),유니크 장식,'눈의 꽃' 세트의 머리 부분
3100783,눈의 꽃(머리),유니크 장식,'눈의 꽃' 세트의 머리 부분
3100784,눈의 꽃(머리),유니크 장식,'눈의 꽃' 세트의 머리 부분
3100785,눈의 꽃(머리),유니크 장식,'눈의 꽃' 세트의 머리 부분
3100786,눈의 꽃(머리),유니크 장식,'눈의 꽃' 세트의 머리 부분
3100787,눈의 꽃(상의),유니크 장식,'눈의 꽃' 세트의 상의
3100788,눈의 꽃(상의),유니크 장식,'눈의 꽃' 세트의 상의
3100789,눈의 꽃(상의),유니크 장식,'눈의 꽃' 세트의 상의
3100790,눈의 꽃(상의),유니크 장식,'눈의 꽃' 세트의 상의
3100791,눈의 꽃(상의),유니크 장식,'눈의 꽃' 세트의 상의
3100792,눈의 꽃(상의),유니크 장식,'눈의 꽃' 세트의 상의
3100793,눈의 꽃(하의),유니크 장식,'눈의 꽃' 세트의 하의
3100794,눈의 꽃(하의),유니크 장식,'눈의 꽃' 세트의 하의
3100795,눈의 꽃(하의),유니크 장식,'눈의 꽃' 세트의 하의
3100796,눈의 꽃(하의),유니크 장식,'눈의 꽃' 세트의 하의
3100797,눈의 꽃(하의),유니크 장식,'눈의 꽃' 세트의 하의
3100798,눈의 꽃(하의),유니크 장식,'눈의 꽃' 세트의 하의
3100799,눈의 꽃(머리 장신구),유니크 장식,'눈의 꽃' 세트의 머리 장신구
3100800,눈의 꽃(머리 장신구),유니크 장식,'눈의 꽃' 세트의 머리 장신구
3100801,눈의 꽃(머리 장신구),유니크 장식,'눈의 꽃' 세트의 머리 장신구
3100802,눈의 꽃(머리 장신구),유니크 장식,'눈의 꽃' 세트의 머리 장신구
3100803,눈의 꽃(머리 장신구),유니크 장식,'눈의 꽃' 세트의 머리 장신구
3100804,눈의 꽃(머리 장신구),유니크 장식,'눈의 꽃' 세트의 머리 장신구
3100805,눈의 꽃(액세서리),유니크 장식,'눈의 꽃' 세트의 액세서리
3100806,눈의 꽃(액세서리),유니크 장식,'눈의 꽃' 세트의 액세서리
3100807,눈의 꽃(액세서리),유니크 장식,'눈의 꽃' 세트의 액세서리
3100808,눈의 꽃(액세서리),유니크 장식,'눈의 꽃' 세트의 액세서리
3100809,눈의 꽃(액세서리),유니크 장식,'눈의 꽃' 세트의 액세서리
3100810,눈의 꽃(액세서리),유니크 장식,'눈의 꽃' 세트의 액세서리
3100811,아나바시스(머리),유니크 장식,'아나바시스' 세트의 머리 부분
3100812,아나바시스(머리),유니크 장식,'아나바시스' 세트의 머리 부분
3100813,아나바시스(머리),유니크 장식,'아나바시스' 세트의 머리 부분
3100814,아나바시스(머리),유니크 장식,'아나바시스' 세트의 머리 부분
3100815,아나바시스(머리),유니크 장식,'아나바시스' 세트의 머리 부분
3100816,아나바시스(머리),유니크 장식,'아나바시스' 세트의 머리 부분
3100817,아나바시스(상의),유니크 장식,'아나바시스' 세트의 상의
3100818,아나바시스(상의),유니크 장식,'아나바시스' 세트의 상의
3100819,아나바시스(상의),유니크 장식,'아나바시스' 세트의 상의
3100820,아나바시스(상의),유니크 장식,'아나바시스' 세트의 상의
3100821,아나바시스(상의),유니크 장식,'아나바시스' 세트의 상의
3100822,아나바시스(상의),유니크 장식,'아나바시스' 세트의 상의
3100823,아나바시스(하의),유니크 장식,'아나바시스' 세트의 하의
3100824,아나바시스(하의),유니크 장식,'아나바시스' 세트의 하의
3100825,아나바시스(하의),유니크 장식,'아나바시스' 세트의 하의
3100826,아나바시스(하의),유니크 장식,'아나바시스' 세트의 하의
3100827,아나바시스(하의),유니크 장식,'아나바시스' 세트의 하의
3100828,아나바시스(하의),유니크 장식,'아나바시스' 세트의 하의
3100829,아나바시스(머리 장신구),유니크 장식,'아나바시스' 세트의 머리 장신구
3100830,아나바시스(머리 장신구),유니크 장식,'아나바시스' 세트의 머리 장신구
3100831,아나바시스(머리 장신구),유니크 장식,'아나바시스' 세트의 머리 장신구
3100832,아나바시스(머리 장신구),유니크 장식,'아나바시스' 세트의 머리 장신구
3100833,아나바시스(머리 장신구),유니크 장식,'아나바시스' 세트의 머리 장신구
3100834,아나바시스(머리 장신구),유니크 장식,'아나바시스' 세트의 머리 장신구
3100835,아나바시스(액세서리),유니크 장식,'아나바시스' 세트의 액세서리
3100836,아나바시스(액세서리),유니크 장식,'아나바시스' 세트의 액세서리
3100837,아나바시스(액세서리),유니크 장식,'아나바시스' 세트의 액세서리
3100838,아나바시스(액세서리),유니크 장식,'아나바시스' 세트의 액세서리
3100839,아나바시스(액세서리),유니크 장식,'아나바시스' 세트의 액세서리
3100840,아나바시스(액세서리),유니크 장식,'아나바시스' 세트의 액세서리
3100841,용암 악마(머리),유니크 장식,'용암 악마' 세트의 머리 부분
3100842,용암 악마(머리),유니크 장식,'용암 악마' 세트의 머리 부분
3100843,용암 악마(머리),유니크 장식,'용암 악마' 세트의 머리 부분
3100844,용암 악마(머리),유니크 장식,'용암 악마' 세트의 머리 부분
3100845,용암 악마(머리),유니크 장식,'용암 악마' 세트의 머리 부분
3100846,용암 악마(머리),유니크 장식,'용암 악마' 세트의 머리 부분
3100847,용암 악마(상의),유니크 장식,'용암 악마' 세트의 상의
3100848,용암 악마(상의),유니크 장식,'용암 악마' 세트의 상의
3100849,용암 악마(상의),유니크 장식,'용암 악마' 세트의 상의
3100850,용암 악마(상의),유니크 장식,'용암 악마' 세트의 상의
3100851,용암 악마(상의),유니크 장식,'용암 악마' 세트의 상의
3100852,용암 악마(상의),유니크 장식,'용암 악마' 세트의 상의
3100853,용암 악마(하의),유니크 장식,'용암 악마' 세트의 하의
3100854,용암 악마(하의),유니크 장식,'용암 악마' 세트의 하의
3100855,용암 악마(하의),유니크 장식,'용암 악마' 세트의 하의
3100856,용암 악마(하의),유니크 장식,'용암 악마' 세트의 하의
3100857,용암 악마(하의),유니크 장식,'용암 악마' 세트의 하의
3100858,용암 악마(하의),유니크 장식,'용암 악마' 세트의 하의
3100859,용암 악마(머리 장신구),유니크 장식,'용암 악마' 세트의 머리 장신구
3100860,용암 악마(머리 장신구),유니크 장식,'용암 악마' 세트의 머리 장신구
3100861,용암 악마(머리 장신구),유니크 장식,'용암 악마' 세트의 머리 장신구
3100862,용암 악마(머리 장신구),유니크 장식,'용암 악마' 세트의 머리 장신구
3100863,용암 악마(머리 장신구),유니크 장식,'용암 악마' 세트의 머리 장신구
3100864,용암 악마(머리 장신구),유니크 장식,'용암 악마' 세트의 머리 장신구
3100865,용암 악마(액세서리),유니크 장식,'용암 악마' 세트의 액세서리
3100866,용암 악마(액세서리),유니크 장식,'용암 악마' 세트의 액세서리
3100867,용암 악마(액세서리),유니크 장식,'용암 악마' 세트의 액세서리
3100868,용암 악마(액세서리),유니크 장식,'용암 악마' 세트의 액세서리
3100869,용암 악마(액세서리),유니크 장식,'용암 악마' 세트의 액세서리
3100870,용암 악마(액세서리),유니크 장식,'용암 악마' 세트의 액세서리
3100871,파일럿(머리),유니크 장식,'파일럿' 세트의 머리 부분
3100872,파일럿(머리),유니크 장식,'파일럿' 세트의 머리 부분
3100873,파일럿(머리),유니크 장식,'파일럿' 세트의 머리 부분
3100874,파일럿(머리),유니크 장식,'파일럿' 세트의 머리 부분
3100875,파일럿(머리),유니크 장식,'파일럿' 세트의 머리 부분
3100876,파일럿(머리),유니크 장식,'파일럿' 세트의 머리 부분
3100877,파일럿(상의),유니크 장식,'파일럿' 세트의 상의
3100878,파일럿(상의),유니크 장식,'파일럿' 세트의 상의
3100879,파일럿(상의),유니크 장식,'파일럿' 세트의 상의
3100880,파일럿(상의),유니크 장식,'파일럿' 세트의 상의
3100881,파일럿(상의),유니크 장식,'파일럿' 세트의 상의
3100882,파일럿(상의),유니크 장식,'파일럿' 세트의 상의
3100883,파일럿(하의),유니크 장식,'파일럿' 세트의 하의
3100884,파일럿(하의),유니크 장식,'파일럿' 세트의 하의
3100885,파일럿(하의),유니크 장식,'파일럿' 세트의 하의
3100886,파일럿(하의),유니크 장식,'파일럿' 세트의 하의
3100887,파일럿(하의),유니크 장식,'파일럿' 세트의 하의
3100888,파일럿(하의),유니크 장식,'파일럿' 세트의 하의
3100889,파일럿(머리 장신구),유니크 장식,'파일럿' 세트의 머리 장신구
3100890,파일럿(머리 장신구),유니크 장식,'파일럿' 세트의 머리 장신구
3100891,파일럿(머리 장신구),유니크 장식,'파일럿' 세트의 머리 장신구
3100892,파일럿(머리 장신구),유니크 장식,'파일럿' 세트의 머리 장신구
3100893,파일럿(머리 장신구),유니크 장식,'파일럿' 세트의 머리 장신구
3100894,파일럿(머리 장신구),유니크 장식,'파일럿' 세트의 머리 장신구
3100895,파일럿(액세서리),유니크 장식,'파일럿' 세트의 액세서리
3100896,파일럿(액세서리),유니크 장식,'파일럿' 세트의 액세서리
3100897,파일럿(액세서리),유니크 장식,'파일럿' 세트의 액세서리
3100898,파일럿(액세서리),유니크 장식,'파일럿' 세트의 액세서리
3100899,파일럿(액세서리),유니크 장식,'파일럿' 세트의 액세서리
3100900,파일럿(액세서리),유니크 장식,'파일럿' 세트의 액세서리
3100901,목련 꽃망울(머리),유니크 장식,'목련 꽃망울' 세트의 머리 부분
3100902,목련 꽃망울(머리),유니크 장식,'목련 꽃망울' 세트의 머리 부분
3100903,목련 꽃망울(머리),유니크 장식,'목련 꽃망울' 세트의 머리 부분
3100904,목련 꽃망울(머리),유니크 장식,'목련 꽃망울' 세트의 머리 부분
3100905,목련 꽃망울(머리),유니크 장식,'목련 꽃망울' 세트의 머리 부분
3100906,목련 꽃망울(머리),유니크 장식,'목련 꽃망울' 세트의 머리 부분
3100907,목련 꽃망울(상의),유니크 장식,'목련 꽃망울' 세트의 상의
3100908,목련 꽃망울(상의),유니크 장식,'목련 꽃망울' 세트의 상의
3100909,목련 꽃망울(상의),유니크 장식,'목련 꽃망울' 세트의 상의
3100910,목련 꽃망울(상의),유니크 장식,'목련 꽃망울' 세트의 상의
3100911,목련 꽃망울(상의),유니크 장식,'목련 꽃망울' 세트의 상의
3100912,목련 꽃망울(상의),유니크 장식,'목련 꽃망울' 세트의 상의
3100913,목련 꽃망울(하의),유니크 장식,'목련 꽃망울' 세트의 하의
3100914,목련 꽃망울(하의),유니크 장식,'목련 꽃망울' 세트의 하의
3100915,목련 꽃망울(하의),유니크 장식,'목련 꽃망울' 세트의 하의
3100916,목련 꽃망울(하의),유니크 장식,'목련 꽃망울' 세트의 하의
3100917,목련 꽃망울(하의),유니크 장식,'목련 꽃망울' 세트의 하의
3100918,목련 꽃망울(하의),유니크 장식,'목련 꽃망울' 세트의 하의
3100919,목련 꽃망울(머리 장신구),유니크 장식,'목련 꽃망울' 세트의 머리 장신구
3100920,목련 꽃망울(머리 장신구),유니크 장식,'목련 꽃망울' 세트의 머리 장신구
3100921,목련 꽃망울(머리 장신구),유니크 장식,'목련 꽃망울' 세트의 머리 장신구
3100922,목련 꽃망울(머리 장신구),유니크 장식,'목련 꽃망울' 세트의 머리 장신구
3100923,목련 꽃망울(머리 장신구),유니크 장식,'목련 꽃망울' 세트의 머리 장신구
3100924,목련 꽃망울(머리 장신구),유니크 장식,'목련 꽃망울' 세트의 머리 장신구
3100925,목련 꽃망울(액세서리),유니크 장식,'목련 꽃망울' 세트의 액세서리
3100926,목련 꽃망울(액세서리),유니크 장식,'목련 꽃망울' 세트의 액세서리
3100927,목련 꽃망울(액세서리),유니크 장식,'목련 꽃망울' 세트의 액세서리
3100928,목련 꽃망울(액세서리),유니크 장식,'목련 꽃망울' 세트의 액세서리
3100929,목련 꽃망울(액세서리),유니크 장식,'목련 꽃망울' 세트의 액세서리
3100930,목련 꽃망울(액세서리),유니크 장식,'목련 꽃망울' 세트의 액세서리
3100931,묵화(머리),유니크 장식,'묵화' 세트의 머리 부분
3100932,묵화(머리),유니크 장식,'목련 꽃망울' 세트의 머리 부분
3100933,묵화(머리),유니크 장식,'묵화' 세트의 머리 부분
3100934,묵화(머리),유니크 장식,'묵화' 세트의 머리 부분
3100935,묵화(머리),유니크 장식,'묵화' 세트의 머리 부분
3100936,묵화(머리),유니크 장식,'묵화' 세트의 머리 부분
3100937,묵화(상의),유니크 장식,'묵화' 세트의 상의
3100938,묵화(상의),유니크 장식,'묵화' 세트의 상의
3100939,묵화(상의),유니크 장식,'묵화' 세트의 상의
3100940,묵화(상의),유니크 장식,'묵화' 세트의 상의
3100941,묵화(상의),유니크 장식,'묵화' 세트의 상의
3100942,묵화(상의),유니크 장식,'묵화' 세트의 상의
3100943,묵화(하의),유니크 장식,'묵화' 세트의 하의
3100944,묵화(하의),유니크 장식,'묵화' 세트의 하의
3100945,묵화(하의),유니크 장식,'묵화' 세트의 하의
3100946,묵화(하의),유니크 장식,'묵화' 세트의 하의
3100947,묵화(하의),유니크 장식,'묵화' 세트의 하의
3100948,묵화(하의),유니크 장식,'묵화' 세트의 하의
3100949,묵화(머리 장신구),유니크 장식,'묵화' 세트의 머리 장신구
3100950,묵화(머리 장신구),유니크 장식,'묵화' 세트의 머리 장신구
3100951,묵화(머리 장신구),유니크 장식,'묵화' 세트의 머리 장신구
3100952,묵화(머리 장신구),유니크 장식,'묵화' 세트의 머리 장신구
3100953,묵화(머리 장신구),유니크 장식,'묵화' 세트의 머리 장신구
3100954,묵화(머리 장신구),유니크 장식,'묵화' 세트의 머리 장신구
3100955,묵화(액세서리),유니크 장식,'묵화' 세트의 액세서리
3100956,묵화(액세서리),유니크 장식,'묵화' 세트의 액세서리
3100957,묵화(액세서리),유니크 장식,'묵화' 세트의 액세서리
3100958,묵화(액세서리),유니크 장식,'묵화' 세트의 액세서리
3100959,묵화(액세서리),유니크 장식,'묵화' 세트의 액세서리
3100960,묵화(액세서리),유니크 장식,'묵화' 세트의 액세서리
3100961,크리스마스 파티(머리),유니크 장식,'크리스마스 파티' 세트의 머리 부분
3100962,크리스마스 파티(머리),유니크 장식,'크리스마스 파티' 세트의 머리 부분
3100963,크리스마스 파티(머리),유니크 장식,'크리스마스 파티' 세트의 머리 부분
3100964,크리스마스 파티(머리),유니크 장식,'크리스마스 파티' 세트의 머리 부분
3100965,크리스마스 파티(머리),유니크 장식,'크리스마스 파티' 세트의 머리 부분
3100966,크리스마스 파티(머리),유니크 장식,'크리스마스 파티' 세트의 머리 부분
3100967,크리스마스 파티(상의),유니크 장식,'크리스마스 파티' 세트의 상의
3100968,크리스마스 파티(상의),유니크 장식,'크리스마스 파티' 세트의 상의
3100969,크리스마스 파티(상의),유니크 장식,'크리스마스 파티' 세트의 상의
3100970,크리스마스 파티(상의),유니크 장식,'크리스마스 파티' 세트의 상의
3100971,크리스마스 파티(상의),유니크 장식,'크리스마스 파티' 세트의 상의
3100972,크리스마스 파티(상의),유니크 장식,'크리스마스 파티' 세트의 상의
3100973,크리스마스 파티(하의),유니크 장식,'크리스마스 파티' 세트의 하의
3100974,크리스마스 파티(하의),유니크 장식,'크리스마스 파티' 세트의 하의
3100975,크리스마스 파티(하의),유니크 장식,'크리스마스 파티' 세트의 하의
3100976,크리스마스 파티(하의),유니크 장식,'크리스마스 파티' 세트의 하의
3100977,크리스마스 파티(하의),유니크 장식,'크리스마스 파티' 세트의 하의
3100978,크리스마스 파티(하의),유니크 장식,'크리스마스 파티' 세트의 하의
3100979,크리스마스 파티(머리 장신구),유니크 장식,'크리스마스 파티' 세트의 머리 장신구
3100980,크리스마스 파티(머리 장신구),유니크 장식,'크리스마스 파티' 세트의 머리 장신구
3100981,크리스마스 파티(머리 장신구),유니크 장식,'크리스마스 파티' 세트의 머리 장신구
3100982,크리스마스 파티(머리 장신구),유니크 장식,'크리스마스 파티' 세트의 머리 장신구
3100983,크리스마스 파티(머리 장신구),유니크 장식,'크리스마스 파티' 세트의 머리 장신구
3100984,크리스마스 파티(머리 장신구),유니크 장식,'크리스마스 파티' 세트의 머리 장신구
3100985,크리스마스 파티(액세서리),유니크 장식,'크리스마스 파티' 세트의 액세서리
3100986,크리스마스 파티(액세서리),유니크 장식,'크리스마스 파티' 세트의 액세서리
3100987,크리스마스 파티(액세서리),유니크 장식,'크리스마스 파티' 세트의 액세서리
3100988,크리스마스 파티(액세서리),유니크 장식,'크리스마스 파티' 세트의 액세서리
3100989,크리스마스 파티(액세서리),유니크 장식,'크리스마스 파티' 세트의 액세서리
3100990,크리스마스 파티(액세서리),유니크 장식,'크리스마스 파티' 세트의 액세서리
4202011,프리미엄 선택 팩,선택 팩,"귀중한 보물 상자, 오픈 시 원하는 보상을 선택할 수 있습니다: '골드*2000000, 경험치 드링크*2000000, 도시락*1500, 크리스탈 검*1500, 프리미엄 슬롯머신 사용권*2, 사역마 비스킷*1000, 에센스 비스킷*125, 사역마 크리스탈*60, 토너먼트 입장권*25, 일반 원단*100, 고급 원단*10, 시간 먼지*30'"
4201020,일반 선택 팩,선택 팩,"귀중한 보물 상자, 오픈 시 원하는 보상을 선택할 수 있습니다: '골드*400000, 경험치 드링크*400000, 도시락*300, 크리스탈 검*300, 사역마 비스킷*180, 에센스 비스킷*20, 토너먼트 입장권*4'"
20001071,미아&카렌&베티 한정 섬네일,특별 섬네일,"미아, 카렌&베티의 한정 섬네일. 선배님도 같이 파티할래요?"
7230,겨울날 오후,스킨,우리엘의 겨울날 오후 스킨
27230,겨울날 오후,스킨,우리엘의 겨울날 오후 스킨
7231,럭키 열쇠,스킨,미아의 럭키 열쇠 스킨
27231,럭키 열쇠,스킨,미아의 럭키 열쇠 스킨
6743,눈꽃 유리풍경,혼기,
6744,눈꽃 유리풍경,혼기,
6745,눈꽃 유리풍경,혼기,
6746,눈꽃 유리풍경,혼기,
6747,눈꽃 유리풍경,혼기,
6748,눈꽃 유리풍경,혼기,
67481,눈꽃 유리풍경,혼기,
67482,눈꽃 유리풍경,혼기,
67483,눈꽃 유리풍경,혼기,
3200661,연꽃잎(머리 부분 조각),유니크 장식 조각,연꽃잎-머리 부분 조각
3200667,연꽃잎(상의 조각),유니크 장식 조각,연꽃잎-상의 조각
3200673,연꽃잎(하의 조각),유니크 장식 조각,연꽃잎-하의 조각
3200679,연꽃잎(머리 장신구 조각),유니크 장식 조각,연꽃잎-머리 장신구 조각
3200685,연꽃잎(액세서리 조각),유니크 장식 조각,연꽃잎-액세서리 조각
3200691,톱니바퀴(머리 부분 조각),유니크 장식 조각,톱니바퀴-머리 부분 조각
3200697,톱니바퀴(상의 조각),유니크 장식 조각,톱니바퀴-상의 조각
3200703,톱니바퀴-하의 조각,유니크 장식 조각,톱니바퀴-하의 조각
3200709,톱니바퀴(머리 장신구 조각),유니크 장식 조각,톱니바퀴-머리 장신구 조각
3200715,톱니바퀴(액세서리 조각),유니크 장식 조각,톱니바퀴-액세서리 조각
3200721,시들지 않은 꽃(머리 부분 조각),유니크 장식 조각,시들지 않은 꽃-머리 부분 조각
3200727,시들지 않은 꽃(상의 조각),유니크 장식 조각,시들지 않은 꽃-상의 조각
3200733,시들지 않은 꽃(하의 조각),유니크 장식 조각,시들지 않은 꽃-하의 조각
3200739,시들지 않은 꽃(머리 장신구 조각),유니크 장식 조각,시들지 않은 꽃-머리 장신구 조각
3200745,시들지 않은 꽃(액세서리 조각),유니크 장식 조각,시들지 않은 꽃-액세서리 조각
3200751,따뜻한 커피(머리 부분 조각),유니크 장식 조각,따뜻한 커피-머리 부분 조각
3200757,따뜻한 커피(상의 조각),유니크 장식 조각,따뜻한 커피-상의 조각
3200763,따뜻한 커피(하의 조각),유니크 장식 조각,따뜻한 커피-하의 조각
3200769,따뜻한 커피(머리 장신구 조각),유니크 장식 조각,따뜻한 커피-머리 장신구 조각
3200775,따뜻한 커피(액세서리 조각),유니크 장식 조각,따뜻한 커피-액세서리 조각
3200781,눈의 꽃(머리 부분 조각),유니크 장식 조각,눈의 꽃-머리 부분 조각
3200787,눈의 꽃(상의 조각),유니크 장식 조각,눈의 꽃-상의 조각
3200793,눈의 꽃(하의 조각),유니크 장식 조각,눈의 꽃-하의 조각
3200799,눈의 꽃(머리 장신구 조각),유니크 장식 조각,눈의 꽃-머리 장신구 조각
3200805,눈의 꽃(액세서리 조각),유니크 장식 조각,눈의 꽃-액세서리 조각
3200811,아나바시스(머리 부분 조각),유니크 장식 조각,아나바시스-머리 부분 조각
3200817,아나바시스(상의 조각),유니크 장식 조각,아나바시스-상의 조각
3200823,아나바시스(하의 조각),유니크 장식 조각,아나바시스-하의 조각
3200829,아나바시스(머리 장신구 조각),유니크 장식 조각,아나바시스-머리 장신구 조각
3200835,아나바시스(액세서리 조각),유니크 장식 조각,아나바시스-액세서리 조각
3200841,용암 악마(머리 부분 조각),유니크 장식 조각,용암 악마-머리 부분 조각
3200847,용암 악마(상의 조각),유니크 장식 조각,용암 악마-상의 조각
3200853,용암 악마(하의 조각),유니크 장식 조각,용암 악마-하의 조각
3200859,용암 악마(머리 장신구 조각),유니크 장식 조각,용암 악마-머리 장신구 조각
3200865,용암 악마(액세서리 조각),유니크 장식 조각,용암 악마-액세서리 조각
3200871,파일럿(머리 부분 조각),유니크 장식 조각,파일럿-머리 부분 조각
3200877,파일럿(상의 조각),유니크 장식 조각,파일럿-상의 조각
3200883,파일럿(하의 조각),유니크 장식 조각,파일럿-하의 조각
3200889,파일럿(머리 장신구 조각),유니크 장식 조각,파일럿-머리 장신구 조각
3200895,파일럿(액세서리 조각),유니크 장식 조각,파일럿-액세서리 조각
3200901,목련 꽃망울(머리 부분 조각),유니크 장식 조각,목련 꽃망울-머리 부분 조각
3200907,목련 꽃망울(상의 조각),유니크 장식 조각,목련 꽃망울-상의 조각
3200913,목련 꽃망울(하의 조각),유니크 장식 조각,목련 꽃망울-하의 조각
3200919,목련 꽃망울(머리 장신구 조각),유니크 장식 조각,목련 꽃망울-머리 장신구 조각
3200925,목련 꽃망울(액세서리 조각),유니크 장식 조각,목련 꽃망울-액세서리 조각
3200931,묵화(머리 부분 조각),유니크 장식 조각,묵화-머리 부분 조각
3200937,묵화(상의 조각),유니크 장식 조각,묵화-상의 조각
3200943,묵화(하의 조각),유니크 장식 조각,묵화-하의 조각
3200949,묵화(머리 장신구 조각),유니크 장식 조각,묵화-머리 장신구 조각
3200955,묵화(액세서리 조각),유니크 장식 조각,묵화-액세서리 조각
3200961,크리스마스 파티(머리 부분 조각),유니크 장식 조각,크리스마스 파티-머리 부분 조각
3200967,크리스마스 파티(상의 조각),유니크 장식 조각,크리스마스 파티-상의 조각
3200973,크리스마스 파티(하의 조각),유니크 장식 조각,크리스마스 파티-하의 조각
3200979,크리스마스 파티(머리 장신구 조각),유니크 장식 조각,크리스마스 파티-머리 장신구 조각
3200985,크리스마스 파티(액세서리 조각),유니크 장식 조각,크리스마스 파티-액세서리 조각
4101039,5성 소녀 선택 팩,선택 팩,"오픈 후, 은신, 신위, 풍견, 담화 5성 소녀 조각 중 하나를 선택할 수 있습니다.(팩 획득 후, 팩 내 보상 내용은 업데이트되지 않음)"
4402007,주황색 혼기 선택 팩,선택 팩,"귀중한 보물 상자, 오픈 시 원하는 주황색 전속 혼기를 선택할 수 있습니다.(돋보기 아이콘을 클릭하면 자세한 내용 확인 가능. 팩 내 내용은 업데이트되지 않음)"
4102030,카렌&베티&미아 선택 팩,선택 팩,"오픈 후, 5성 카렌&베티 조각*50, 5성 미아 조각*50 중 하나를 선택할 수 있습니다."
8070,은세계,섬네일 프레임,소장 수첩 구입 후 획득
1900007,눈 속의 전화 박스,가구,밖에 춥지만 안에는 따뜻한 그리움으로 가득하였다.
310,크리스마스 양말,이벤트 아이템,"이벤트 아이템, '양말을 걸자' 이벤트에서 사용할 수 있습니다."
311,크리스마스 트리 스타,이벤트 아이템,"이벤트 아이템, 선물 교환 파티에서 사용할 수 있습니다."
7232,나풀거리는 나비,스킨,카렌&베티의 나풀거리는 나비 스킨
27232,나풀거리는 나비,스킨,카렌&베티의 나풀거리는 나비 스킨
7233,겨울연가,스킨,오로라의 겨울연가 스킨
27233,겨울연가,스킨,오로라의 겨울연가 스킨
7234,소원,스킨,손인의 소원 스킨
27234,소원,스킨,손인의 소원 스킨
312,2023 새해 스페셜 팩,자원 상자,"아래의 아이템에서 랜덤으로 1가지를 획득할 수 있습니다: '골드*388k, 경험치 드링크*388k, 도시락*388, 크리스탈 검 *388, 사역마 비스킷*388, 에센스 비스킷*66, 입문 수업자료*388, 비밀 수업자료*38, 심원 공명석*188, 찬란 공명석*18'"
313,2023 새해 프리미엄 팩,자원 상자,"아래의 아이템에서 랜덤으로 1가지를 획득할 수 있습니다: '프리미엄 캡슐 뽑기 코인*1, 도장*1, 프리미엄 슬롯 머신 사용권*1, 5성 소녀 조각*10, 에센스*50, 별빛 코인*1, 희귀 영혼 코인*1'"
314,희귀한 태그,쇼윈도 이벤트 아이템,쇼윈도 가게에서 사용할 수 있습니다.
315,금속 태그,쇼윈도 이벤트 아이템,쇼윈도 가게에서 사용할 수 있습니다.
4601018,톱니바퀴 세트 부품 선택 팩,선택 팩,"귀중한 보물 상자, 오픈 시 원하는 톱니바퀴 세트 부품 1개를 선택할 수 있습니다.(오른쪽 상단의 '보기'를 클릭하여 자세한 보상 내용을 확인할 수 있으며, 팩 구입 후 팩의 보상은 업데이트 되지 않음)"
4601019,아나바시스 세트 부품 선택 팩,선택 팩,"귀중한 보물 상자, 오픈 시 원하는 아나바시스 세트 부품 1개를 선택할 수 있습니다.(오른쪽 상단의 '보기'를 클릭하여 자세한 보상 내용을 확인할 수 있으며, 팩 구입 후 팩의 보상은 업데이트 되지 않음)"
4601020,용암 악마 세트 부품 선택 팩,선택 팩,"귀중한 보물 상자, 오픈 시 원하는 용암 악마 세트 부품 1개를 선택할 수 있습니다.(오른쪽 상단의 '보기'를 클릭하여 자세한 보상 내용을 확인할 수 있으며, 팩 구입 후 팩의 보상은 업데이트 되지 않음)"
