id,name,dialog,click_dialog1,click_dialog2,click_dialog3,click_dialog4,click_dialog5,battle_dialog,skill_dialog,cv_name,love_gift_dialog1,love_gift_dialog2,love_gift_dialog3,vow_dialog,login_dialog,lvlup_dialog,gradeup_dialog,shengxue_dialog,awake_dialog,equip_dialog1,equip_dialog2,hangteam_dialog,house_set_dialog,house_dialog,idle_dialog,dagong_dialog,daily_mission_dialog,new_stage_dialog,victory_dialog,false_dialog,love_point_dialog1,love_point_dialog2,love_point_dialog3,love_point_dialog4
753009,Prêtresse,"Je déteste avoir des diciples, mais je sens que la force est puissante en toi. Voudrais-tu devenir mon disciple et partir de cette planète ?",Je n'accepte pas de disciples. Il est plus sage de vivre comme nous le souhaitons.,Les humains ne vivent pas pour des centenaires. Pourquoi n'accepte t-il pas de vivre plus simplement ?,Le premier pas vers le savoir est d'avouer que l'on ne sait rien.,Tuer des démons est facile~ Ce n'est pas la peine de me remercier~,Rien n'est au-dessus du cycle de la vie~ La vie l'emportera toujours sur la mort.,C'est un peu difficile.,Retourne-le.,Suyama Emiri,Tu n'es pas non plus capable de me comprendre ?,Merci beaucoup~,Ce cadeau... Merci... Tu me comprends enfin...,"J'ai décidé de rester à tes côtés, acceptes--tu de prendre soin de moi ?","Après t'avoir vu, je crains que ma journée soit ruinée...",La puissance augmente !,Transforme tes faiblesses en force !,Je laisse juste la nature reprendre son cours.,Il faut protéger la balance.,Je vais l'essayer.,Je ferai très attention en l'utilisant.,Le mal ne gagnera jamais !,C'est suffisant pour moi.,"Cela fait longtemps, Senpai~",Ce n'est pas facile de trouver la paix intérieure~,"C'est l'heure d'aller travailler, je ne te dérange plus.",N'oublie pas ta récompense.,"En tant qu'élève du campus, je n'ai aucune raison de ne pas aider Senpai pendant les crises.",Je les aurai détruit même si tu ne me l'avais pas demandé.,"C'est de ma faute, je n'ai pas suivi tes ordres.",填充,填充,填充,填充
753010,Psychic,Oh ! C'est donc toi qui va t'occuper de nous ? Je suis Psychic et ça c'est Bruno. Enchantée !,"Haha, tu veux caresser Bruno ? Il ne mord pas, il choisit bien sa nourriture~",As-tu vu Bruno ? C'est le Serviteur qui me suit toujours partout. Soyons clair ! Ce n'est pas un chien ! C'est un Serviteur !,"Ne sous-estime pas Bruno, ce n'est pas un chien normal. C'est un Serviteur qui est déjà passé au travers de beaucoup de défi de la vie !","Les Serviteurs qui sont sortis de nulle part ? Ils sont tous très mignons, j'espère que tu les aimeras bien !","Viens ici ! C'est l'heure du dîner ! Euh... Senpai. Ces biscuits ne sont pas pour les humains, ils sont pour les Serviteurs !","Bruno, allons-y~","Attaque, Bruno !",Kanno Mai,"Hé ! Si tu refais ça, je vais demander à Bruno de te mordre !",Bruno ne peut pas utiliser ça. Mais merci quand même~,Tu as choisi ça pour nous ? Merci ! Tu es vraiment une bonne personne !,"Pour moi, Bruno a la deuxième place, à partir d'aujourd'hui, tu as la troisième~","Viens, Bruno ! Dis bonjour à Senpai !",Bruno te remercie~,"Je suis devenue plus puissante, et Bruno également !",Je ferai encore mieux le semestre prochain !,"Lorsque les Serviteurs évolue, leur apparence change également, c'est surprenant, non ?","Bruno, tu as aussi besoin d'une armure ?","Les frais d'entretien ont dépassé la limite ce mois-ci, heureusement que tu es ici pour payer, Senpai~","Bruno, concentre-toi ! Les ennemis sont droit devant !","Bruno, ne pars pas dans tous les sens ! Ta niche est là-bas !","Senpai, est-ce que les biscuits bleus sont bons ?",Ah ? Tu t'es endormi ? Tu as trop fait le fou avec Bruno~ Cela ne m'étonne pas que tu sois fatigué~,"Bruno, j'ai une mission pour toi, il faut que tu surveilles Senpai pendant son travail !","Va vite chercher ta récompense, Bruno n'a pas encore été entraîné pour ça~","Senpai ! Bruno est parti dans la foule, va vite le récupérer !",Bruno c'est le meilleur !,"Bruno, battons en retraite !",填充,填充,填充,填充
754001,Amazon,"Je n'aime pas beaucoup parler, mais je ferai tout en mon pouvoir pour te protéger.","Tu es trop bruyant, sois plus silencieux, je ne peux plus me concentrer...",Chut ! Ah ! Les oiseaux sont en train de chanter...,"Si tu ne t'entraînes pas en permanence, tu ne deviendras jamais plus fort !",Je m'entraîne au tir à l'arc 8 heures par jour. Je ne me repose même pas une seconde !,Hors de mon chemin ! Autrement je te foncerai dedans !,Je vais te montrer ce que j'ai appris !,Vise... Puis tire !,Kobashi Satomi,Tu devrais disparaître immédiatement !,Je l'accepte.,Tu es vraiment quelqu'un de bien~ Je l'accepte~,"J'ai reçu la flèche de Cupidon, je n'ai pas d'autre choix que d'accepter.",Hmmm. Accepterais-tu de te tenir là-bas en tenant cette pomme ?,Il faut se concentrer quand tu t'entraînes.,"Si tu as quelque chose à dire, je t'écoute.","En réalité, quand tu changes de classe, il n'y a pas grand chose qui change, sauf l'environnement.","Quand tu veux tirer, il faut toujours se concentrer avant d'appuyer sur la gachette.","Les armes n'ont pas besoin d'avoir autant de fonctionnalités, il suffit qu'elles soient pratiques à utiliser.","D'après moi, ce n'est pas vraiment nécessaire d'avoir un viseur.",J'ai repéré des ennemis ! Je suis prête à décocher ma flèche !,"Si cette chambre était un peu plus grande, j'aurais pû m'y entraîner.","Senpai, fais attention en passant la porte !","Tu t'es endormi ? Bah, tant pis, je vais continuer à tirer à l'arc.","Senpai, va vite travailler, je vais commencer à m'entraîner.","Senpai, va vite travailler, je vais commencer à m'entraîner.","Ce n'est pas vraiment un problème, je peux aller m'occuper des nouveaux ennemis !",Cette victoire est trop facile.,"J'ai peut-être raté mon premier tir, mais cela ne se reproduira pas une seconde fois.",填充,填充,填充,填充
754002,Elfe Bourgeon,Aïe ! Salut ! Tu aimes cette fleur ? J'espère que tu l'aimes ! Soyons amis~,Aujourd'hui est vraiment un jour superbe !,"Qu'il y ait du vent ou de la pluie, mes fleurs me protègent plus qu'un parapluie !","Je n'aime pas les bagarres, cela blesse mes fleurs...",Qu'est-ce qu'il y a à comprendre ? Fais-les voler et tu n'auras plus de soucis !,Je ne t'écoutes pas ! Je suis certaine que tu me ments !,"Tu m'as mise en colère, alors maintenant je vais te taper !",Envole-toi !,Haruse Natsumi,Je ne l'avais pas vue venir celle-là~,Comment oses-t... Ah ? Un cadeau ? Merci !,Tu aimes aussi les fleurs ? Ceux qui font pousser des fleurs ont tous un bon cœur !,"Ne t'inquiète pas, à partir d'aujourd'hui, je te protègerai, tout comme je protège mes plantes~",Tu ne veux pas venir dans mon jardin ? C'est la période de floraison !,Les plantes poussent~,Je n'abandonnerai jamais mes études.,Je n'abandonnerai jamais mes études.,Il faut que nous protégions ce jardin~,"Cette fleur n'est pas qu'une arme, elle est aussi mon amie !",Je ne le casserai pas~,Où est-ce que je dois couper les mauvaises herbes aujourd'hui ?,"J'ai oublié de te dire, j'ai rajouté quelques plantes dans la chambre aujourd'hui, qu'est-ce que tu en penses ?",Senpai~ Qu'est-ce que tu viens faire ici ?,"Senpai, ne dors pas ici ! Je ne sais que m'occuper des plantes, pas des humains...",Tu vas aller travailler aujourd'hui ? Ou bien tu as décidé de rester pour arroser les plantes avec moi ?,"Ma mission d'aujourd'hui est d'aller arroser les plantes, et toi ? Tu as récupéré ta récompense ?","Ce bruit... ! Quelqu'un a fait sonné l'alarme de mon jardin, allons vite voir !",Allez-vous en et n'abîmez plus mes plantes !,"Je suis désolée, je n'ai pas réussi à vous protéger.",填充,填充,填充,填充
754003,Himoto,"Le dernier Jump vient de sortir ! Je veux le voir ! Maître va vite m'en apporter un, c'est la seule chose que je te demanderai de toute ma vie !","Si tu sors, n'oublie pas de me ramener une canette de Cola, des chips et des nouilles chinoises ! Ne l'oublie pas !",Ce lit est vraiment très confortable~,"Des biscuits, du Cola et des jeux-vidéos ! Super~",Ah ! J'ai mangé tous les biscuits... J'espère que Maître ne sera pas mécontent !,Aujourd'hui je vais faire la grasse matinée~,Ne me dérange pas quand je joue !,Voici~ Mon monde !,Yuuki Aoi,Ce n'est pas comestible !,Ne me dérange pas quand je nage~ Quoi ? Un cadeau ?,Tu me connais vraiment très bien~,"Sortir avec toi ? Bah il n'y a pas de différence avec notre relation actuelle, j'accepte~","Tu veux joueur avec moi, Maître ? Il me manque une personne~",C'est si facile de devenir plus puissant~,J'en veux plus~,Maintenant je contrôle encore mieux l'eau !,Je peux nager plus vite !,Qu'est-ce que c'est ? Une machine à bulle ?,"Avec la protection de ma bulle, je n'ai pas besoin d'armure !",J'espère que ce sera un travail facile~,J'ai encore besoin de plus d'eau pour ma chambre !,"Senpai, j'espère que tu n'as pas oublié mes chips !",Haha ! Senpai comprend enfin à quel point c'est agréable de dormir toute la journée !,"Si tu travailles dur, tu auras une meilleure vie ! Une meilleure vie pour moi bien entendu !",N'oublie pas de récupérer ton colis !,Encore du chaos ? C'est vraiment incroyable...,Je n'étais même pas à 100% !,"Je n'en peux plus, je suis trop fatiguée~",填充,填充,填充,填充
754004,Lavia,"Mon amour est aussi intense que le feu, non, passion, je t'en prie accepte-le ! Bon Maître !",Tu veux ressentir mon intense passion ?,"Si tu fais n'importe quoi, tu risques de te brûler, alors fais attention !",Ha ? Tu aimes manger des glaces ? Quel coincidence ! Moi aussi !,"Le soleil ! La plage ! Franchement, il n'y a rien de mieux que l'été ! Allons-vite nager !","Ces deux âmes sont attirées l'une par l'autre, ce doit être l'amour !",Flamme... Brûle-le !,Tu es cendre et tu retourneras en cendre !,Kawasumi Ayako,Pourquoi essaies-tu toujours de m'énerver ?,"Merci, mais... Je ne vois pas ton enthousiasme dedant....",Certains aiment quand c'est chaud... Je peux sentir ton amour brûlant...,"Je peux aussi ressentir la chaleur ? Non, je pense que je suis juste excitée~","Aujourd'hui, je me transformerai en flamme et je brûlerai !",Pourquoi chaque fois tu me donnes quelque chose de chaud à boire ?,Tu veux que je le réchauffe pour toi ?,Je veux qu'encore plus de personne ressente ma chaleur~,Ma flamme est devenue sauvage !,J'espère que ça peut supporter la chaleur~,Si seulement je pouvais avoir une vraie épée~,Je vais montrer à mes ennemis ma passion !,Un extincteur ? Tu as si peu confiance en moi ?,"Senpai, tu es venu au bon moment, je partais justement te voir~",Tu es en retard ! Est-ce qu'il faut que je te fasse goûter à mes flammes ?,Il faut toujours faire de ton mieux quand tu travailles ! Même si ce n'est qu'un simple job !,"Après avoir terminé ta mission, il faut encore que tu fasses quoi ?",Des visiteurs ? Donnons-leur un accueil chaleureux !,"Haha, qu'est-ce que ça fait de devenir une torche vivante ?","Tant que ma flamme survivra, je ne m'avouerai pas vaincu !",填充,填充,填充,填充
754005,Susan,"Voyager dans le monde~ Découvrir des nouvelles choses... Goûter de nouvelles choses... Se faire des nouveaux amis ! Bien sûr, je veux faire tout ça avec toi~",Ce restaurant est vraiment très bon~ ! N'oublie pas de mettre 5 étoiles !,Où allons-nous nous envoler aujourd'hui ?,"Je vole ! Je vole ! Youhou, le monde est vraiment magnifique !",Ouah ! Quel beau souvenir~ Ce porte-clé est aussi très joli ! Mais je préfère cette tasse~,C'est toujours mieux de voir les choses par soi-même !,Allons-y !,Tu es sur mon chemin~,Yuuki Aoi,"Non, je n'aime pas ça~",Tu veux aller voyager avec moi ? Un cadeau avant le départ ? Merci~,J'aime beaucoup ce cadeau ! Je vais pouvoir m'en servir pour écrire tout ce que je vais faire pendant mes voyages.,"Tiens~ Prends ce pissenlit~ Lorsque je ne serai pas à tes côtés, il t'accompagnera pour moi~","Hmmm, où devrai-je m'envoler ? Oh, je vais voler jusqu'à Senpai~","Pas à pas, on va loin.",Je n'arrêterai pas d'explorer l'inconnu.,"Si tu es encore capable de te souvenir de moi à mon retour, je te donnerai des cadeaux~",Une vie sans voyage n'est pas une vie !,Est-ce que je peux prendre des belles photos avec ça ?,Ces plantes peuvent également m'aider.,"Je ne suis jamais allée dans cette forêt, il faut faire un peu attention !","Un lit douillet, c'est vraiment ce qu'il me manque le plus.",Il faut se coucher tôt le soir !,"Si tu n'as pas besoin de moi, je vais préparer mon prochain voyage.","Je fais des petits jobs pour payer mes voyages, et toi ?",Tu as terminé ta tâche~,Il se passe quelque chose dans un endroit inconnu ? Je pense qu'il est temps pour moi d'aller y jeter un oeil !,Pensiez-vous vraiment que c'était suffisant pour me vaincre ?,Comment les choses ont-elles pu tourner ainsi ?,填充,填充,填充,填充
754006,Pandaria,"Je suis Pandaria ! Si tu me traîtes comme une gamine, je ne serais pas contente !",Les seins c'est juste de la graisse !,Le plus important c'est d'être gentil~ Donc... Est-ce que tu pourrais arrêter de fixer ma poitrine ?,"Vraiment Panda ? Même si tu as faim, tu ne peux pas manger ce que l'homme bizarre te donne !",Chut~ Tu as entendu~ Les oiseaux sont en train de m'appeler.,Est-ce que tu sais à quel point il est stupide de juger une Fille sur la taille de ses seins ?!,"Panda, explose-les !",Se faire taper par du bambou fait très mal !,Kugimiya Rie,Reste loin de moi !,"Je sais pourquoi tu m'as donné ça, mais ça ne marchera pas~","Ok, je dois l'avouer que j'aime beaucoup ce cadeau~",Pour le meilleur et pour le pire.,"J'ai commencé à boire du lait à partir d'aujourd'hui ! Est-ce que j'ai grandi, Senpai ?",Je ne perdrai jamais !,Allez Panda ! Réessaie cette technique !,"C'est un nouveau départ ! La seule chose qui m'inquiète, c'est le comportement de Panda à ce sujet~","Panda, tu peux mordre toutes les personnes qui se moquent de ma poitrine !","Panda, tu es déjà si gros, tu ne peux plus rien porter comme équipement maintenant...","Je suis déjà assez puissante, avec ou sans équipements ! N'est-ce pas, Panda ?","Allons-y, panda !","Panda, viens vite ! C'est ta nouvelle chambre !","Han ! Senpai, tu es venu me voir, mais je ne suis pas aussi heureuse que je le parais !","Panda, Senpai est endormi ! C'est le moment pour nous de sécher les cours et d'aller s'amuser~",Hey ! Tu seras en retard pour ton job si tu ne te dépêche pas !,Disons juste que je ne suis pas la seule à oublier mes récompenses~,Il y a quelque chose de spéciale aujourd'hui ? J'ai vu beaucoup de monde sur le terrain de sport.,"Vous voyez, je vous avais bien dit que Rumpy était le meilleur !","Rumpy, ça suffit, battons en retraite !",填充,填充,填充,填充
754007,Nani,"Salut, Maître. Est-ce que tu es venu pour me rendre heureuse ? Super, amusons-nous ensemble !",C'est vraiment ennuyeux de toujours être une bonne Fille !,Je ne suis plus une enfant ! Je peux faire ça par moi-même !,Je me suis bien amusée ! Mais il ne faut pas que je sois en retard sinon mon père ne va pas être content... Bah tant pis !,Devine ce que cet instrument peut aussi faire~ Oh~ Il ne sert pas qu'à jouer de la musique !,Suivre les règles de la maison c'est trop ennuyeux ! Fais ce que tu aimes !,Allons-y !,Hors de mon chemin ! Dégage !,Tsuji Ayumi,Hmmm~ En fait tu es comme tout le monde ?,Merci pour ton cadeau,Je sais que tu es le meilleur~,"Maintenant, tu es devenu mon jouet exclusif~ Je ne te laisserai pas fuir !","Senpai, je vais réciter un autre poème ! Félicite-moi !",J'ai encore grandi !,"L'entraînement d'aujourd'hui est terminé, maintenant c'est le moment de s'amuser~","Le semestre prochain, est-ce que nous pourrions avoir moins d'examen, et plus de temps libre ?","L'augmentation de la quantité, améliorera un jour la qualité !",Je n'aime que jouer au luth~,Tu veux que je change de luth pour m'entraîner ? Pourquoi pas~,"Ce genre de chose, c'est trop facile pour moi !","Est-ce que je peux y mettre aussi quelques jouets ? Ils sont juste un peu gros, c'est tout~","Je m'ennuie quand tu n'es pas là, viens vite t'amuser avec moi !",Comment oses-tu m'abandonner toute seule ici ?,"C'est l'heure d'aller travailler, n'oublie pas de venir t'amuser avec moi après le travail !",N'oublie pas de récupérer ta récompense avant de jouer !,"Il se passe quelque chose là-bas, allons-y ensemble !","Haha, alors ? Épaté ?","Hein, comment peuvent-ils être aussi forts ?",填充,填充,填充,填充
754008,Aquaris,Ici Aquaris ! Tu es là~ Cela fait longtemps que je cherche~ Le soleil est trop éblouissant~ Tu veux venir sous mon parasol ?,"Même si le corps est tout petit, les possibiltés sont infinies !",Notre pire ennemi c'est toujours nous-même ! Il faut se surpasser pour grandir !,"Hé~ Qu'est-ce qu'une aura, Maître ? Je pense que ça doit beaucoup briller~ Tu en veux une ?",Il y a une odeur de soleil sur la couette~,Tu es personne d'intérieur ? Ce n'est pas bien de toujours rester chez toi. Allons faire un tour dehors !,L'été est arrivé !,Jet d'eau !,Tomatsu Haruka,Ne peux-tu pas comprendre l'envie de romantisme des adolescentes ?,Merci beaucoup Senpai~,Merci~ Tu peux porter mon parapluie ? Je voudrais passer un peu de temps avec toi~,"Tu devras désormais toujours laisser une place de libre à tes côtés, Senpai~","Senpai, quel coincidence. Voudrais-tu essayer un des plats que j'ai préparé ?",Continue le travail !,"Si tu n'est pas fainéant, tu pourras faire tout ce que tu désires !","Un jour, je les dépasserai toutes !","Autre temps, autres moeurs !",J'ai besoin de m'équipper maintenant ! C'est l'heure de l'entraînement.,Rejoins-moi sur le terrain d'entraînement~,Es-tu en train de m'attendre ?,C'est important de bien dormir la nuit !,"Même quand je suis au dortoir, je n'oublie jamais de m'entraîner !","Avec tout le respect que je te dois, ce n'est pas bon de rester ici sans rien faire, Senpai.","Je m'entraînerai dur pendant que tu seras au travail, Senpai !",N'oublie pas de récupérer ta récompense !,Ce n'est jamais une mauvaise chose d'en apprendre plus sur l'académie !,J'ai réussi !,J'ai encore échoué... mais je n'abandonnerai pas !,填充,填充,填充,填充
754009,Kong Ming,Nous ne faisons que suivre notre destin. Il nous guide.,Le plan de la victoire est décidé loin du champ de bataille.,"Je sais tout. Bien sûr, je sais ce que tu sais, mais aussi ce que tu ne sais pas.","Je ne prédis pas le futur, je prends ta personnalité en considération et je calcule ce qu'il se produira.","Le destin ne peut pas être changé. Si nous décidons de résister au destin, nous devrons en payer le prix.",T'aider est un moyen pour moi de passer le temps.,Je connais déjà le résultat.,Je vois ton futur !,Kugimiya Rie,Je ne veux pas un cadeau aussi puéril !,"D'accord, je vais me forcer d'accepter ce cadeau.",Tu n'es pas si ennuyeux que ça après tout. Tu as toute ma gratitude~ J'attends ton retour avec impatience~,"Même si je savais que ce jour arriverait, je ne savais pas qu'il m'aurait autant plu ! Nous aurons un beau futur ensemble~",Je voulais justement te parler~,Je le savais que ces choses allaient se produire~,Je suis prête à surpasser tous les obsctacles de la vie.,C'est un plaisir de discuter avec une personne intelligente.,Le destin n'est jamais irréversible !,As-tu déjà essayé des choses nouvelles ?,Je préfère tout de même mon éventail cerise.,As-tu une surprise pour moi aujourd'hui ?,Des fois il faut se séparer pour mieux se retrouver.,"Senpai, tu es tout seul ?",Je me demande bien ce qu'il se serait passé si je ne t'avais pas apporté une couverture supplémentaire...,Je le savais que tu oublierais d'aller travailler !,N'oublie pas ta récompense cette fois-ci !,Je pense que je sais ce qu'il s'est passé. Mais nous devrions tout de même aller voir.,Le résultat de ce combat était déjà connu d'avance.,Nous ne pouvons pas effacer cette défaite mais nous pouvons travailler plus dur afin d'éviter que cela se reproduise.,填充,填充,填充,填充
754010,Linky,"Il m'a l'air bien faible. Est-ce que tu es vraiment confiant de pouvoir bien m'utiliser ? Si tu es un homme, tu ne devrais pas avoir peur ! Haha, je sais aussi être très douce !",Même si les abeilles sont très mignonnes~ Je préfère quand même les frelons.,Une aiguille pointue empoisonnée... Quel position féroce ! Ahhh~ J'aime beaucoup cette position !,"Peu importe à quel point c'est dur, je le briserai... Ah ! Rien qu'à y penser je suis déjà excitée !","Le fer et l'acier... Peu importe avec quoi les forets sont fabriqués, ils seront tous émoussés un jour ou l'autre. Où puis-je donc trouver un matériel incassable ?",En utilisant ce foret... Je suis même capable de percer un mur !,Laisse-moi te briser !,Je vais percer un trou dans ton torse !,Kobayashi Yū,Est-ce que tu veux un trou dans ta tête ?,"C'est pas mal, merci~",Quel cadeau merveilleux ! Tu me connais vraiment bien !,"A partir d'aujourd'hui, je ne détruirai plus pour le fun, mais pour te protéger~",Dégage de mon chemin ! Si je te perce et que tu meurs ce n'est pas mon problème !,Encore ! Encore ! J'en ai pas eu assez !,"Ma puissance a augmenté, j'ai hâte d'essayer mes capacités !","Je me moque des choses de l'école, peu importe en quelque classe je suis, personne ne peut me dire quoi faire~","Même si je suis très puissante, tu n'auras pas peur ?","Je n'ai pas besoin d'armure ou de bouclier ! Il faut combattre ! Encore et toujours ! Si tous les ennemis sont morts, il n'y a plus besoin de se défendre ! N'est-ce pas ?","J'ai une armure plus puissante, des forets plus puissants, personne ne peut m'arrêter !",Ah ? Comment oses-tu me demander de faire ce genre de chose ?,N'as-tu pas peur que je détruise cette chambre ?,Tu es enfin ici !,"Tu t'es endormi... En temps normal tu es casse-pied, mais quand tu dors tu es tout de même très mignon...","Ok, ok, va vite travailler, arrête de rester planter là~",Est-ce que tu as récupéré ta récompense quotidienne ?,C'est quoi tout ce boucan dehors ?,"Hé, hé ! J'attendais un peu plus de vous !","Pfff, vous avez juste eu de la chance~",填充,填充,填充,填充
755001,Amelia,"Si ma prophétie est correcte, il semblerait que je devrais toujours être à tes côtés. J'accepte cette relation, Maître.",Ne me dérange plus jamais. Je veux rester seule.,"Oui, je peux voir à travers ton cœur... Ta destinée. Est-ce que tu as peur que je puisse te voir réellement ?","L'homme qui brûle n'abandonnera jamais, peu importe le temps qu'il faut. Après ça aussi... C'est vraiment ennuyant...",Je contrôle tout... Et donc ? Qu'est-ce que je gagne ?,Je voudrais partir dans un endroit où personne ne pourrait me trouver... Mais je suis sûr que cette personne continuerait de me suivre.,Sors de mon monde.,Disparaissez !,Hamaguchi Ayano,Tu le fais exprès ?,"Un cadeau pour moi ? Merci~ Je n'ai rien à t'offrir, mais je peux lire ton avenir.",C'est pour moi ? Merci~ Ta destinée est vraiment à mes côtés~,"Notre avenir est déjà décidé à la naissance, cela ne sert à rien de fuir son avenir... Je parle bien sûr de notre avenir~","Aujourd'hui je n'accepte pas les visiteurs, mais je t'accepte toi.",Du Jus d'EXP ? Pose ça sur la table...,Je peux voir plus de choses dans ma boule de cristal désormais.,"Le destin est inévitable, je n'ai pas d'autre choix que d'attendre que le mien me rattrape.",Je suis devenue plus puissante. Je suis déjà pressée de pouvoir narguer la mage du feu... C'est qui déjà ?,Ne prends juste pas ma boule de cristal !,"Je te préviens juste. Je n'irais nulle part, peu importe ce que tu me donnes.",Arrête de me suivre... Je n'ai pas besoin de ton aide.,Sors de ma chambre.,Pourquoi es-tu ici déjà ?,... Qu'est-ce que tu hésites de dire ?,"Va travailler, et fiche moi la paix !",Ne me force pas à te rappeler que tu as des récompenses à récupérer...,"Quelque chose est en train de se passer, tu devrais aller te rendre utile.","Ce n'est que le destin, il n'y a pas de quoi se réjouir.",Perdre fait aussi parti du destin.,填充,填充,填充,填充
755002,Scythe,Encore une fois cet homme diabolique ? Bienvenue~ Entrons dans la nuit et voyons ce que nous y pouvons voir de plus que durant la journée~,Tu as l'air d'avoir peur... J'aime ça~,C'est pendant la nuit que je me sens comme à la maison. Ha~ Je peux sentir une odeur détestable !,Protège-toi bien~ Je peux t'envoyer directement dans l'autre monde~,"La nuit noire va tout dévorer. Oui, la nuit dévore tous les secrets que les gens ne veulent pas dévoiler~","Je ne suis pas la Mort~ J'aime juste collecter des âmes. Rien n'est plus important que d'être heureux, non ?",Tu me donnes ton âme ? Je l'accepte volontière~,Donne moi ta vie !,Sakura Ayane,Est-ce que tu veux aussi être collecté ?,C'est assez courageux de ta part de venir offrir un cadeau à la Mort elle-même~,"Celui-ci est plus spécial que le précédent~ Je voudrais te faire voir le charme des ténèbres, tu viens ?","Ton âme m'appartient désormais ! Rassure-toi, je ne vais pas te trancher à coup de machette~","Ah, je te laisse ta vie pour aujourd'hui. Mais tu as intérêt à me faire plaisir, senpai !",Super~ Beaucoup de Jus d'EXP pour moi !,J'ai besoin d'encore plus d'âmes !,Le prochain semestre va bientôt commencer~ Je vais pouvoir récupérer les âmes de nouvelles élèves~,J'ai collecté un nouvelle âme ! Bientôt j'aurais complété ma collection !,"Tant que je peux collecter des âmes, je me moque des habits que je possède~","Tu n'es pas une personne ordinaire, Senpai... Est-ce que tu peux aussi m'apporter quelques âmes ?",Est-ce que c'est ici que je peux collecter le plus d'âme aujourd'hui ?,C'est une belle chambre~,"Il semblerait que tu ais pris ta décision, Senpai. Ne t'inquiète pas, ce ne sera pas douloureux !",Senpai~ Je prendrais ton âme si tu ne te réveilles pas immédiatement~,C'est l'heure d'aller travailler ! Ou bien tu as décidé de me rejoindre ?,Tes récompenses bloquent mon chemin~,Quelque chose est en train de se produire ! C'est une opportunité parfaite pour moi !,"Wow, quelle récolte exceptionnelle !","Pfff, rien à récolter…",填充,填充,填充,填充
755003,Lucifer,Viens avec moi. Accepte les ténèbres que tu as en toi. Débarasse-toi des personnes qui te voient comme un repas. Quel est l'intérêt de jouer seul chez soi ? Tu n'es pas d'accord ?,"Pour connaître la vérité, je n'aurai peur de rien, même s'il me faut plonger dans les abysses.","La Justice ? Haha, la justice ce n'est qu'une excuse pour les forts, non ?",Je préfère être reine aux enfers qu'esclave au paradis.,"Là où il y a de la lumière, il y a aussi les ténèbres. Les gens portent tous un masque sur leurs visages de bonté, mais le cœur quant à lui est noire.","Des rêves sublimes et une réalité cruelle, tu préfères lequel ?",Hehe~ La justice ? Reparlons-en après avoir gagné.,Disparais !,Park Romi,Je vois que tu as toujours cette stupidité ! Va en enfer !,"Tu m'as prouvé ta loyauté, j'espère que tu continueras à te battre pour moi.",Il n'y a rien qui puisse plus me rendre heureuse !,Ne rigole pas comme ça... Tu es sérieux ? Pour ce genre de choses les gens ont besoins de temps pour se préparer... J'accepte~,"Viens accueillir ton Maître, viens accepter le calin des ténèbres !",Donne moi tout le Jus d'EXP qu'il te reste !,Je suis encore plus puissante !,"Peu importe dans quelle classe je suis, personne n'a plus rien à m'apprendre !",Tu as vu ? C'est ça ma vraie puissance !,Donne moi tout ce que tu possèdes !,C'est vraiment incroyable que tu puisses me donner des choses aussi bonnes !,"Viens, suis mes pas !",Trouve-moi Michael~,Salut~ Michael~,"Quoi ? Comment oses-tu rester allonger ici... Si je n'arrive pas à te réveiller, je vais devoir trouver Michael...",Hé ! Humain ! Va travailler !,"Si tu n'es même pas capable de récupérer tes récompenses, comment peux-tu être capable de me servir ?!","Je me moque des soucis du campus, si tu es intéressé tu n'as qu'à aller voir de toi-même~",Tremblez devant les ténèbres !,J'ai été trop négligente...,填充,填充,填充,填充
755004,Wraith,Maître... Tu ne peux pas toujours être en train de me fixer... J'ai du mal à supporter ça... La chaleur... La lumière...,Ne te retourne pas ! Je suis juste derrière toi...,Dégage... Dégage de ma maison...,Ne me regarde pas... Je veux être seule.,"Non... Ne sois pas doux avec moi, je n'ai aucun moyen de te faire la même chose...",Je n'aime pas les gens qui sont trop brillants... Je ne peux pas être amis avec eux...,Dégage d'ici...,Je te maudis !,Noto Mamiko,"Ah... Quel cadeau brillant, c'est vraiment pas pour moi...",Merci de ta gentillesse... Mais je voudrais être seule...,"Est-ce que je mérite vraiment... ? Je comprends... Je vais essayer une fois, merci~",Je peux enfin t'appeler mienne... Je ne te lâcherai plus jamais !,Ah ! J'ai attrapé un Senpai~,M-Merci...,Je suis devenue plus forte ?,Dans quelle classe seras-tu l'année prochaine ? Est-ce que moi aussi je peux venir écouter tes cours ?,Arrête de me fixer ! Je suis timide...,Je me moque des habits...,"Si je porte cet habit, personne ne me verra... Mais je te remercie tout de même~",Aujourd'hui je vais faire peur à quelques personnes~,Ce n'est pas la première fois que je viens dans cette pièce~ Ah ? Tu veux savoir comment je suis venue ici ? Haha~ A travers les murs bien sûr !,Menteur~ Tu as déjà les fesses sur le sol et tu dis que je ne t'ai pas fait peur ?,"Pourquoi ?!! Je suis déçue, tu n'as même pas eu peur...",Est-ce que tu crois qu'un fantôme pourrait t'aider au travail ?,Est-ce que je peux récupérer ta récompense ?,Des nouvelles ? Est-ce que tu crois qu'un fantôme est intéréssé par ce qui est nouveau ?,Nous avons gagné~Incroyable !,"Ahhh, désolée... je vais disparaître sur le champ...",填充,填充,填充,填充
